Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90,Matches_90,team_name,season
James Milner,eng ENG,"MF,DF",33.0,22,9,937.0,10.4,2.0,2.0,4.0,0.0,2.0,2.0,4.0,0.0,2.2,0.6,0.7,1.3,18.0,71.0,42.0,0.19,0.19,0.38,0.0,0.19,0.21,0.07,0.28,0.06,0.13,Matches,liverpool,2019-2020
Adrián,es ESP,GK,32.0,11,9,875.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,liverpool,2019-2020
Naby Keïta,gn GUI,MF,24.0,18,9,815.0,9.1,2.0,3.0,5.0,2.0,0.0,0.0,1.0,0.0,1.6,1.6,2.7,4.4,35.0,69.0,36.0,0.22,0.33,0.55,0.22,0.55,0.18,0.3,0.48,0.18,0.48,Matches,liverpool,2019-2020
Dejan Lovren,hr CRO,DF,30.0,10,9,777.0,8.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.3,0.7,8.0,46.0,3.0,0.0,0.12,0.12,0.0,0.12,0.05,0.04,0.08,0.05,0.08,Matches,liverpool,2019-2020
Joël Matip,cm CMR,DF,27.0,9,8,703.0,7.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.4,6.0,36.0,2.0,0.13,0.0,0.13,0.13,0.13,0.04,0.0,0.05,0.04,0.05,Matches,liverpool,2019-2020
Divock Origi,be BEL,FW,24.0,28,7,717.0,8.0,4.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,1.8,1.8,0.8,2.6,37.0,12.0,90.0,0.5,0.13,0.63,0.5,0.63,0.22,0.1,0.32,0.22,0.32,Matches,liverpool,2019-2020
Adam Lallana,eng ENG,"MF,FW",31.0,15,3,382.0,4.2,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,0.6,1.3,9.0,23.0,17.0,0.24,0.24,0.47,0.24,0.47,0.18,0.14,0.31,0.18,0.31,Matches,liverpool,2019-2020
Neco Williams,wls WAL,DF,18.0,6,3,230.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.1,0.3,10.0,9.0,17.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03,0.13,0.1,0.13,Matches,liverpool,2019-2020
Takumi Minamino,jp JPN,"FW,MF",24.0,10,2,249.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.9,8.0,4.0,22.0,0.0,0.0,0.0,0.0,0.0,0.3,0.01,0.31,0.3,0.31,Matches,liverpool,2019-2020
Xherdan Shaqiri,ch SUI,"FW,MF",27.0,7,2,185.0,2.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.7,1.0,18.0,15.0,0.49,0.0,0.49,0.49,0.49,0.25,0.09,0.33,0.25,0.33,Matches,liverpool,2019-2020
Curtis Jones,eng ENG,MF,18.0,6,1,126.0,1.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,4.0,9.0,7.0,0.71,0.0,0.71,0.71,0.71,0.32,0.0,0.32,0.32,0.32,Matches,liverpool,2019-2020
Harvey Elliott,eng ENG,DF,16.0,2,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,liverpool,2019-2020
Rhian Brewster,eng ENG,FW,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,liverpool,2019-2020
Ki-Jana Hoever,nl NED,"DF,MF",17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,liverpool,2019-2020
Caoimhín Kelleher,ie IRL,GK,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,liverpool,2019-2020
Andy Lonergan,ie IRL,GK,35.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,liverpool,2019-2020
Nathaniel Phillips,eng ENG,DF,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,liverpool,2019-2020
Squad Total,,,26.6,38,418,3420.0,38.0,83.0,69.0,152.0,78.0,5.0,5.0,38.0,1.0,68.9,65.0,53.0,118.0,967.0,1941.0,1925.0,2.18,1.82,4.0,2.05,3.87,1.81,1.39,3.21,1.71,3.1,,liverpool,2019-2020
Opponent Total,,,26.3,38,418,3420.0,38.0,32.0,23.0,55.0,31.0,1.0,1.0,47.0,0.0,37.7,36.9,29.6,66.5,514.0,949.0,932.0,0.84,0.61,1.45,0.82,1.42,0.99,0.78,1.77,0.97,1.75,,liverpool,2019-2020
Ederson,br BRA,GK,25.0,35,35,3071.0,34.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,manchester_city,2019-2020
Kevin De Bruyne,be BEL,MF,28.0,35,32,2791.0,31.0,13.0,20.0,33.0,11.0,2.0,2.0,3.0,0.0,7.3,5.8,20.0,25.8,139.0,280.0,257.0,0.42,0.64,1.06,0.35,1.0,0.24,0.65,0.88,0.19,0.83,Matches,manchester_city,2019-2020
Raheem Sterling,eng ENG,FW,24.0,33,30,2651.0,29.5,20.0,1.0,21.0,20.0,0.0,2.0,5.0,0.0,18.2,16.4,6.2,22.7,151.0,100.0,429.0,0.68,0.03,0.71,0.68,0.71,0.62,0.21,0.83,0.56,0.77,Matches,manchester_city,2019-2020
Rodri,es ESP,MF,23.0,35,29,2486.0,27.6,3.0,2.0,5.0,3.0,0.0,0.0,8.0,0.0,0.9,0.9,2.6,3.5,41.0,232.0,21.0,0.11,0.07,0.18,0.11,0.18,0.03,0.09,0.13,0.03,0.13,Matches,manchester_city,2019-2020
Kyle Walker,eng ENG,DF,29.0,29,28,2392.0,26.6,1.0,4.0,5.0,1.0,0.0,0.0,5.0,0.0,1.2,1.2,1.5,2.7,107.0,194.0,121.0,0.04,0.15,0.19,0.04,0.19,0.05,0.06,0.1,0.05,0.1,Matches,manchester_city,2019-2020
Fernandinho,br BRA,DF,34.0,30,26,2397.0,26.6,0.0,1.0,1.0,0.0,0.0,0.0,9.0,2.0,1.0,1.0,0.4,1.4,51.0,213.0,7.0,0.0,0.04,0.04,0.0,0.04,0.04,0.01,0.05,0.04,0.05,Matches,manchester_city,2019-2020
Bernardo Silva,pt POR,"FW,MF",24.0,34,23,2030.0,22.6,6.0,7.0,13.0,6.0,0.0,0.0,5.0,0.0,6.0,6.0,5.0,10.9,117.0,122.0,259.0,0.27,0.31,0.58,0.27,0.58,0.26,0.22,0.48,0.26,0.48,Matches,manchester_city,2019-2020
David Silva,es ESP,MF,33.0,27,22,1826.0,20.3,6.0,10.0,16.0,6.0,0.0,0.0,0.0,0.0,6.4,6.4,6.5,12.9,82.0,203.0,175.0,0.3,0.49,0.79,0.3,0.79,0.31,0.32,0.63,0.31,0.63,Matches,manchester_city,2019-2020
Gabriel Jesus,br BRA,FW,22.0,34,21,2030.0,22.6,14.0,7.0,21.0,14.0,0.0,1.0,3.0,0.0,18.2,17.4,3.2,20.6,55.0,37.0,203.0,0.62,0.31,0.93,0.62,0.93,0.81,0.14,0.95,0.77,0.91,Matches,manchester_city,2019-2020
İlkay Gündoğan,de GER,MF,28.0,31,21,2020.0,22.4,2.0,1.0,3.0,1.0,1.0,2.0,7.0,0.0,4.0,2.4,2.1,4.5,39.0,202.0,56.0,0.09,0.04,0.13,0.04,0.09,0.18,0.1,0.27,0.11,0.2,Matches,manchester_city,2019-2020
Riyad Mahrez,dz ALG,"FW,MF",28.0,33,21,1944.0,21.6,11.0,9.0,20.0,10.0,1.0,1.0,0.0,0.0,7.8,7.0,10.0,17.0,118.0,120.0,246.0,0.51,0.42,0.93,0.46,0.88,0.36,0.46,0.83,0.33,0.79,Matches,manchester_city,2019-2020
Nicolás Otamendi,ar ARG,DF,31.0,24,18,1715.0,19.1,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,1.9,1.9,0.2,2.1,14.0,78.0,4.0,0.1,0.0,0.1,0.1,0.1,0.1,0.01,0.11,0.1,0.11,Matches,manchester_city,2019-2020
Benjamin Mendy,fr FRA,DF,25.0,19,18,1492.0,16.6,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,1.4,1.8,60.0,87.0,176.0,0.0,0.12,0.12,0.0,0.12,0.02,0.09,0.11,0.02,0.11,Matches,manchester_city,2019-2020
Sergio Agüero,ar ARG,FW,31.0,24,18,1452.0,16.1,16.0,3.0,19.0,14.0,2.0,3.0,1.0,0.0,14.5,12.1,2.3,14.4,35.0,34.0,105.0,0.99,0.19,1.18,0.87,1.05,0.9,0.14,1.04,0.75,0.89,Matches,manchester_city,2019-2020
Aymeric Laporte,es ESP,DF,25.0,15,14,1097.0,12.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.1,0.7,23.0,112.0,3.0,0.08,0.0,0.08,0.08,0.08,0.04,0.01,0.05,0.04,0.05,Matches,manchester_city,2019-2020
Oleksandr Zinchenko,ua UKR,DF,22.0,19,13,1276.0,14.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,0.5,1.5,2.0,37.0,114.0,134.0,0.0,0.0,0.0,0.0,0.0,0.03,0.11,0.14,0.03,0.14,Matches,manchester_city,2019-2020
João Cancelo,pt POR,DF,25.0,17,13,1208.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.6,0.6,2.8,3.3,42.0,105.0,80.0,0.0,0.0,0.0,0.0,0.0,0.04,0.21,0.25,0.04,0.25,Matches,manchester_city,2019-2020
John Stones,eng ENG,DF,25.0,16,12,1122.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,22.0,83.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches,manchester_city,2019-2020
Phil Foden,eng ENG,"FW,MF",19.0,23,9,901.0,10.0,5.0,2.0,7.0,5.0,0.0,0.0,0.0,0.0,3.3,3.3,1.2,4.5,36.0,49.0,102.0,0.5,0.2,0.7,0.5,0.7,0.33,0.12,0.45,0.33,0.45,Matches,manchester_city,2019-2020
Eric García,es ESP,DF,18.0,13,8,793.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.2,0.7,7.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08,Matches,manchester_city,2019-2020
Angeliño,es ESP,DF,22.0,6,4,423.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,1.5,1.7,21.0,41.0,70.0,0.0,0.0,0.0,0.0,0.0,0.05,0.32,0.36,0.05,0.36,Matches,manchester_city,2019-2020
Claudio Bravo,cl CHI,GK,36.0,4,3,347.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,manchester_city,2019-2020
Tommy Doyle,eng ENG,MF,17.0,1,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.24,0.24,0.24,Matches,manchester_city,2019-2020
Leroy Sané,de GER,FW,23.0,1,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.86,0.86,0.86,Matches,manchester_city,2019-2020
Scott Carson,eng ENG,GK,33.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,manchester_city,2019-2020
Taylor Harwood-Bellis,eng ENG,DF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,manchester_city,2019-2020
Cole Palmer,eng ENG,"FW,MF",17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,manchester_city,2019-2020
Squad Total,,,26.9,38,418,3420.0,38.0,100.0,69.0,169.0,94.0,6.0,11.0,64.0,4.0,92.0,83.6,68.4,152.0,1199.0,2460.0,2453.0,2.63,1.82,4.45,2.47,4.29,2.42,1.8,4.22,2.2,4.0,,manchester_city,2019-2020
Opponent Total,,,26.5,38,418,3420.0,38.0,34.0,25.0,59.0,31.0,3.0,3.0,53.0,1.0,36.2,34.6,23.1,57.8,448.0,801.0,793.0,0.89,0.66,1.55,0.82,1.47,0.95,0.61,1.56,0.91,1.52,,manchester_city,2019-2020
David de Gea,es ESP,GK,28.0,38,38,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,manchester_united,2019-2020
Harry Maguire,eng ENG,DF,26.0,38,38,3420.0,38.0,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,2.1,2.1,1.4,3.4,69.0,171.0,10.0,0.03,0.03,0.05,0.03,0.05,0.06,0.04,0.09,0.05,0.09,Matches,manchester_united,2019-2020
Victor Lindelöf,se SWE,DF,25.0,35,35,3092.0,34.4,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.3,0.3,0.3,0.7,16.0,111.0,3.0,0.03,0.0,0.03,0.03,0.03,0.01,0.01,0.02,0.01,0.02,Matches,manchester_united,2019-2020
Aaron Wan-Bissaka,eng ENG,DF,21.0,35,34,3070.0,34.1,0.0,4.0,4.0,0.0,0.0,0.0,8.0,0.0,0.7,0.7,3.0,3.7,100.0,134.0,175.0,0.0,0.12,0.12,0.0,0.12,0.02,0.09,0.11,0.02,0.11,Matches,manchester_united,2019-2020
Marcus Rashford,eng ENG,FW,21.0,31,31,2643.0,29.4,17.0,7.0,24.0,11.0,6.0,8.0,3.0,0.0,19.2,12.9,5.0,17.9,105.0,124.0,250.0,0.58,0.24,0.82,0.37,0.61,0.65,0.17,0.82,0.44,0.61,Matches,manchester_united,2019-2020
Anthony Martial,fr FRA,FW,23.0,32,31,2624.0,29.2,17.0,6.0,23.0,17.0,0.0,1.0,1.0,0.0,12.1,11.3,4.4,15.7,76.0,82.0,275.0,0.58,0.21,0.79,0.58,0.79,0.41,0.15,0.56,0.39,0.54,Matches,manchester_united,2019-2020
Daniel James,wls WAL,FW,21.0,33,26,2287.0,25.4,3.0,6.0,9.0,3.0,0.0,0.0,4.0,0.0,3.1,3.1,3.9,7.0,140.0,60.0,263.0,0.12,0.24,0.35,0.12,0.35,0.12,0.15,0.28,0.12,0.28,Matches,manchester_united,2019-2020
Fred,br BRA,MF,26.0,29,23,2163.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.7,1.7,2.1,3.8,28.0,158.0,39.0,0.0,0.0,0.0,0.0,0.0,0.07,0.09,0.16,0.07,0.16,Matches,manchester_united,2019-2020
Scott McTominay,sct SCO,MF,22.0,27,20,1772.0,19.7,4.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0,2.2,2.2,1.0,3.2,25.0,95.0,27.0,0.2,0.05,0.25,0.2,0.25,0.11,0.05,0.16,0.11,0.16,Matches,manchester_united,2019-2020
Luke Shaw,eng ENG,DF,24.0,24,20,1733.0,19.3,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.7,0.7,1.4,2.1,60.0,122.0,103.0,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.11,0.03,0.11,Matches,manchester_united,2019-2020
Nemanja Matić,rs SRB,MF,30.0,21,18,1581.0,17.6,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.7,1.0,39.0,121.0,8.0,0.0,0.11,0.11,0.0,0.11,0.01,0.04,0.05,0.01,0.05,Matches,manchester_united,2019-2020
Andreas Pereira,br BRA,"MF,FW",23.0,25,18,1484.0,16.5,1.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,2.3,2.3,4.0,6.2,49.0,89.0,102.0,0.06,0.18,0.24,0.06,0.24,0.14,0.24,0.38,0.14,0.38,Matches,manchester_united,2019-2020
Bruno Fernandes,pt POR,MF,24.0,14,14,1186.0,13.2,8.0,7.0,15.0,4.0,4.0,4.0,2.0,0.0,6.2,3.0,2.5,5.5,34.0,110.0,92.0,0.61,0.53,1.14,0.3,0.83,0.47,0.19,0.66,0.23,0.42,Matches,manchester_united,2019-2020
Paul Pogba,fr FRA,MF,26.0,16,13,1204.0,13.4,1.0,3.0,4.0,1.0,0.0,1.0,1.0,0.0,2.4,1.6,2.5,4.1,27.0,111.0,30.0,0.07,0.22,0.3,0.07,0.3,0.18,0.19,0.37,0.12,0.31,Matches,manchester_united,2019-2020
Mason Greenwood,eng ENG,FW,17.0,31,12,1320.0,14.7,10.0,1.0,11.0,10.0,0.0,0.0,0.0,0.0,2.9,2.9,1.0,3.9,32.0,37.0,116.0,0.68,0.07,0.75,0.68,0.75,0.2,0.07,0.27,0.2,0.27,Matches,manchester_united,2019-2020
Brandon Williams,eng ENG,DF,18.0,17,11,1006.0,11.2,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,1.0,1.0,0.6,1.6,40.0,44.0,70.0,0.09,0.0,0.09,0.09,0.09,0.09,0.05,0.14,0.09,0.14,Matches,manchester_united,2019-2020
Ashley Young,eng ENG,DF,34.0,12,10,955.0,10.6,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.1,0.1,1.5,1.6,25.0,72.0,35.0,0.0,0.0,0.0,0.0,0.0,0.01,0.14,0.15,0.01,0.15,Matches,manchester_united,2019-2020
Jesse Lingard,eng ENG,"MF,FW",26.0,22,9,935.0,10.4,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.9,1.9,1.0,2.9,28.0,45.0,73.0,0.1,0.0,0.1,0.1,0.1,0.18,0.09,0.28,0.18,0.28,Matches,manchester_united,2019-2020
Juan Mata,es ESP,"MF,FW",31.0,19,8,758.0,8.4,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.1,1.1,2.1,3.2,17.0,64.0,65.0,0.0,0.24,0.24,0.0,0.24,0.13,0.25,0.38,0.13,0.38,Matches,manchester_united,2019-2020
Axel Tuanzebe,cd COD,DF,21.0,5,2,189.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,manchester_united,2019-2020
Timothy Fosu-Mensah,nl NED,DF,21.0,3,2,136.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,4.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.05,0.07,0.11,0.05,0.11,Matches,manchester_united,2019-2020
Phil Jones,eng ENG,DF,27.0,2,2,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches,manchester_united,2019-2020
Eric Bailly,ci CIV,DF,25.0,4,1,150.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,manchester_united,2019-2020
Marcos Rojo,ar ARG,DF,29.0,3,1,122.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.15,Matches,manchester_united,2019-2020
Diogo Dalot,pt POR,"DF,MF",20.0,4,1,67.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,2.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.39,0.39,0.39,Matches,manchester_united,2019-2020
Odion Ighalo,ng NGA,FW,30.0,11,0,101.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.9,0.1,2.0,2.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,1.68,0.07,1.75,1.68,1.75,Matches,manchester_united,2019-2020
Tahith Chong,nl NED,"FW,DF",19.0,3,0,37.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.13,Matches,manchester_united,2019-2020
Angel Gomes,eng ENG,MF,18.0,2,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.59,0.0,0.59,Matches,manchester_united,2019-2020
James Garner,eng ENG,MF,18.0,1,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,manchester_united,2019-2020
Lee Grant,eng ENG,GK,36.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,manchester_united,2019-2020
Sergio Romero,ar ARG,GK,32.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,manchester_united,2019-2020
Squad Total,,,24.8,38,418,3420.0,38.0,65.0,43.0,108.0,55.0,10.0,14.0,73.0,0.0,62.2,51.2,38.5,89.7,926.0,1788.0,1779.0,1.71,1.13,2.84,1.45,2.58,1.64,1.01,2.65,1.35,2.36,,manchester_united,2019-2020
Opponent Total,,,26.7,38,418,3420.0,38.0,35.0,24.0,59.0,32.0,3.0,3.0,79.0,2.0,37.7,35.3,25.2,60.5,648.0,1204.0,1184.0,0.92,0.63,1.55,0.84,1.47,0.99,0.66,1.65,0.93,1.59,,manchester_united,2019-2020
César Azpilicueta,es ESP,DF,29.0,36,36,3229.0,35.9,2.0,6.0,8.0,2.0,0.0,0.0,1.0,0.0,2.4,2.4,6.0,8.5,59.0,193.0,226.0,0.06,0.17,0.22,0.06,0.22,0.07,0.17,0.24,0.07,0.24,Matches,chelsea,2019-2020
Kepa Arrizabalaga,es ESP,GK,24.0,33,33,2970.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,chelsea,2019-2020
Mason Mount,eng ENG,"MF,FW",20.0,37,32,2867.0,31.9,7.0,5.0,12.0,7.0,0.0,0.0,3.0,0.0,6.4,6.4,5.4,11.8,101.0,138.0,221.0,0.22,0.16,0.38,0.22,0.38,0.2,0.17,0.37,0.2,0.37,Matches,chelsea,2019-2020
