Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90,Matches_90,team_name,season
Joaquín Correa,ar ARG,"FW,MF",28.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,internazionale,2023-2024
Tomasso Guercio,pl POL,DF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,internazionale,2023-2024
Issiaka Kamate,fr FRA,MF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,internazionale,2023-2024
Matteo Motta,it ITA,DF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,internazionale,2023-2024
Amadou Sarr,sn SEN,FW,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,internazionale,2023-2024
Giacomo Stabile,it ITA,DF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,internazionale,2023-2024
Aleksandar Stanković,rs SRB,MF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,internazionale,2023-2024
Squad Total,,,29.1,38,418,3420.0,38.0,87.0,60.0,147.0,74.0,13.0,14.0,46.0,1.0,78.2,67.4,55.6,123.0,720.0,1620.0,1603.0,2.29,1.58,3.87,1.95,3.53,2.06,1.46,3.52,1.77,3.24,,internazionale,2023-2024
Opponent Total,,,26.2,38,418,3420.0,38.0,22.0,17.0,39.0,20.0,2.0,4.0,70.0,7.0,31.2,28.0,21.7,49.7,660.0,1199.0,1185.0,0.58,0.45,1.03,0.53,0.97,0.82,0.57,1.39,0.74,1.31,,internazionale,2023-2024
Tijjani Reijnders,nl NED,MF,25.0,36,33,2820.0,31.3,3.0,3.0,6.0,3.0,0.0,0.0,8.0,0.0,3.2,3.2,3.7,7.0,88.0,204.0,90.0,0.1,0.1,0.19,0.1,0.19,0.1,0.12,0.22,0.1,0.22,Matches,milan,2023-2024
Christian Pulisic,us USA,"FW,MF",24.0,36,32,2602.0,28.9,12.0,8.0,20.0,12.0,0.0,0.0,2.0,0.0,8.0,8.0,4.8,12.8,131.0,87.0,293.0,0.42,0.28,0.69,0.42,0.69,0.28,0.16,0.44,0.28,0.44,Matches,milan,2023-2024
Theo Hernández,fr FRA,DF,25.0,32,31,2791.0,31.0,5.0,4.0,9.0,4.0,1.0,2.0,11.0,1.0,4.9,3.4,4.3,7.7,116.0,166.0,124.0,0.16,0.13,0.29,0.13,0.26,0.16,0.14,0.3,0.11,0.25,Matches,milan,2023-2024
Mike Maignan,fr FRA,GK,28.0,29,29,2609.0,29.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.01,0.01,0.0,0.01,Matches,milan,2023-2024
Rafael Leão,pt POR,FW,24.0,34,29,2512.0,27.9,9.0,9.0,18.0,9.0,0.0,0.0,5.0,0.0,10.0,10.0,9.1,19.1,160.0,117.0,293.0,0.32,0.32,0.64,0.32,0.64,0.36,0.32,0.68,0.36,0.68,Matches,milan,2023-2024
Olivier Giroud,fr FRA,FW,36.0,35,28,2363.0,26.3,15.0,8.0,23.0,11.0,4.0,5.0,1.0,1.0,14.2,10.2,4.7,14.9,9.0,28.0,95.0,0.57,0.3,0.88,0.42,0.72,0.54,0.18,0.72,0.39,0.57,Matches,milan,2023-2024
Davide Calabria,it ITA,DF,26.0,29,26,2185.0,24.3,1.0,3.0,4.0,1.0,0.0,0.0,5.0,2.0,1.3,1.3,1.2,2.5,31.0,140.0,66.0,0.04,0.12,0.16,0.04,0.16,0.05,0.05,0.1,0.05,0.1,Matches,milan,2023-2024
Ruben Loftus-Cheek,eng ENG,MF,27.0,29,26,2068.0,23.0,6.0,1.0,7.0,6.0,0.0,0.0,5.0,0.0,3.7,3.7,2.4,6.1,73.0,74.0,113.0,0.26,0.04,0.3,0.26,0.3,0.16,0.1,0.26,0.16,0.26,Matches,milan,2023-2024
Fikayo Tomori,eng ENG,DF,25.0,26,24,2121.0,23.6,4.0,0.0,4.0,4.0,0.0,0.0,8.0,1.0,3.7,3.7,0.2,3.9,16.0,63.0,2.0,0.17,0.0,0.17,0.17,0.17,0.16,0.01,0.16,0.16,0.16,Matches,milan,2023-2024
Alessandro Florenzi,it ITA,DF,32.0,31,19,1732.0,19.2,1.0,4.0,5.0,1.0,0.0,0.0,5.0,0.0,1.7,1.7,3.4,5.1,29.0,106.0,50.0,0.05,0.21,0.26,0.05,0.26,0.09,0.18,0.26,0.09,0.26,Matches,milan,2023-2024
Malick Thiaw,de GER,DF,21.0,21,19,1619.0,18.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.6,0.6,0.1,0.7,15.0,70.0,1.0,0.0,0.06,0.06,0.0,0.06,0.03,0.01,0.04,0.03,0.04,Matches,milan,2023-2024
Yacine Adli,fr FRA,MF,23.0,24,17,1407.0,15.6,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,0.3,0.3,2.2,2.5,30.0,125.0,26.0,0.06,0.13,0.19,0.06,0.19,0.02,0.14,0.16,0.02,0.16,Matches,milan,2023-2024
Matteo Gabbia,it ITA,DF,23.0,18,14,1275.0,14.2,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,1.6,1.6,0.3,1.9,11.0,42.0,2.0,0.14,0.07,0.21,0.14,0.21,0.11,0.02,0.14,0.11,0.14,Matches,milan,2023-2024
Simon Kjær,dk DEN,DF,34.0,20,14,1171.0,13.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.8,1.3,4.0,52.0,0.0,0.0,0.08,0.08,0.0,0.08,0.04,0.06,0.1,0.04,0.1,Matches,milan,2023-2024
Yunus Musah,us USA,"MF,FW",20.0,30,13,1478.0,16.4,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.6,0.6,1.2,1.8,48.0,64.0,77.0,0.0,0.12,0.12,0.0,0.12,0.04,0.08,0.11,0.04,0.11,Matches,milan,2023-2024
Ismaël Bennacer,dz ALG,MF,25.0,20,13,1151.0,12.8,2.0,2.0,4.0,1.0,1.0,1.0,2.0,0.0,1.7,0.9,2.5,3.3,24.0,68.0,33.0,0.16,0.16,0.31,0.08,0.23,0.13,0.19,0.32,0.07,0.26,Matches,milan,2023-2024
Samuel Chukwueze,ng NGA,FW,24.0,24,12,1017.0,11.3,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,1.7,1.7,2.3,3.9,52.0,51.0,135.0,0.09,0.27,0.35,0.09,0.35,0.15,0.2,0.35,0.15,0.35,Matches,milan,2023-2024
Luka Jović,rs SRB,FW,25.0,23,8,877.0,9.7,6.0,1.0,7.0,6.0,0.0,0.0,2.0,1.0,4.9,4.9,0.8,5.7,6.0,22.0,47.0,0.62,0.1,0.72,0.62,0.72,0.5,0.09,0.59,0.5,0.59,Matches,milan,2023-2024
Rade Krunić,ba BIH,MF,29.0,10,8,687.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.5,0.6,5.0,24.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.08,0.02,0.08,Matches,milan,2023-2024
Marco Sportiello,it ITA,GK,31.0,7,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,milan,2023-2024
Noah Okafor,ch SUI,"FW,MF",23.0,28,6,887.0,9.9,6.0,2.0,8.0,6.0,0.0,0.0,1.0,0.0,3.8,3.8,1.2,5.0,29.0,15.0,66.0,0.61,0.2,0.81,0.61,0.81,0.38,0.12,0.51,0.38,0.51,Matches,milan,2023-2024
Pierre Kalulu,fr FRA,DF,23.0,9,4,374.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,6.0,19.0,11.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Matches,milan,2023-2024
Tommaso Pobega,it ITA,MF,24.0,11,3,319.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,6.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.12,0.06,0.12,Matches,milan,2023-2024
Antonio Mirante,it ITA,GK,40.0,2,2,177.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,milan,2023-2024
Filippo Terracciano,it ITA,"DF,FW",20.0,3,1,76.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,milan,2023-2024
Jan-Carlo Simic,rs SRB,DF,18.0,4,0,146.0,1.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,0.0,6.0,0.0,0.62,0.0,0.62,0.62,0.62,0.38,0.0,0.38,0.38,0.38,Matches,milan,2023-2024
Luka Romero,ar ARG,"FW,MF",18.0,4,0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,4.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches,milan,2023-2024
Davide Bartesaghi,it ITA,"DF,MF",17.0,6,0,79.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,milan,2023-2024
Alejandro Jiménez,es ESP,DF,18.0,3,0,68.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches,milan,2023-2024
Marco Pellegrino,ar ARG,DF,21.0,1,0,68.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,milan,2023-2024
Mattia Caldara,it ITA,DF,29.0,1,0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.58,0.58,0.58,Matches,milan,2023-2024
Kevin Zeroli,it ITA,MF,18.0,3,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,milan,2023-2024
Chaka Traorè,ci CIV,FW,18.0,2,0,20.0,0.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,0.0,2.0,4.5,0.0,4.5,4.5,4.5,0.35,0.0,0.35,0.35,0.35,Matches,milan,2023-2024
Francesco Camarda,it ITA,FW,15.0,2,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,milan,2023-2024
Lapo Nava,it ITA,GK,19.0,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,milan,2023-2024
Andrea Bartoccioni,it ITA,GK,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,milan,2023-2024
Lorenzo Colombo,it ITA,FW,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,milan,2023-2024
Victor Ehuwa Eletu,ng NGA,MF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,milan,2023-2024
Clinton Nsiala,fr FRA,DF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,milan,2023-2024
Noah Raveyre,fr FRA,GK,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,milan,2023-2024
Diego Sia,it ITA,FW,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,milan,2023-2024
Lorenzo Torriani,it ITA,GK,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,milan,2023-2024
Squad Total,,,26.6,38,418,3420.0,38.0,76.0,56.0,132.0,70.0,6.0,8.0,82.0,8.0,66.2,60.0,46.0,106.0,899.0,1569.0,1557.0,2.0,1.47,3.47,1.84,3.32,1.74,1.21,2.95,1.58,2.79,,milan,2023-2024
Opponent Total,,,26.4,38,418,3420.0,38.0,48.0,32.0,80.0,40.0,8.0,8.0,88.0,8.0,45.4,39.1,28.4,67.6,633.0,1252.0,1233.0,1.26,0.84,2.11,1.05,1.89,1.2,0.75,1.94,1.03,1.78,,milan,2023-2024
Gleison Bremer,br BRA,DF,26.0,36,36,3233.0,35.9,3.0,0.0,3.0,3.0,0.0,0.0,9.0,0.0,1.4,1.4,0.4,1.9,7.0,120.0,4.0,0.08,0.0,0.08,0.08,0.08,0.04,0.01,0.05,0.04,0.05,Matches,juventus,2023-2024
Wojciech Szczęsny,pl POL,GK,33.0,35,35,3150.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,juventus,2023-2024
Manuel Locatelli,it ITA,MF,25.0,36,34,3008.0,33.4,1.0,4.0,5.0,1.0,0.0,0.0,6.0,0.0,1.3,1.3,1.4,2.7,21.0,232.0,26.0,0.03,0.12,0.15,0.03,0.15,0.04,0.04,0.08,0.04,0.08,Matches,juventus,2023-2024
Adrien Rabiot,fr FRA,MF,28.0,31,30,2651.0,29.5,5.0,3.0,8.0,5.0,0.0,0.0,8.0,0.0,3.5,3.4,4.1,7.4,72.0,120.0,106.0,0.17,0.1,0.27,0.17,0.27,0.12,0.14,0.26,0.11,0.25,Matches,juventus,2023-2024
Federico Gatti,it ITA,DF,25.0,32,30,2637.0,29.3,4.0,0.0,4.0,4.0,0.0,0.0,7.0,0.0,5.5,5.5,1.5,7.0,52.0,122.0,43.0,0.14,0.0,0.14,0.14,0.14,0.19,0.05,0.24,0.19,0.24,Matches,juventus,2023-2024
Weston McKennie,us USA,"MF,DF",24.0,34,29,2594.0,28.8,0.0,7.0,7.0,0.0,0.0,0.0,6.0,0.0,3.0,3.0,3.9,6.9,64.0,92.0,176.0,0.0,0.24,0.24,0.0,0.24,0.1,0.13,0.24,0.1,0.24,Matches,juventus,2023-2024
Andrea Cambiaso,it ITA,"DF,FW",23.0,34,28,2372.0,26.4,2.0,3.0,5.0,2.0,0.0,0.0,10.0,0.0,2.2,2.2,3.9,6.0,87.0,71.0,172.0,0.08,0.11,0.19,0.08,0.19,0.08,0.15,0.23,0.08,0.23,Matches,juventus,2023-2024
Danilo,br BRA,DF,32.0,29,27,2452.0,27.2,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,1.3,1.3,0.9,2.2,18.0,161.0,21.0,0.04,0.04,0.07,0.04,0.07,0.05,0.03,0.08,0.05,0.08,Matches,juventus,2023-2024
Dušan Vlahović,rs SRB,FW,23.0,33,27,2307.0,25.6,16.0,4.0,20.0,14.0,2.0,4.0,8.0,1.0,16.6,13.3,2.3,15.6,36.0,46.0,174.0,0.62,0.16,0.78,0.55,0.7,0.65,0.09,0.74,0.52,0.61,Matches,juventus,2023-2024
Filip Kostić,rs SRB,DF,30.0,29,26,1815.0,20.2,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.7,0.7,5.4,6.1,64.0,88.0,95.0,0.0,0.2,0.2,0.0,0.2,0.03,0.27,0.3,0.03,0.3,Matches,juventus,2023-2024
Federico Chiesa,it ITA,FW,25.0,33,25,2197.0,24.4,9.0,2.0,11.0,8.0,1.0,1.0,1.0,0.0,6.4,5.6,6.2,11.9,111.0,70.0,216.0,0.37,0.08,0.45,0.33,0.41,0.26,0.25,0.52,0.23,0.49,Matches,juventus,2023-2024
Fabio Miretti,it ITA,MF,19.0,25,16,1103.0,12.3,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,1.2,1.2,1.1,2.3,22.0,43.0,62.0,0.08,0.08,0.16,0.08,0.16,0.1,0.09,0.19,0.1,0.19,Matches,juventus,2023-2024
Daniele Rugani,it ITA,DF,29.0,17,13,1187.0,13.2,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.6,1.6,0.4,2.0,2.0,46.0,2.0,0.15,0.0,0.15,0.15,0.15,0.12,0.03,0.15,0.12,0.15,Matches,juventus,2023-2024
Timothy Weah,us USA,"DF,FW",23.0,30,12,1258.0,14.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,1.5,1.5,1.1,2.7,35.0,48.0,84.0,0.0,0.07,0.07,0.0,0.07,0.11,0.08,0.19,0.11,0.19,Matches,juventus,2023-2024
Kenan Yıldız,tr TUR,"FW,MF",18.0,27,9,952.0,10.6,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,1.6,1.6,1.1,2.7,32.0,40.0,73.0,0.19,0.0,0.19,0.19,0.19,0.15,0.1,0.26,0.15,0.26,Matches,juventus,2023-2024
Alex Sandro,br BRA,DF,32.0,16,8,721.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.9,1.3,16.0,43.0,9.0,0.12,0.0,0.12,0.12,0.12,0.05,0.11,0.16,0.05,0.16,Matches,juventus,2023-2024
Moise Kean,it ITA,FW,23.0,19,8,654.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.1,2.1,0.7,2.8,12.0,6.0,38.0,0.0,0.0,0.0,0.0,0.0,0.28,0.1,0.38,0.28,0.38,Matches,juventus,2023-2024
Arkadiusz Milik,pl POL,FW,29.0,32,7,919.0,10.2,4.0,1.0,5.0,4.0,0.0,0.0,2.0,1.0,5.1,5.1,2.6,7.7,12.0,22.0,49.0,0.39,0.1,0.49,0.39,0.49,0.5,0.26,0.75,0.5,0.75,Matches,juventus,2023-2024
Samuel Iling-Junior,eng ENG,"DF,MF",19.0,24,4,810.0,9.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,1.3,2.0,29.0,25.0,64.0,0.11,0.22,0.33,0.11,0.33,0.08,0.14,0.23,0.08,0.23,Matches,juventus,2023-2024
