Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,team_name,season,Sh,SoT,Dist,SoTA,Saves,PSxG,Cmp,Att,TotDist,PrgDist,Ast,xAG,xA,CrsPA,PrgP,KP,pass_3rd,Sw,Crs,CK,SCA,GCA,Tkl,TklW,Tkl_Def_3rd,Tkl_Mid_3rd,Tkl_Att_3rd,Blocks,Int,Clr,Err,Touches,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Touches_Att_3rd,Touches_Att_Pen,PrgC,Carries_Att_3rd,Mis,Dis,CrdY,CrdR,Fls,Fld,Off,Recov,Aerials_Won,Aerials_Lost
2020-09-27,16:00,Série A,Matchweek 12,Sun,Away,D,1,1,Palmeiras,1.5,0.9,40,,Giorgian De Arrascaeta,4-2-3-1,4-1-4-1,Jean Pierre Goncalves Lima,Match Report,,flamengo,2020,10,4,20.2,7,6,0.8,288.0,369.0,5317.0,2126.0,1,1.4,0.8,1.0,34.0,8.0,27.0,3.0,16,4.0,20.0,2.0,12.0,8,6.0,4.0,2.0,7.0,10,23.0,0.0,464.0,77.0,180.0,174.0,113.0,12.0,21.0,10.0,10.0,12.0,2,0,16,14,0,44.0,7.0,14.0
2020-10-04,16:00,Série A,Matchweek 13,Sun,Home,W,3,1,Ath Paranaense,2.1,1.0,54,,Giorgian De Arrascaeta,4-2-3-1,4-3-3,Rodrigo D'Alonso Ferreira,Match Report,,flamengo,2020,12,6,18.2,3,2,0.8,404.0,490.0,7395.0,2558.0,1,0.8,1.1,2.0,47.0,10.0,26.0,8.0,17,4.0,24.0,5.0,17.0,11,8.0,7.0,2.0,5.0,13,8.0,2.0,582.0,62.0,199.0,220.0,167.0,27.0,19.0,19.0,11.0,15.0,3,0,18,21,2,46.0,8.0,8.0
2020-10-07,19:15,Série A,Matchweek 14,Wed,Home,W,3,0,Sport Recife,2.4,0.8,62,,Diego,4-2-3-1,4-2-3-1,Caio Max Augusto Vieira,Match Report,,flamengo,2020,16,7,18.9,1,1,0.1,534.0,614.0,10330.0,3366.0,3,2.3,1.8,2.0,71.0,13.0,54.0,13.0,21,8.0,30.0,6.0,10.0,3,2.0,3.0,5.0,16.0,9,12.0,3.0,693.0,47.0,146.0,319.0,237.0,33.0,30.0,23.0,6.0,8.0,0,0,14,16,1,39.0,16.0,7.0
2020-10-10,17:00,Série A,Matchweek 15,Sat,Away,W,2,1,Vasco da Gama,0.6,1.3,62,,Diego,4-2-3-1,4-2-3-1,Flavio Rodrigues De Souza,Match Report,,flamengo,2020,8,3,22.7,4,3,1.1,523.0,616.0,9620.0,2979.0,1,0.2,0.5,3.0,56.0,3.0,51.0,6.0,18,5.0,14.0,4.0,15.0,9,9.0,6.0,0.0,7.0,12,21.0,0.0,715.0,65.0,187.0,332.0,205.0,25.0,25.0,29.0,15.0,9.0,5,0,25,13,2,51.0,15.0,16.0
2020-10-13,18:00,Série A,Matchweek 11,Tue,Home,W,2,1,Goiás,3.0,0.3,66,,Willian Arão,4-2-3-1,4-3-3,Paulo Roberto Alves Júnior,Match Report,,flamengo,2020,31,12,16.4,4,3,1.2,518.0,634.0,10814.0,4046.0,2,2.6,2.5,6.0,101.0,24.0,76.0,12.0,41,9.0,55.0,3.0,19.0,12,5.0,11.0,3.0,13.0,14,9.0,0.0,752.0,46.0,165.0,313.0,282.0,62.0,27.0,13.0,11.0,8.0,1,0,12,11,1,59.0,24.0,16.0
2020-10-15,20:00,Série A,Matchweek 16,Thu,Home,D,1,1,Red Bull Bragantino,2.0,1.0,66,,Diego,4-2-3-1,4-2-3-1,Daniel Nobre Bins,Match Report,,flamengo,2020,19,10,20.0,3,2,0.9,561.0,679.0,10106.0,3554.0,0,0.6,0.7,2.0,74.0,13.0,54.0,2.0,28,5.0,33.0,0.0,15.0,8,3.0,7.0,5.0,12.0,19,6.0,0.0,797.0,52.0,201.0,366.0,241.0,26.0,18.0,21.0,18.0,13.0,2,0,16,12,1,61.0,14.0,13.0
2020-10-18,16:00,Série A,Matchweek 17,Sun,Away,W,5,1,Corinthians,2.4,1.0,61,,Everton Ribeiro,4-2-3-1,4-2-3-1,Leandro Pedro Vuaden,Match Report,,flamengo,2020,9,6,14.0,7,6,1.4,472.0,570.0,8837.0,2882.0,5,2.4,0.9,2.0,39.0,9.0,35.0,5.0,13,3.0,17.0,9.0,23.0,18,7.0,11.0,5.0,12.0,14,22.0,0.0,689.0,74.0,213.0,304.0,185.0,17.0,18.0,16.0,16.0,9.0,5,0,13,14,2,47.0,11.0,17.0
2020-10-25,18:15,Série A,Matchweek 18,Sun,Away,D,2,2,Internacional,2.2,1.6,71,,Everton Ribeiro,4-2-3-1,4-2-2-2,Wilton Sampaio,Match Report,,flamengo,2020,16,5,14.4,5,3,1.4,570.0,673.0,11144.0,3928.0,2,1.3,1.7,2.0,68.0,13.0,43.0,8.0,27,7.0,30.0,4.0,19.0,10,15.0,3.0,1.0,10.0,15,4.0,2.0,774.0,59.0,247.0,336.0,201.0,27.0,23.0,18.0,19.0,18.0,5,0,16,15,1,58.0,17.0,18.0
2020-11-01,16:00,Série A,Matchweek 19,Sun,Home,L,1,4,São Paulo,2.6,2.0,54,,Everton Ribeiro,4-2-3-1,4-4-2,Caio Max Augusto Vieira,Match Report,,flamengo,2020,15,5,19.0,7,3,3.3,413.0,492.0,7980.0,2625.0,1,0.9,1.4,2.0,47.0,12.0,40.0,7.0,20,6.0,31.0,2.0,16.0,11,4.0,8.0,4.0,8.0,15,12.0,1.0,602.0,61.0,176.0,245.0,190.0,26.0,21.0,16.0,16.0,13.0,4,0,18,18,2,53.0,11.0,12.0
2020-11-08,18:15,Série A,Matchweek 20,Sun,Away,L,0,4,Atlético Mineiro,1.5,1.4,70,,Everton Ribeiro,4-1-4-1,3-4-3,Savio Pereira,Match Report,,flamengo,2020,13,5,17.9,4,1,1.7,594.0,696.0,10605.0,3311.0,0,0.9,0.9,5.0,57.0,8.0,57.0,7.0,30,7.0,22.0,0.0,13.0,10,6.0,5.0,2.0,8.0,11,1.0,0.0,774.0,58.0,207.0,355.0,217.0,28.0,29.0,13.0,20.0,13.0,4,0,13,19,1,48.0,12.0,12.0
2020-11-14,21:30,Série A,Matchweek 21,Sat,Home,D,1,1,Atl Goianiense,1.9,0.4,65,,Willian Arão,4-4-2,4-2-3-1,Rafael Traci,Match Report,,flamengo,2020,20,6,17.2,5,4,0.2,536.0,627.0,10359.0,3323.0,1,1.9,2.2,6.0,78.0,18.0,50.0,2.0,38,11.0,38.0,1.0,8.0,2,5.0,2.0,1.0,7.0,11,18.0,0.0,716.0,51.0,177.0,333.0,209.0,30.0,28.0,20.0,13.0,5.0,2,0,15,16,1,39.0,15.0,11.0
2020-11-21,19:00,Série A,Matchweek 22,Sat,Home,W,3,1,Coritiba,5.5,0.4,61,,Everton Ribeiro,4-4-2,3-4-3,Ricardo Marques Ribeiro,Match Report,,flamengo,2020,23,9,15.2,1,0,0.5,602.0,686.0,10453.0,3498.0,3,5.3,3.8,1.0,67.0,21.0,47.0,3.0,12,4.0,43.0,6.0,19.0,12,8.0,8.0,3.0,8.0,10,12.0,0.0,792.0,56.0,206.0,374.0,219.0,42.0,18.0,16.0,14.0,8.0,1,0,16,18,0,53.0,12.0,18.0
2020-12-05,17:00,Série A,Matchweek 24,Sat,Away,W,1,0,Botafogo (RJ),0.7,1.0,65,,Everton Ribeiro,4-4-2,4-3-3,Anderson Daronco,Match Report,,flamengo,2020,14,2,20.0,3,3,0.3,534.0,611.0,9234.0,3084.0,1,0.6,2.0,4.0,75.0,13.0,64.0,1.0,25,7.0,25.0,1.0,15.0,12,5.0,9.0,1.0,12.0,9,15.0,0.0,721.0,56.0,154.0,278.0,295.0,40.0,27.0,22.0,20.0,13.0,1,1,26,16,0,54.0,13.0,17.0
2020-12-13,16:00,Série A,Matchweek 25,Sun,Home,W,4,1,Santos,3.7,0.6,56,,Diego Alves,4-4-2,4-2-3-1,Paulo Roberto Alves Júnior,Match Report,,flamengo,2020,10,2,15.0,3,2,1.2,419.0,500.0,7471.0,2445.0,1,2.0,1.3,2.0,48.0,9.0,43.0,3.0,22,6.0,22.0,7.0,13.0,7,3.0,8.0,2.0,7.0,10,16.0,0.0,584.0,50.0,157.0,270.0,166.0,25.0,24.0,23.0,10.0,8.0,2,0,12,11,3,45.0,14.0,2.0
2020-12-20,18:15,Série A,Matchweek 26,Sun,Home,W,4,3,Bahia,2.9,1.1,48,,Everton Ribeiro,4-4-2,4-1-4-1,Flavio Rodrigues De Souza,Match Report,,flamengo,2020,16,5,15.0,6,3,1.4,340.0,407.0,5916.0,2241.0,4,2.6,2.2,1.0,39.0,13.0,30.0,2.0,14,7.0,27.0,8.0,11.0,10,6.0,5.0,0.0,17.0,11,15.0,0.0,509.0,58.0,149.0,233.0,130.0,26.0,20.0,11.0,8.0,12.0,1,1,17,21,2,42.0,17.0,10.0
2020-12-26,19:00,Série A,Matchweek 27,Sat,Away,D,0,0,Fortaleza,2.2,0.5,63,,Everton Ribeiro,4-4-2,4-2-3-1,Rafael Traci,Match Report,,flamengo,2020,12,2,23.3,4,4,1.0,472.0,557.0,8515.0,2623.0,0,0.4,0.5,1.0,52.0,6.0,57.0,3.0,15,4.0,22.0,0.0,19.0,13,6.0,10.0,3.0,6.0,11,21.0,0.0,662.0,52.0,143.0,319.0,206.0,23.0,25.0,22.0,13.0,11.0,3,0,14,21,0,44.0,12.0,24.0
2021-01-06,21:30,Série A,Matchweek 28,Wed,Home,L,1,2,Fluminense,3.1,1.1,71,,Everton Ribeiro,4-4-2,4-2-3-1,Leandro Pedro Vuaden,Match Report,,flamengo,2020,19,8,16.2,5,3,1.5,601.0,716.0,10487.0,3220.0,0,2.4,3.0,1.0,83.0,12.0,78.0,4.0,26,11.0,33.0,0.0,15.0,9,3.0,6.0,6.0,12.0,15,12.0,1.0,809.0,42.0,148.0,387.0,279.0,33.0,22.0,22.0,12.0,7.0,1,0,12,21,0,58.0,20.0,15.0
2021-01-10,16:00,Série A,Matchweek 29,Sun,Home,L,0,2,Ceará,2.6,0.4,74,,Everton Ribeiro,4-4-2,4-2-3-1,Paulo Roberto Alves Júnior,Match Report,,flamengo,2020,21,5,17.1,4,2,0.7,634.0,723.0,10554.0,3229.0,0,2.2,2.0,2.0,79.0,17.0,77.0,7.0,24,6.0,37.0,0.0,18.0,11,9.0,6.0,3.0,3.0,10,4.0,0.0,817.0,30.0,117.0,378.0,326.0,38.0,31.0,31.0,10.0,13.0,3,0,10,11,3,50.0,22.0,16.0
2021-01-18,20:00,Série A,Matchweek 30,Mon,Away,W,3,0,Goiás,1.4,0.6,59,,Diego,4-4-2,3-5-2,Rodolpho Toski Marques,Match Report,,flamengo,2020,12,6,17.9,3,3,0.4,469.0,569.0,8261.0,2966.0,3,1.4,1.6,2.0,40.0,11.0,32.0,4.0,16,5.0,21.0,4.0,12.0,8,7.0,2.0,3.0,11.0,18,14.0,0.0,669.0,43.0,186.0,320.0,180.0,31.0,22.0,20.0,14.0,8.0,1,0,13,23,3,60.0,18.0,18.0
2021-01-21,19:00,Série A,Matchweek 31,Thu,Home,W,2,0,Palmeiras,1.5,0.9,51,,Diego,4-4-2,4-1-4-1,Savio Pereira,Match Report,,flamengo,2020,15,6,17.1,0,0,0.0,406.0,497.0,7438.0,2816.0,1,1.4,1.1,1.0,29.0,10.0,25.0,4.0,12,4.0,25.0,2.0,7.0,3,1.0,3.0,3.0,9.0,19,10.0,0.0,598.0,46.0,180.0,299.0,128.0,28.0,15.0,15.0,18.0,11.0,2,0,26,14,1,61.0,16.0,9.0
2021-01-24,16:00,Série A,Matchweek 32,Sun,Away,L,1,2,Ath Paranaense,0.9,1.4,59,,Diego,4-4-2,4-1-4-1,Leandro Pedro Vuaden,Match Report,,flamengo,2020,12,2,18.4,8,6,1.4,533.0,616.0,10209.0,3214.0,1,0.7,1.0,1.0,74.0,8.0,56.0,15.0,22,3.0,21.0,2.0,15.0,9,7.0,5.0,3.0,7.0,14,7.0,0.0,716.0,41.0,162.0,346.0,214.0,21.0,29.0,24.0,15.0,10.0,0,0,11,20,1,46.0,13.0,11.0
2021-01-28,20:00,Série A,Matchweek 23,Thu,Away,W,4,2,Grêmio,2.5,0.7,49,,Diego,4-2-3-1,4-2-3-1,Rodolpho Toski Marques,Match Report,,flamengo,2020,14,6,14.1,5,3,1.5,492.0,565.0,8369.0,3104.0,4,2.5,1.7,0.0,68.0,14.0,46.0,1.0,16,5.0,27.0,7.0,21.0,16,5.0,12.0,4.0,11.0,11,9.0,0.0,659.0,40.0,174.0,307.0,186.0,35.0,16.0,16.0,9.0,6.0,3,0,24,15,0,49.0,11.0,15.0
2021-02-01,20:00,Série A,Matchweek 33,Mon,Away,W,3,0,Sport Recife,2.8,0.5,61,,Diego,4-4-2,4-2-3-1,Rafael Traci,Match Report,,flamengo,2020,21,9,19.6,2,2,0.1,514.0,603.0,8586.0,2675.0,2,2.5,2.3,3.0,49.0,14.0,34.0,2.0,19,6.0,34.0,5.0,19.0,12,8.0,7.0,4.0,9.0,5,15.0,0.0,693.0,63.0,193.0,302.0,208.0,36.0,21.0,21.0,10.0,4.0,2,0,20,13,1,53.0,10.0,10.0
2021-02-04,21:00,Série A,Matchweek 34,Thu,Home,W,2,0,Vasco da Gama,1.7,0.8,60,,Diego,4-4-2,4-1-4-1,Raphael Claus,Match Report,,flamengo,2020,16,5,19.1,3,3,0.3,478.0,563.0,8291.0,2643.0,1,0.7,1.1,1.0,52.0,9.0,57.0,6.0,19,7.0,25.0,4.0,29.0,19,9.0,17.0,3.0,12.0,9,9.0,0.0,669.0,37.0,140.0,341.0,200.0,28.0,21.0,17.0,13.0,11.0,1,0,19,14,0,51.0,9.0,9.0
2021-02-07,20:30,Série A,Matchweek 35,Sun,Away,D,1,1,Red Bull Bragantino,2.0,0.9,54,,Everton Ribeiro,4-4-2,4-3-3,Wilton Sampaio,Match Report,,flamengo,2020,14,6,17.5,5,4,1.2,357.0,470.0,6270.0,2343.0,0,0.9,0.9,4.0,46.0,10.0,28.0,4.0,14,4.0,25.0,2.0,25.0,13,12.0,10.0,3.0,4.0,16,13.0,1.0,585.0,60.0,216.0,244.0,139.0,30.0,23.0,13.0,24.0,4.0,2,0,16,19,4,74.0,12.0,14.0
2021-02-14,16:00,Série A,Matchweek 36,Sun,Home,W,2,1,Corinthians,2.0,0.8,66,,Diego,4-4-2,4-2-3-1,Rafael Traci,Match Report,,flamengo,2020,14,5,18.2,3,2,1.0,533.0,642.0,9372.0,2840.0,2,1.9,1.4,1.0,56.0,10.0,58.0,2.0,21,4.0,24.0,4.0,16.0,11,4.0,6.0,6.0,11.0,8,14.0,0.0,734.0,49.0,140.0,349.0,258.0,27.0,38.0,29.0,13.0,10.0,1,0,21,16,4,68.0,27.0,19.0
2021-02-21,16:00,Série A,Matchweek 37,Sun,Home,W,2,1,Internacional,0.9,1.3,59,,Diego,4-4-2,4-1-4-1,Raphael Claus,Match Report,,flamengo,2020,10,4,22.1,3,2,1.2,414.0,491.0,7440.0,2758.0,2,0.9,1.6,1.0,55.0,10.0,42.0,4.0,12,1.0,18.0,4.0,19.0,9,9.0,8.0,2.0,14.0,9,14.0,0.0,607.0,39.0,146.0,313.0,156.0,21.0,18.0,17.0,19.0,12.0,4,0,21,12,3,54.0,18.0,13.0
2021-02-25,21:30,Série A,Matchweek 38,Thu,Away,L,1,2,São Paulo,1.9,0.4,64,,Diego,4-4-2,3-5-2,Rodolpho Toski Marques,Match Report,,flamengo,2020,20,1,15.6,2,0,0.7,465.0,570.0,8615.0,2428.0,1,1.4,1.8,3.0,44.0,15.0,49.0,7.0,29,7.0,32.0,2.0,16.0,8,4.0,11.0,1.0,7.0,7,3.0,1.0,643.0,20.0,100.0,345.0,204.0,28.0,28.0,31.0,12.0,7.0,3,0,24,27,2,41.0,20.0,11.0
2020-08-08,19:30,Série A,Matchweek 1,Sat,Away,W,1,0,Coritiba,1.1,0.1,57,,Víctor Cuesta,4-2-3-1,4-2-3-1,Bruno Arleu de Araujo,Match Report,,internacional,2020,11,4,18.3,0,0,0.0,435.0,560.0,7575.0,2315.0,1,1.1,0.5,2.0,37.0,9.0,34.0,2.0,30,6.0,19.0,2.0,14.0,8,5.0,7.0,2.0,13.0,9,12.0,0.0,657.0,36.0,139.0,339.0,185.0,16.0,27.0,15.0,11.0,10.0,4,0,21,11,2,56.0,18.0,25.0
2020-08-13,19:30,Série A,Matchweek 2,Thu,Home,W,2,0,Santos,2.6,0.3,58,,Víctor Cuesta,4-1-2-1-2◆,3-5-2,Marcelo de Lima Henrique,Match Report,,internacional,2020,25,7,18.0,1,1,0.2,450.0,566.0,8203.0,2850.0,2,2.6,1.4,3.0,55.0,17.0,46.0,4.0,33,9.0,41.0,4.0,19.0,13,8.0,9.0,2.0,17.0,16,6.0,1.0,666.0,35.0,128.0,338.0,206.0,29.0,19.0,15.0,12.0,6.0,2,0,28,13,2,63.0,13.0,19.0
2020-08-16,18:00,Série A,Matchweek 3,Sun,Away,L,1,2,Fluminense,1.0,2.0,56,,Víctor Cuesta,4-1-2-1-2◆,4-3-3,Raphael Claus,Match Report,,internacional,2020,9,2,19.6,5,3,2.1,363.0,477.0,6262.0,2311.0,1,0.9,0.6,0.0,36.0,7.0,28.0,2.0,16,4.0,18.0,2.0,24.0,15,9.0,11.0,4.0,11.0,7,9.0,0.0,574.0,43.0,160.0,308.0,112.0,9.0,12.0,11.0,17.0,12.0,2,0,24,11,1,48.0,23.0,16.0
2020-08-19,20:30,Série A,Matchweek 4,Wed,Home,W,3,0,Atl Goianiense,1.4,0.4,57,,Víctor Cuesta,4-3-3,4-3-3,Wagner Reway,Match Report,,internacional,2020,10,4,19.3,1,1,0.1,400.0,497.0,8062.0,2319.0,1,0.5,0.6,2.0,35.0,9.0,40.0,7.0,19,4.0,20.0,5.0,10.0,7,3.0,6.0,1.0,14.0,15,13.0,0.0,591.0,46.0,162.0,291.0,146.0,16.0,13.0,9.0,14.0,7.0,3,1,19,16,1,45.0,12.0,15.0
2020-08-22,19:00,Série A,Matchweek 5,Sat,Home,W,1,0,Atlético Mineiro,0.8,0.4,34,,Víctor Cuesta,4-2-3-1,3-4-1-2,Luiz Flávio de Oliveira,Match Report,,internacional,2020,6,3,21.8,0,0,0.0,200.0,335.0,3715.0,1633.0,1,0.7,0.7,1.0,16.0,4.0,17.0,2.0,9,2.0,11.0,2.0,17.0,6,9.0,7.0,1.0,12.0,10,30.0,0.0,460.0,59.0,196.0,204.0,69.0,11.0,10.0,9.0,19.0,5.0,1,0,20,20,3,61.0,17.0,23.0
2020-08-29,17:00,Série A,Matchweek 6,Sat,Away,W,2,0,Botafogo (RJ),2.5,0.8,53,,Víctor Cuesta,4-1-2-1-2◆,4-3-3,Thiago Duarte Peixoto,Match Report,,internacional,2020,7,4,14.1,2,2,0.3,488.0,564.0,9109.0,2878.0,2,1.1,0.7,1.0,29.0,4.0,32.0,3.0,7,3.0,12.0,4.0,13.0,7,3.0,9.0,1.0,9.0,10,25.0,0.0,648.0,51.0,204.0,349.0,102.0,8.0,15.0,13.0,12.0,8.0,1,0,24,13,2,49.0,14.0,6.0
2020-09-02,21:30,Série A,Matchweek 7,Wed,Away,D,1,1,Palmeiras,1.1,1.0,51,,Víctor Cuesta,4-1-2-1-2◆,4-3-2-1,Wilton Sampaio,Match Report,,internacional,2020,7,1,25.9,1,0,0.7,318.0,434.0,5983.0,2090.0,0,0.1,0.3,2.0,31.0,4.0,27.0,5.0,11,4.0,10.0,1.0,18.0,6,7.0,11.0,0.0,14.0,10,16.0,0.0,548.0,40.0,164.0,298.0,94.0,9.0,16.0,14.0,19.0,11.0,5,0,23,20,0,50.0,14.0,24.0
2020-09-06,16:00,Série A,Matchweek 8,Sun,Home,D,2,2,Bahia,1.2,1.7,61,,Andrés D'Alessandro,4-3-1-2,4-1-2-1-2,Braulio da Silva Machado,Match Report,,internacional,2020,8,4,21.0,3,1,1.5,472.0,579.0,9337.0,2575.0,1,0.3,0.9,2.0,50.0,6.0,41.0,9.0,27,8.0,17.0,4.0,16.0,11,3.0,6.0,7.0,24.0,9,15.0,1.0,684.0,42.0,149.0,324.0,216.0,19.0,22.0,14.0,13.0,16.0,2,0,11,11,1,45.0,17.0,22.0
2020-09-10,19:15,Série A,Matchweek 9,Thu,Home,W,2,0,Ceará,1.9,0.2,61,,Edenílson,4-3-1-2,4-2-3-1,Rodrigo D'Alonso Ferreira,Match Report,,internacional,2020,17,9,16.6,0,0,0.0,455.0,572.0,8648.0,2465.0,2,1.7,1.1,3.0,43.0,13.0,29.0,9.0,24,10.0,31.0,3.0,15.0,10,9.0,4.0,2.0,10.0,12,23.0,1.0,680.0,54.0,195.0,325.0,164.0,22.0,27.0,18.0,17.0,7.0,0,0,15,15,1,49.0,15.0,27.0
2020-09-13,18:00,Série A,Matchweek 10,Sun,Away,L,0,1,Goiás,2.5,0.3,78,,Andrés D'Alessandro,4-2-3-1,4-1-4-1,Flavio Rodrigues De Souza,Match Report,,internacional,2020,15,4,15.6,1,0,0.3,554.0,657.0,11002.0,2843.0,0,0.9,1.6,9.0,81.0,11.0,77.0,4.0,57,12.0,30.0,0.0,9.0,7,5.0,2.0,2.0,6.0,5,2.0,1.0,719.0,21.0,98.0,289.0,336.0,33.0,39.0,33.0,12.0,5.0,3,0,14,10,5,49.0,11.0,26.0
