Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90,Matches_90,team_name,season
Squad Total,,,27.9,38,418,3420.0,38.0,58.0,41.0,99.0,54.0,4.0,6.0,96.0,4.0,57.3,52.8,41.1,93.9,629.0,1703.0,1687.0,1.53,1.08,2.61,1.42,2.5,1.51,1.08,2.59,1.39,2.47,,botafogo_rj,2024
Opponent Total,,,27.7,38,418,3420.0,38.0,29.0,17.0,46.0,24.0,5.0,6.0,115.0,7.0,35.2,30.5,23.0,53.5,488.0,1198.0,1183.0,0.76,0.45,1.21,0.63,1.08,0.93,0.6,1.53,0.8,1.41,,botafogo_rj,2024
Wéverton,br BRA,GK,36.0,37,37,3330.0,37.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.01,0.01,0.0,0.01,Matches,palmeiras,2024
Aníbal Moreno,ar ARG,MF,24.0,34,31,2517.0,28.0,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,0.9,0.9,1.1,2.0,25.0,167.0,27.0,0.04,0.04,0.07,0.04,0.07,0.03,0.04,0.07,0.03,0.07,Matches,palmeiras,2024
Raphael Veiga,br BRA,MF,28.0,34,30,2478.0,27.5,11.0,3.0,14.0,8.0,3.0,4.0,3.0,1.0,10.8,7.6,7.1,14.7,57.0,168.0,124.0,0.4,0.11,0.51,0.29,0.4,0.39,0.26,0.65,0.28,0.53,Matches,palmeiras,2024
Gustavo Gómez,py PAR,DF,30.0,27,26,2367.0,26.3,1.0,2.0,3.0,0.0,1.0,1.0,9.0,0.0,3.8,3.0,1.8,4.8,8.0,82.0,6.0,0.04,0.08,0.11,0.0,0.08,0.14,0.07,0.21,0.12,0.18,Matches,palmeiras,2024
Estêvão Willian,br BRA,FW,17.0,31,26,2097.0,23.3,13.0,9.0,22.0,10.0,3.0,3.0,4.0,0.0,10.5,8.2,7.1,15.3,145.0,92.0,291.0,0.56,0.39,0.94,0.43,0.82,0.45,0.31,0.76,0.35,0.66,Matches,palmeiras,2024
Murilo Cerqueira,br BRA,DF,26.0,25,25,2175.0,24.2,1.0,0.0,1.0,1.0,0.0,0.0,7.0,1.0,1.5,1.5,0.4,1.9,25.0,127.0,2.0,0.04,0.0,0.04,0.04,0.04,0.06,0.01,0.08,0.06,0.08,Matches,palmeiras,2024
José López,ar ARG,FW,23.0,35,24,2140.0,23.8,10.0,2.0,12.0,10.0,0.0,0.0,8.0,0.0,9.4,9.4,3.0,12.3,32.0,41.0,111.0,0.42,0.08,0.5,0.42,0.5,0.39,0.13,0.52,0.39,0.52,Matches,palmeiras,2024
Marcos Rocha,br BRA,DF,35.0,28,20,1936.0,21.5,0.0,2.0,2.0,0.0,0.0,0.0,5.0,1.0,0.3,0.3,3.7,3.9,35.0,150.0,74.0,0.0,0.09,0.09,0.0,0.09,0.01,0.17,0.18,0.01,0.18,Matches,palmeiras,2024
Richard Ríos,co COL,MF,23.0,24,20,1742.0,19.4,3.0,4.0,7.0,3.0,0.0,0.0,6.0,0.0,1.2,1.2,1.4,2.6,27.0,103.0,51.0,0.15,0.21,0.36,0.15,0.36,0.06,0.07,0.14,0.06,0.14,Matches,palmeiras,2024
Rony,br BRA,FW,28.0,35,17,1721.0,19.1,4.0,2.0,6.0,4.0,0.0,0.0,4.0,0.0,8.3,8.3,2.7,11.0,22.0,20.0,125.0,0.21,0.1,0.31,0.21,0.31,0.43,0.14,0.57,0.43,0.57,Matches,palmeiras,2024
Vitor Reis,br BRA,DF,18.0,18,16,1458.0,16.2,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.5,0.5,0.1,0.6,3.0,46.0,1.0,0.06,0.0,0.06,0.06,0.06,0.03,0.01,0.04,0.03,0.04,Matches,palmeiras,2024
Felipe Anderson,br BRA,FW,30.0,20,16,1310.0,14.6,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,2.8,2.8,4.3,7.0,46.0,57.0,122.0,0.14,0.14,0.27,0.14,0.27,0.19,0.29,0.48,0.19,0.48,Matches,palmeiras,2024
Joaquín Piquerez,uy URU,DF,25.0,16,15,1314.0,14.6,2.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,1.2,2.0,3.2,29.0,87.0,73.0,0.14,0.0,0.14,0.07,0.07,0.14,0.14,0.27,0.08,0.22,Matches,palmeiras,2024
Caio Paulista,br BRA,DF,25.0,24,15,1201.0,13.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.9,1.4,39.0,74.0,80.0,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.1,0.03,0.1,Matches,palmeiras,2024
Mauricio,br BRA,MF,22.0,20,12,1132.0,12.6,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,3.5,3.5,1.1,4.6,13.0,47.0,97.0,0.24,0.0,0.24,0.24,0.24,0.28,0.09,0.37,0.28,0.37,Matches,palmeiras,2024
Gabriel Menino,br BRA,"MF,FW",23.0,27,11,1067.0,11.9,1.0,0.0,1.0,1.0,0.0,0.0,7.0,1.0,2.1,2.1,1.4,3.4,25.0,73.0,70.0,0.08,0.0,0.08,0.08,0.08,0.18,0.11,0.29,0.18,0.29,Matches,palmeiras,2024
Mayke,br BRA,DF,31.0,22,11,1035.0,11.5,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,1.2,1.2,1.0,2.2,20.0,73.0,65.0,0.09,0.0,0.09,0.09,0.09,0.1,0.09,0.19,0.1,0.19,Matches,palmeiras,2024
Zé Rafael,br BRA,MF,30.0,18,11,951.0,10.6,0.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,0.6,0.6,1.8,2.4,10.0,49.0,20.0,0.0,0.19,0.19,0.0,0.19,0.05,0.17,0.22,0.05,0.22,Matches,palmeiras,2024
Vanderlan,br BRA,DF,21.0,25,9,1051.0,11.7,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,2.6,3.0,19.0,32.0,73.0,0.0,0.26,0.26,0.0,0.26,0.03,0.22,0.26,0.03,0.26,Matches,palmeiras,2024
Kaiky Naves,br BRA,DF,21.0,11,9,733.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.3,0.4,2.0,41.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.01,0.05,Matches,palmeiras,2024
Lázaro,br BRA,"FW,MF",21.0,18,8,773.0,8.6,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.7,2.7,0.5,3.3,28.0,41.0,72.0,0.23,0.0,0.23,0.23,0.23,0.32,0.06,0.38,0.32,0.38,Matches,palmeiras,2024
Agustín Giay,ar ARG,DF,20.0,10,8,642.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.2,0.8,16.0,37.0,22.0,0.0,0.0,0.0,0.0,0.0,0.08,0.03,0.12,0.08,0.12,Matches,palmeiras,2024
Endrick,br BRA,"MF,FW",17.0,6,6,453.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.1,1.1,0.7,1.8,10.0,15.0,28.0,0.0,0.0,0.0,0.0,0.0,0.21,0.14,0.35,0.21,0.35,Matches,palmeiras,2024
Dudu,br BRA,"FW,MF",32.0,18,4,548.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.6,1.8,35.0,26.0,76.0,0.0,0.0,0.0,0.0,0.0,0.2,0.09,0.29,0.2,0.29,Matches,palmeiras,2024
Fabinho,br BRA,MF,21.0,19,4,513.0,5.7,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.3,0.3,0.3,0.5,5.0,36.0,13.0,0.18,0.0,0.18,0.18,0.18,0.05,0.04,0.09,0.05,0.09,Matches,palmeiras,2024
Luan Garcia,br BRA,DF,30.0,3,3,237.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,palmeiras,2024
Luis Guilherme,br BRA,"FW,DF",17.0,5,1,183.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.0,1.3,12.0,8.0,19.0,0.0,0.49,0.49,0.0,0.49,0.18,0.47,0.65,0.18,0.65,Matches,palmeiras,2024
Romulo,br BRA,"FW,MF",22.0,9,1,178.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.4,5.0,5.0,28.0,0.0,0.0,0.0,0.0,0.0,0.03,0.19,0.22,0.03,0.22,Matches,palmeiras,2024
Jhonatan Jowjow,br BRA,MF,21.0,3,1,142.0,1.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.7,4.0,9.0,12.0,0.0,0.63,0.63,0.0,0.63,0.34,0.07,0.41,0.34,0.41,Matches,palmeiras,2024
Marcelo Lomba,br BRA,GK,37.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,palmeiras,2024
Luighi,br BRA,"MF,FW",17.0,3,0,21.0,0.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.2,1.2,0.0,1.2,1.0,0.0,4.0,4.29,0.0,4.29,4.29,4.29,5.15,0.0,5.15,5.15,5.15,Matches,palmeiras,2024
García,br BRA,"MF,FW",22.0,2,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,palmeiras,2024
Deivid Andrade,br BRA,GK,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,palmeiras,2024
Luis Benedetti,br BRA,DF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,palmeiras,2024
Breno,br BRA,"FW,MF",28.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,palmeiras,2024
Figueiredo,br BRA,MF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,palmeiras,2024
Mateus,br BRA,GK,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,palmeiras,2024
Michel,br BRA,DF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,palmeiras,2024
Patrick Silva,br BRA,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,palmeiras,2024
Squad Total,,,26.6,38,418,3420.0,38.0,58.0,35.0,93.0,50.0,8.0,9.0,90.0,5.0,67.0,60.4,47.4,107.8,698.0,1707.0,1688.0,1.53,0.92,2.45,1.32,2.24,1.76,1.25,3.01,1.59,2.84,,palmeiras,2024
Opponent Total,,,27.7,38,418,3420.0,38.0,32.0,25.0,57.0,31.0,1.0,2.0,113.0,6.0,36.4,34.8,28.0,62.9,525.0,1199.0,1184.0,0.84,0.66,1.5,0.82,1.47,0.96,0.74,1.7,0.92,1.65,,palmeiras,2024
Agustín Rossi,ar ARG,GK,28.0,35,35,3150.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,flamengo,2024
Ayrton Lucas,br BRA,DF,26.0,32,29,2393.0,26.6,3.0,3.0,6.0,3.0,0.0,0.0,3.0,0.0,1.6,1.6,2.1,3.7,60.0,106.0,133.0,0.11,0.11,0.23,0.11,0.23,0.06,0.08,0.14,0.06,0.14,Matches,flamengo,2024
Gerson,br BRA,"MF,FW",26.0,32,27,2457.0,27.3,3.0,6.0,9.0,3.0,0.0,0.0,3.0,0.0,2.3,2.3,3.7,6.0,71.0,181.0,186.0,0.11,0.22,0.33,0.11,0.33,0.08,0.14,0.22,0.08,0.22,Matches,flamengo,2024
Fabrício Bruno,br BRA,DF,27.0,28,26,2310.0,25.7,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.7,0.7,0.2,0.9,11.0,115.0,6.0,0.04,0.0,0.04,0.04,0.04,0.03,0.01,0.04,0.03,0.04,Matches,flamengo,2024
Wesley,br BRA,DF,20.0,31,25,2344.0,26.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.3,1.3,2.4,3.6,68.0,96.0,233.0,0.0,0.08,0.08,0.0,0.08,0.05,0.09,0.14,0.05,0.14,Matches,flamengo,2024
Bruno Henrique,br BRA,"FW,MF",33.0,29,24,2070.0,23.0,6.0,1.0,7.0,5.0,1.0,1.0,6.0,0.0,6.4,5.7,1.9,7.6,70.0,62.0,167.0,0.26,0.04,0.3,0.22,0.26,0.28,0.08,0.36,0.25,0.33,Matches,flamengo,2024
Léo Pereira,br BRA,DF,28.0,28,21,2023.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.7,0.7,1.0,1.6,20.0,142.0,27.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07,Matches,flamengo,2024
Leo Ortiz,br BRA,"DF,MF",28.0,25,21,1878.0,20.9,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,1.1,1.1,1.2,2.3,16.0,138.0,10.0,0.05,0.1,0.14,0.05,0.14,0.05,0.06,0.11,0.05,0.11,Matches,flamengo,2024
David Luiz,br BRA,DF,36.0,23,21,1756.0,19.5,3.0,0.0,3.0,3.0,0.0,1.0,5.0,0.0,1.9,1.1,0.4,1.5,32.0,104.0,6.0,0.15,0.0,0.15,0.15,0.15,0.1,0.02,0.12,0.06,0.08,Matches,flamengo,2024
Erick Pulgar,cl CHI,MF,30.0,23,21,1750.0,19.4,0.0,3.0,3.0,0.0,0.0,0.0,7.0,1.0,1.0,0.9,1.8,2.7,12.0,110.0,20.0,0.0,0.15,0.15,0.0,0.15,0.05,0.09,0.14,0.05,0.14,Matches,flamengo,2024
Pedro,br BRA,FW,26.0,21,19,1653.0,18.4,11.0,5.0,16.0,7.0,4.0,5.0,3.0,0.0,10.6,6.7,2.2,8.8,16.0,36.0,74.0,0.6,0.27,0.87,0.38,0.65,0.58,0.12,0.7,0.36,0.48,Matches,flamengo,2024
Allan,br BRA,MF,26.0,24,16,1412.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.3,0.3,0.5,0.8,16.0,75.0,10.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,Matches,flamengo,2024
Luiz Araújo,br BRA,"FW,MF",27.0,25,15,1566.0,17.4,4.0,5.0,9.0,4.0,0.0,0.0,3.0,0.0,3.1,3.1,4.6,7.7,54.0,74.0,126.0,0.23,0.29,0.52,0.23,0.52,0.18,0.27,0.44,0.18,0.44,Matches,flamengo,2024
Guillermo Varela,uy URU,DF,30.0,18,12,1038.0,11.5,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.2,0.2,1.0,1.3,14.0,24.0,50.0,0.09,0.0,0.09,0.09,0.09,0.02,0.09,0.11,0.02,0.11,Matches,flamengo,2024
