Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,team_name,season,Sh,SoT,Dist
2020-10-06,17:00,Série B,Matchweek 14,Tue,Home,W,1,0,Botafogo (SP),51,,Alan Ruschel,4-2-3-1,4-2-3-1,André Rodrigo Rocha,Match Report,,chapecoense,2020,17,6,
2020-10-09,16:00,Série B,Matchweek 15,Fri,Away,D,0,0,Figueirense,47,,Anderson Leite,4-2-3-1,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,,chapecoense,2020,9,3,
2020-10-14,19:15,Série B,Matchweek 9,Wed,Away,W,1,0,CRB,46,,Anderson Leite,4-2-3-1,4-2-3-1,Jonathan Antero Silva,Match Report,,chapecoense,2020,13,5,
2020-10-17,16:00,Série B,Matchweek 16,Sat,Home,D,1,1,Vitória,38,,Anselmo Ramon,4-2-3-1,4-2-3-1,Alexandre Vargas Tavares de Jesus,Match Report,,chapecoense,2020,10,3,
2020-10-20,21:30,Série B,Matchweek 17,Tue,Away,W,5,0,Ponte Preta,39,,Alan Ruschel,4-2-3-1,4-2-2-2,Andrey Da Silva e Silva,Match Report,,chapecoense,2020,11,7,
2020-10-23,21:30,Série B,Matchweek 18,Fri,Home,W,1,0,Operário,53,,Alan Ruschel,4-2-3-1,4-2-2-2,Paulo Cesar Zanovelli da Silva,Match Report,,chapecoense,2020,15,2,
2020-10-27,19:00,Série B,Matchweek 2,Tue,Home,D,0,0,CSA,54,,Alan Ruschel,4-2-3-1,4-2-3-1,Vinicius Gomes do Amaral,Match Report,,chapecoense,2020,14,6,
2020-10-31,17:30,Série B,Matchweek 19,Sat,Away,W,2,0,Confiança,28,,Alan Ruschel,4-2-3-1,4-2-3-1,Leo Simão Holanda,Match Report,,chapecoense,2020,7,3,
2020-11-07,21:00,Série B,Matchweek 20,Sat,Home,D,0,0,Oeste,74,,Alan Ruschel,4-2-3-1,3-4-3,Paulo Henrique Schleinch Vollkopf,Match Report,,chapecoense,2020,19,9,
2020-11-10,19:00,Série B,Matchweek 21,Tue,Away,W,1,0,CSA,41,,Alan Ruschel,4-2-3-1,4-2-3-1,Emerson De Almeida Ferreira,Match Report,,chapecoense,2020,11,2,
2020-11-20,19:15,Série B,Matchweek 22,Fri,Away,W,3,1,Sampaio Corrêa,42,,Alan Ruschel,4-2-3-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,,chapecoense,2020,15,3,
2020-11-24,21:30,Série B,Matchweek 23,Tue,Home,L,0,1,Cruzeiro,56,,Alan Ruschel,4-2-3-1,4-2-3-1,Zandick Gondim Alves Junior,Match Report,,chapecoense,2020,8,1,
2020-11-28,21:00,Série B,Matchweek 24,Sat,Away,L,0,2,Guarani,58,,Alan Ruschel,4-2-2-2,4-1-4-1,Pablo Ramón Goncalves Pinheiro,Match Report,,chapecoense,2020,6,1,
2020-12-01,19:00,Série B,Matchweek 25,Tue,Home,W,1,0,Cuiabá,62,,Alan Ruschel,4-1-4-1,4-2-3-1,Douglas Schwengber da Silva,Match Report,,chapecoense,2020,13,7,
2020-12-05,16:00,Série B,Matchweek 26,Sat,Away,D,1,1,Juventude,47,,Alan Ruschel,4-2-3-1,4-2-3-1,Marielson Alves Silva,Match Report,,chapecoense,2020,10,1,
2020-12-08,21:30,Série B,Matchweek 27,Tue,Away,W,2,0,Avaí,50,,Alan Ruschel,4-2-3-1,4-3-3,Savio Pereira,Match Report,,chapecoense,2020,17,7,
2020-12-12,21:00,Série B,Matchweek 28,Sat,Home,W,3,2,CRB,46,,Willian,4-4-2,4-2-3-1,Douglas Marques das Flores,Match Report,,chapecoense,2020,11,5,
2020-12-16,19:15,Série B,Matchweek 29,Wed,Home,D,0,0,Náutico,54,,Alan Ruschel,4-2-3-1,4-2-3-1,Daniel Nobre Bins,Match Report,,chapecoense,2020,14,3,
2020-12-20,16:00,Série B,Matchweek 30,Sun,Away,D,2,2,América (MG),52,,Alan Ruschel,4-2-3-1,4-3-3,Edina Alves Batista,Match Report,,chapecoense,2020,9,4,
2020-12-28,20:00,Série B,Matchweek 31,Mon,Home,W,2,0,Paraná,52,,Anderson Leite,4-2-3-1,4-2-3-1,Grazianni Maciel Rocha,Match Report,,chapecoense,2020,16,6,
2021-01-03,16:00,Série B,Matchweek 32,Sun,Home,D,0,0,Brasil de Pelotas,62,,Anderson Leite,4-2-3-1,4-2-3-1,Rodrigo Carvalhaes de Miranda,Match Report,,chapecoense,2020,14,5,
2021-01-09,21:00,Série B,Matchweek 33,Sat,Away,L,0,3,Botafogo (SP),61,,Anderson Leite,4-2-3-1,4-2-3-1,Denis Ribeiro Serafim,Match Report,,chapecoense,2020,11,3,
2021-01-12,21:30,Série B,Matchweek 34,Tue,Home,W,2,1,Figueirense,43,,Anderson Leite,4-2-3-1,4-2-3-1,Jean Pierre Goncalves Lima,Match Report,,chapecoense,2020,23,6,
2021-01-17,16:00,Série B,Matchweek 35,Sun,Away,D,0,0,Vitória,49,,Anselmo Ramon,4-2-3-1,4-2-3-1,Vinicius Furlan,Match Report,,chapecoense,2020,9,3,
2021-01-21,17:45,Série B,Matchweek 36,Thu,Home,W,1,0,Ponte Preta,56,,Alan Ruschel,4-2-3-1,4-2-3-1,Rodrigo Batista Raposo,Match Report,,chapecoense,2020,18,4,
2021-01-25,17:00,Série B,Matchweek 37,Mon,Away,L,0,2,Operário,56,,Alan Ruschel,4-2-3-1,5-4-1,Gilberto Rodrigues Castro Junior,Match Report,,chapecoense,2020,11,2,
2021-01-29,21:30,Série B,Matchweek 38,Fri,Home,W,3,1,Confiança,49,,Alan Ruschel,4-2-3-1,4-2-3-1,Anderson Daronco,Match Report,,chapecoense,2020,17,7,
2020-08-08,21:00,Série B,Matchweek 1,Sat,Away,W,1,0,Ponte Preta,47,,Juninho,4-4-2,4-2-3-1,Denis Ribeiro Serafim,Match Report,,america_mg,2020,3,1,
2020-08-11,21:30,Série B,Matchweek 2,Tue,Home,L,0,1,Cuiabá,59,,Juninho,4-2-3-1,4-2-3-1,Leo Simão Holanda,Match Report,,america_mg,2020,16,3,
2020-08-14,19:15,Série B,Matchweek 3,Fri,Home,D,1,1,Operário,48,,Juninho,4-2-3-1,4-4-2,Rodrigo Batista Raposo,Match Report,,america_mg,2020,15,6,
2020-08-17,20:00,Série B,Matchweek 4,Mon,Away,D,0,0,Juventude,47,,Juninho,4-2-3-1,4-3-1-2,Ramon Abatti Abel,Match Report,,america_mg,2020,17,6,
2020-08-21,19:15,Série B,Matchweek 5,Fri,Home,W,2,1,Oeste,56,,Juninho,4-2-3-1,4-2-3-1,Elmo Alves Resende Cunha,Match Report,,america_mg,2020,20,6,
2020-08-29,19:00,Série B,Matchweek 6,Sat,Away,W,2,1,Cruzeiro,40,,Juninho,4-2-3-1,4-2-3-1,Paulo Cesar Zanovelli da Silva,Match Report,,america_mg,2020,8,5,
2020-09-02,16:30,Série B,Matchweek 7,Wed,Home,W,2,1,CSA,58,,Juninho,4-1-4-1,4-1-4-1,Rodrigo Carvalhaes de Miranda,Match Report,,america_mg,2020,20,6,
2020-09-05,19:00,Série B,Matchweek 8,Sat,Away,L,0,1,Sampaio Corrêa,52,,Juninho,4-4-2,4-4-2,Denis Ribeiro Serafim,Match Report,,america_mg,2020,16,2,
2020-09-09,19:15,Série B,Matchweek 9,Wed,Away,W,1,0,Paraná,45,,Juninho,4-2-2-2,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,,america_mg,2020,11,4,
2020-09-19,16:30,Série B,Matchweek 10,Sat,Home,L,0,1,Figueirense,59,,Marcelo Toscano,4-2-3-1,4-2-3-1,Pablo Ramón Goncalves Pinheiro,Match Report,,america_mg,2020,16,1,
2020-09-25,19:15,Série B,Matchweek 11,Fri,Away,D,0,0,Chapecoense,49,,Juninho,4-2-3-1,4-2-3-1,Zandick Gondim Alves Junior,Match Report,,america_mg,2020,16,3,
2020-09-28,20:00,Série B,Matchweek 12,Mon,Away,D,0,0,CRB,52,,Juninho,4-2-3-1,4-2-3-1,Grazianni Maciel Rocha,Match Report,,america_mg,2020,14,2,
2020-10-03,11:00,Série B,Matchweek 13,Sat,Home,D,0,0,Guarani,46,,Juninho,4-2-3-1,4-2-3-1,Adriano Barros Carneiro,Match Report,,america_mg,2020,21,5,
2020-10-06,19:15,Série B,Matchweek 14,Tue,Away,W,2,1,Vitória,39,,Juninho,4-2-3-1,4-2-3-1,Andrey Da Silva e Silva,Match Report,,america_mg,2020,14,7,
2020-10-09,19:15,Série B,Matchweek 15,Fri,Home,W,2,0,Náutico,51,,Messias,4-3-3,4-2-3-1,Wagner Reway,Match Report,,america_mg,2020,15,7,
2020-10-16,19:15,Série B,Matchweek 16,Fri,Away,W,2,1,Botafogo (SP),60,,Messias,4-1-4-1,4-2-3-1,Diego Da Costa Cidral,Match Report,,america_mg,2020,15,5,
2020-10-20,16:30,Série B,Matchweek 17,Tue,Home,W,3,1,Brasil de Pelotas,64,,Juninho,4-1-4-1,4-2-3-1,Charly Wendy Straub Deretti,Match Report,,america_mg,2020,15,6,
2020-10-24,22:00,Série B,Matchweek 18,Sat,Home,W,2,1,Confiança,36,,Juninho,4-1-4-1,4-2-3-1,Jefferson Ferreira de Moraes,Match Report,,america_mg,2020,15,5,
2020-10-31,19:00,Série B,Matchweek 19,Sat,Away,L,0,1,Avaí,58,,Ale,4-4-2,4-3-3,Edina Alves Batista,Match Report,,america_mg,2020,10,5,
2020-11-07,18:30,Série B,Matchweek 20,Sat,Home,D,1,1,Ponte Preta,43,,Juninho,4-3-3,4-4-2,Eduardo Tomaz De Aquino Valadão,Match Report,,america_mg,2020,16,4,
2020-11-14,20:30,Série B,Matchweek 21,Sat,Away,D,0,0,Cuiabá,42,,Juninho,4-2-3-1,4-2-3-1,Ivan da Silva Guimarães Jr.,Match Report,,america_mg,2020,13,4,
2020-11-21,16:30,Série B,Matchweek 22,Sat,Away,W,1,0,Operário,38,,Juninho,4-3-3,4-2-2-2,Douglas Marques das Flores,Match Report,,america_mg,2020,7,2,
2020-11-24,21:30,Série B,Matchweek 23,Tue,Home,W,2,1,Juventude,46,,Juninho,4-1-4-1,4-2-3-1,Diego Pombo Lopez,Match Report,,america_mg,2020,17,5,
2020-11-27,19:15,Série B,Matchweek 24,Fri,Away,D,1,1,Oeste,56,,Juninho,4-1-4-1,4-2-3-1,Denis Ribeiro Serafim,Match Report,,america_mg,2020,12,4,
2020-12-02,21:30,Série B,Matchweek 25,Wed,Home,L,1,2,Cruzeiro,67,,Juninho,4-1-4-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,,america_mg,2020,11,4,
2020-12-05,18:30,Série B,Matchweek 26,Sat,Away,W,1,0,CSA,31,,Juninho,4-1-4-1,4-2-3-1,Alexandre Vargas Tavares de Jesus,Match Report,,america_mg,2020,13,4,
2020-12-08,19:15,Série B,Matchweek 27,Tue,Home,W,2,1,Sampaio Corrêa,45,,João Paulo,4-2-3-1,4-2-3-1,Thiago Luis Scarascati,Match Report,,america_mg,2020,14,3,
2020-12-12,18:30,Série B,Matchweek 28,Sat,Home,W,1,0,Paraná,48,,Messias,4-2-3-1,4-2-3-1,Vinicius Gomes do Amaral,Match Report,,america_mg,2020,4,2,
2020-12-17,19:15,Série B,Matchweek 29,Thu,Away,W,2,1,Figueirense,35,,Felipe Azevedo,4-2-3-1,4-2-3-1,Vinicius Furlan,Match Report,,america_mg,2020,14,6,
2020-12-20,16:00,Série B,Matchweek 30,Sun,Home,D,2,2,Chapecoense,48,,Juninho,4-3-3,4-2-3-1,Edina Alves Batista,Match Report,,america_mg,2020,22,7,
2020-12-26,18:30,Série B,Matchweek 31,Sat,Home,W,1,0,CRB,48,,Juninho,4-3-3,4-2-3-1,Paulo Henrique Schleinch Vollkopf,Match Report,,america_mg,2020,14,2,
2021-01-02,21:00,Série B,Matchweek 32,Sat,Away,W,1,0,Guarani,29,,Juninho,4-3-3,4-1-4-1,Marcelo de Lima Henrique,Match Report,,america_mg,2020,10,4,
2021-01-09,19:00,Série B,Matchweek 33,Sat,Home,W,4,0,Vitória,53,,Juninho,4-3-3,4-2-3-1,Alexandre Vargas Tavares de Jesus,Match Report,,america_mg,2020,25,11,
2021-01-12,19:15,Série B,Matchweek 34,Tue,Away,D,0,0,Náutico,44,,Juninho,4-3-3,4-2-3-1,Douglas Schwengber da Silva,Match Report,,america_mg,2020,8,3,
2021-01-15,21:30,Série B,Matchweek 35,Fri,Home,D,1,1,Botafogo (SP),65,,Juninho,4-3-3,4-2-3-1,Diego Pombo Lopez,Match Report,,america_mg,2020,14,3,
2021-01-19,16:00,Série B,Matchweek 36,Tue,Away,D,0,0,Brasil de Pelotas,59,,Juninho,4-3-3,4-2-3-1,Salim Fende Chavez,Match Report,,america_mg,2020,18,4,
2021-01-23,17:15,Série B,Matchweek 37,Sat,Away,D,0,0,Confiança,60,,Juninho,4-2-3-1,4-2-3-1,Paulo Roberto Alves Júnior,Match Report,,america_mg,2020,12,1,
2021-01-29,21:30,Série B,Matchweek 38,Fri,Home,W,2,1,Avaí,44,,Juninho,4-3-3,4-2-3-1,Flavio Rodrigues De Souza,Match Report,,america_mg,2020,16,5,
2020-08-08,11:00,Série B,Matchweek 1,Sat,Home,W,2,1,CRB,52,,Renato Cajá,4-3-3,4-2-3-1,Paulo Henrique de Melo Salmazio,Match Report,,juventude,2020,15,6,
2020-08-11,19:15,Série B,Matchweek 2,Tue,Away,W,1,0,Sampaio Corrêa,33,,Renato Cajá,4-3-3,4-4-2,Paulo Cesar Zanovelli da Silva,Match Report,,juventude,2020,5,2,
2020-08-14,21:30,Série B,Matchweek 3,Fri,Away,L,1,3,Paraná,53,,Renato Cajá,4-1-4-1,4-2-3-1,Ronei Candido Alves,Match Report,,juventude,2020,11,4,
2020-08-17,20:00,Série B,Matchweek 4,Mon,Home,D,0,0,América (MG),53,,Renato Cajá,4-3-1-2,4-2-3-1,Ramon Abatti Abel,Match Report,,juventude,2020,13,4,
2020-08-22,16:30,Série B,Matchweek 5,Sat,Away,D,3,3,Náutico,53,,João Paulo,4-4-2◆,4-3-3,Rodrigo Batista Raposo,Match Report,,juventude,2020,17,5,
2020-08-29,11:00,Série B,Matchweek 6,Sat,Home,D,0,0,Botafogo (SP),61,,Eltinho,4-4-2,4-2-3-1,Lucas Paulo Torezin,Match Report,,juventude,2020,14,3,
2020-09-01,20:30,Série B,Matchweek 7,Tue,Away,L,0,1,Chapecoense,49,,Renato Cajá,4-2-3-1,4-2-3-1,Leandro Bizzio Marinho,Match Report,,juventude,2020,8,2,
2020-09-05,11:00,Série B,Matchweek 8,Sat,Away,W,3,1,Oeste,42,,Eltinho,4-4-2,4-2-3-1,Zandick Gondim Alves Junior,Match Report,,juventude,2020,10,3,
2020-09-08,19:15,Série B,Matchweek 9,Tue,Home,W,3,1,Confiança,62,,Eltinho,4-4-2,4-2-3-1,Leonardo Ferreira Lima,Match Report,,juventude,2020,14,5,
2020-09-14,20:00,Série B,Matchweek 10,Mon,Home,D,1,1,Vitória,46,,Eltinho,4-2-3-1,4-2-3-1,Alexandre Vargas Tavares de Jesus,Match Report,,juventude,2020,21,7,
2020-09-26,16:00,Série B,Matchweek 11,Sat,Away,L,2,3,CSA,64,,Renato Cajá,4-2-3-1,4-2-3-1,Andrey Da Silva e Silva,Match Report,,juventude,2020,9,2,
2020-09-29,19:15,Série B,Matchweek 12,Tue,Home,W,1,0,Operário,53,,Eltinho,4-3-3,4-2-3-1,Antonio Dib Moraes de Sousa,Match Report,,juventude,2020,18,5,
2020-10-03,19:00,Série B,Matchweek 13,Sat,Away,W,3,1,Ponte Preta,47,,Eltinho,4-2-3-1,4-2-3-1,Emerson De Almeida Ferreira,Match Report,,juventude,2020,11,5,
2020-10-06,19:15,Série B,Matchweek 14,Tue,Home,D,1,1,Cuiabá,63,,João Paulo,4-2-3-1,4-2-3-1,Fabio Augusto de Sá Junior,Match Report,,juventude,2020,22,11,
2020-10-10,11:00,Série B,Matchweek 15,Sat,Home,L,1,2,Brasil de Pelotas,75,,João Paulo,4-2-3-1,4-2-3-1,Daniel Nobre Bins,Match Report,,juventude,2020,24,6,
2020-10-16,21:30,Série B,Matchweek 16,Fri,Away,D,0,0,Cruzeiro,44,,Eltinho,4-2-3-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,,juventude,2020,10,5,
2020-10-20,19:15,Série B,Matchweek 17,Tue,Home,W,3,0,Avaí,43,,Eltinho,4-2-3-1,3-5-2,Grazianni Maciel Rocha,Match Report,,juventude,2020,15,7,
2020-10-25,18:15,Série B,Matchweek 18,Sun,Away,D,1,1,Figueirense,45,,João Paulo,4-4-2,4-2-3-1,Dyorgines José Padovani Andrade,Match Report,,juventude,2020,12,3,
2020-11-01,18:15,Série B,Matchweek 19,Sun,Home,W,1,0,Guarani,40,,Eltinho,4-2-3-1,4-2-3-1,Alisson Sidnei Furtado,Match Report,,juventude,2020,16,2,
2020-11-08,18:15,Série B,Matchweek 20,Sun,Away,W,1,0,CRB,49,,Eltinho,4-2-3-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,,juventude,2020,9,2,
2020-11-14,19:00,Série B,Matchweek 21,Sat,Home,L,2,3,Sampaio Corrêa,63,,João Paulo,4-2-3-1,4-2-3-1,Denis Ribeiro Serafim,Match Report,,juventude,2020,14,7,
2020-11-20,19:15,Série B,Matchweek 22,Fri,Home,W,5,0,Paraná,43,,João Paulo,4-2-3-1,4-2-3-1,Francisco Carlos do Nascimento,Match Report,,juventude,2020,10,6,
2020-11-24,21:30,Série B,Matchweek 23,Tue,Away,L,1,2,América (MG),54,,João Paulo,4-2-3-1,4-1-4-1,Diego Pombo Lopez,Match Report,,juventude,2020,7,2,
2020-11-28,21:00,Série B,Matchweek 24,Sat,Home,W,1,0,Náutico,44,,Eltinho,4-2-3-1,4-2-3-1,André Rodrigo Rocha,Match Report,,juventude,2020,5,3,
2020-12-02,19:00,Série B,Matchweek 25,Wed,Away,D,1,1,Botafogo (SP),48,,Eltinho,4-2-3-1,4-2-3-1,Grazianni Maciel Rocha,Match Report,,juventude,2020,7,2,
2020-12-05,16:00,Série B,Matchweek 26,Sat,Home,D,1,1,Chapecoense,53,,Eltinho,4-2-3-1,4-2-3-1,Marielson Alves Silva,Match Report,,juventude,2020,11,6,
2020-12-08,16:00,Série B,Matchweek 27,Tue,Home,D,2,2,Oeste,66,,Eltinho,4-2-3-1,4-2-3-1,Jonathan Antero Silva,Match Report,,juventude,2020,21,5,
2020-12-12,20:00,Série B,Matchweek 28,Sat,Away,W,1,0,Confiança,35,,Eltinho,4-2-3-1,4-2-3-1,Paulo Henrique Schleinch Vollkopf,Match Report,,juventude,2020,8,2,
2020-12-15,21:30,Série B,Matchweek 29,Tue,Away,L,0,1,Vitória,62,,Eltinho,4-2-3-1,4-1-4-1,Alisson Sidnei Furtado,Match Report,,juventude,2020,17,1,
2020-12-18,18:00,Série B,Matchweek 30,Fri,Home,W,1,0,CSA,34,,Eltinho,4-2-3-1,4-2-3-1,Thiago Luis Scarascati,Match Report,,juventude,2020,10,3,
2020-12-22,16:00,Série B,Matchweek 31,Tue,Away,L,0,3,Operário,62,,Eltinho,4-2-3-1,4-2-3-1,Tiago Nascimento dos Santos,Match Report,,juventude,2020,16,1,
2020-12-30,17:00,Série B,Matchweek 32,Wed,Home,W,2,1,Ponte Preta,48,,Eltinho,4-1-4-1,4-2-2-2,Ronei Candido Alves,Match Report,,juventude,2020,9,4,
2021-01-05,20:30,Série B,Matchweek 33,Tue,Away,L,0,1,Cuiabá,52,,Eltinho,4-2-3-1,4-2-3-1,Paulo Cesar Zanovelli da Silva,Match Report,,juventude,2020,10,3,
2021-01-12,19:15,Série B,Matchweek 34,Tue,Away,L,1,2,Brasil de Pelotas,61,,Renato Cajá,4-2-3-1,4-2-3-1,Ricardo Marques Ribeiro,Match Report,,juventude,2020,26,6,
2021-01-16,19:00,Série B,Matchweek 35,Sat,Home,W,1,0,Cruzeiro,36,,Eltinho,4-2-3-1,4-2-3-1,Paulo Roberto Alves Júnior,Match Report,,juventude,2020,7,3,
2021-01-19,19:15,Série B,Matchweek 36,Tue,Away,L,2,5,Avaí,62,,Eltinho,4-2-3-1,4-2-3-1,Caio Max Augusto Vieira,Match Report,,juventude,2020,14,5,
2021-01-22,16:00,Série B,Matchweek 37,Fri,Home,W,2,1,Figueirense,52,,Renato Cajá,4-2-3-1,4-2-3-1,Pablo Ramón Goncalves Pinheiro,Match Report,,juventude,2020,23,10,
2021-01-29,21:30,Série B,Matchweek 38,Fri,Away,W,1,0,Guarani,36,,Eltinho,4-2-3-1,4-3-3,Bruno Arleu de Araujo,Match Report,,juventude,2020,11,5,
2020-08-07,18:15,Série B,Matchweek 1,Fri,Home,D,0,0,Brasil de Pelotas,68,,Anderson Conceição,4-2-3-1,3-5-2,Jonathan Antero Silva,Match Report,,cuiaba,2020,19,6,
2020-08-11,21:30,Série B,Matchweek 2,Tue,Away,W,1,0,América (MG),42,,Anderson Conceição,4-2-3-1,4-2-3-1,Leo Simão Holanda,Match Report,,cuiaba,2020,14,5,
2020-08-18,20:30,Série B,Matchweek 4,Tue,Home,W,1,0,Confiança,52,,Anderson Conceição,4-2-3-1,4-2-3-1,Thiago Luis Scarascati,Match Report,,cuiaba,2020,8,3,
2020-08-22,11:00,Série B,Matchweek 5,Sat,Away,W,2,0,Avaí,41,,Anderson Conceição,4-2-3-1,4-2-3-1,Paulo Henrique de Melo Salmazio,Match Report,,cuiaba,2020,13,6,
2020-08-28,19:30,Série B,Matchweek 6,Fri,Home,W,2,1,Chapecoense,60,,Anderson Conceição,4-2-3-1,4-2-3-1,Fabio Augusto de Sá Junior,Match Report,,cuiaba,2020,17,3,
2020-09-01,17:00,Série B,Matchweek 7,Tue,Away,D,1,1,Botafogo (SP),46,,Anderson Conceição,4-2-3-1,4-2-3-1,Adriano Barros Carneiro,Match Report,,cuiaba,2020,11,2,
2020-09-05,16:30,Série B,Matchweek 8,Sat,Away,L,2,4,Vitória,43,,Anderson Conceição,4-2-3-1,4-1-4-1,Ronei Candido Alves,Match Report,,cuiaba,2020,18,8,
2020-09-08,20:30,Série B,Matchweek 9,Tue,Home,D,0,0,Figueirense,51,,Anderson Conceição,4-2-3-1,4-2-3-1,Wanderson Alves de Souza,Match Report,,cuiaba,2020,15,1,
2020-09-16,19:15,Série B,Matchweek 3,Wed,Away,W,2,1,CSA,52,,Auremir,4-2-3-1,4-2-3-1,Gilberto Rodrigues Castro Junior,Match Report,,cuiaba,2020,18,7,
2020-09-19,20:00,Série B,Matchweek 10,Sat,Home,W,3,0,Oeste,56,,João Carlos,4-2-3-1,4-3-3,Rodrigo Batista Raposo,Match Report,,cuiaba,2020,18,11,
2020-09-22,20:00,Série B,Matchweek 11,Tue,Away,D,1,1,Operário,54,,Everton Sena,4-2-3-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,,cuiaba,2020,9,2,
2020-09-29,21:30,Série B,Matchweek 12,Tue,Home,W,1,0,Náutico,54,,Everton Sena,4-2-3-1,4-2-3-1,Charly Wendy Straub Deretti,Match Report,,cuiaba,2020,20,11,
2020-10-03,21:00,Série B,Matchweek 13,Sat,Home,W,1,0,Cruzeiro,47,,Anderson Conceição,4-2-3-1,4-2-3-1,Jefferson Ferreira de Moraes,Match Report,,cuiaba,2020,13,5,
2020-10-06,19:15,Série B,Matchweek 14,Tue,Away,D,1,1,Juventude,37,,Anderson Conceição,4-2-3-1,4-2-3-1,Fabio Augusto de Sá Junior,Match Report,,cuiaba,2020,11,3,
2020-10-09,17:30,Série B,Matchweek 15,Fri,Home,W,2,1,Ponte Preta,42,,Anderson Conceição,4-2-3-1,4-2-3-1,Pablo Ramón Goncalves Pinheiro,Match Report,,cuiaba,2020,9,4,
2020-10-13,21:30,Série B,Matchweek 16,Tue,Away,L,0,1,Guarani,46,,Anderson Conceição,4-2-3-1,4-2-3-1,Denis Ribeiro Serafim,Match Report,,cuiaba,2020,7,2,
2020-10-21,18:00,Série B,Matchweek 17,Wed,Home,D,3,3,Paraná,56,,Everton Sena,4-2-3-1,4-2-3-1,Thiago Duarte Peixoto,Match Report,,cuiaba,2020,14,6,
2020-10-24,18:30,Série B,Matchweek 18,Sat,Away,L,0,3,Sampaio Corrêa,64,,Anderson Conceição,4-2-3-1,4-2-3-1,Wanderson Alves de Souza,Match Report,,cuiaba,2020,13,3,
2020-10-31,21:00,Série B,Matchweek 19,Sat,Home,W,3,0,CRB,70,,Anderson Conceição,4-2-3-1,4-2-3-1,Andrey Da Silva e Silva,Match Report,,cuiaba,2020,31,14,
2020-11-07,16:00,Série B,Matchweek 20,Sat,Away,L,0,3,Brasil de Pelotas,65,,Auremir,4-2-3-1,4-2-3-1,Douglas Marques das Flores,Match Report,,cuiaba,2020,11,4,
2020-11-14,20:30,Série B,Matchweek 21,Sat,Home,D,0,0,América (MG),58,,Anderson Conceição,4-2-3-1,4-2-3-1,Ivan da Silva Guimarães Jr.,Match Report,,cuiaba,2020,12,2,
2020-11-21,18:00,Série B,Matchweek 22,Sat,Home,L,0,1,CSA,55,,Anderson Conceição,4-2-3-1,4-2-3-1,Antonio Dib Moraes de Sousa,Match Report,,cuiaba,2020,12,4,
