Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,team_name,season,Sh,SoT,Dist
2022-07-05,19:00,Série B,Matchweek 14,Tue,Away,D,1,1,Ituano,70.0,5890.0,Eduardo Brock,3-4-3,3-4-1-2,Bruno Arleu de Araujo,Match Report,,cruzeiro,2022,12,1,
2022-07-09,11:00,Série B,Matchweek 17,Sat,Away,L,0,1,Guarani,66.0,6795.0,Eduardo Brock,3-4-3,4-3-3,Jean Pierre Goncalves Lima,Match Report,,cruzeiro,2022,12,5,
2022-07-17,16:00,Série B,Matchweek 18,Sun,Home,W,2,1,Novorizontino,48.0,46890.0,Eduardo Brock,3-1-4-2,4-3-3,Braulio da Silva Machado,Match Report,,cruzeiro,2022,12,5,
2022-07-20,19:00,Série B,Matchweek 19,Wed,Away,D,1,1,CSA,56.0,12134.0,Rômulo,3-4-3,4-2-3-1,Flavio Rodrigues De Souza,Match Report,,cruzeiro,2022,18,5,
2022-07-23,16:00,Série B,Matchweek 20,Sat,Home,W,1,0,Bahia,54.0,49066.0,Eduardo Brock,3-4-3,5-4-1,Luiz Flávio de Oliveira,Match Report,,cruzeiro,2022,15,5,
2022-07-30,11:00,Série B,Matchweek 21,Sat,Away,D,0,0,Brusque,62.0,4645.0,Rafael Cabral,3-4-3,4-2-3-1,Paulo Roberto Alves Júnior,Match Report,,cruzeiro,2022,5,3,
2022-08-06,19:00,Série B,Matchweek 22,Sat,Home,W,2,0,Tombense Futebol Clube,66.0,42274.0,Eduardo Brock,3-4-3,4-2-3-1,André Luiz de Freitas Castro,Match Report,,cruzeiro,2022,22,6,
2022-08-09,21:00,Série B,Matchweek 23,Tue,Away,W,2,1,Londrina,76.0,1564.0,Eduardo Brock,3-4-3,4-5-1,Marcelo de Lima Henrique,Match Report,,cruzeiro,2022,14,2,
2022-08-13,16:30,Série B,Matchweek 24,Sat,Home,D,1,1,Chapecoense,68.0,22432.0,Eduardo Brock,3-4-3,4-1-4-1,Savio Pereira,Match Report,,cruzeiro,2022,19,5,
2022-08-21,16:00,Série B,Matchweek 25,Sun,Away,D,2,2,Grêmio,62.0,49659.0,Eduardo Brock,3-4-3,4-1-4-1,Braulio da Silva Machado,Match Report,,cruzeiro,2022,14,5,
2022-08-26,21:30,Série B,Matchweek 26,Fri,Home,W,4,0,Náutico,65.0,21228.0,Eduardo Brock,3-4-3,4-2-3-1,Rodolpho Toski Marques,Match Report,,cruzeiro,2022,17,9,
2022-08-30,19:00,Série B,Matchweek 27,Tue,Away,D,1,1,Sampaio Corrêa,69.0,16318.0,Eduardo Brock,3-4-3,4-3-3,Edina Alves Batista,Match Report,,cruzeiro,2022,17,6,
2022-09-04,16:00,Série B,Matchweek 28,Sun,Home,D,1,1,Criciúma,75.0,58702.0,Eduardo Brock,3-5-2,5-4-1,Marielson Alves Silva,Match Report,,cruzeiro,2022,21,8,
2022-09-08,21:30,Série B,Matchweek 29,Thu,Home,W,1,0,Operário,67.0,52751.0,Eduardo Brock,3-5-2,4-2-3-1,Douglas Marques das Flores,Match Report,,cruzeiro,2022,19,4,
2022-09-17,20:30,Série B,Matchweek 30,Sat,Away,W,2,0,CRB,62.0,6656.0,Eduardo Brock,3-4-3,4-2-3-1,Vinicius Gonçalves Dias Araujo,Match Report,,cruzeiro,2022,18,4,
2022-09-21,21:00,Série B,Matchweek 31,Wed,Home,W,3,0,Vasco da Gama,59.0,59204.0,Eduardo Brock,3-4-3,4-2-3-1,Flavio Rodrigues De Souza,Match Report,,cruzeiro,2022,13,4,
2022-09-28,19:00,Série B,Matchweek 32,Wed,Away,W,4,1,Ponte Preta,54.0,5831.0,Eduardo Brock,3-4-3,4-3-1-2,Ramon Abatti Abel,Match Report,,cruzeiro,2022,14,6,
2022-10-05,21:30,Série B,Matchweek 33,Wed,Home,D,1,1,Ituano,67.0,56889.0,Rafael Cabral,4-3-3,5-4-1,Marielson Alves Silva,Match Report,,cruzeiro,2022,18,4,
2022-10-09,16:00,Série B,Matchweek 34,Sun,Away,L,1,3,Sport Recife,68.0,19600.0,Eduardo Brock,3-4-3,4-4-2,Savio Pereira,Match Report,,cruzeiro,2022,15,2,
2022-10-14,20:30,Série B,Matchweek 35,Fri,Away,L,0,1,Vila Nova,68.0,10000.0,Eduardo Brock,3-4-3,4-3-3,Leandro Pedro Vuaden,Match Report,,cruzeiro,2022,7,1,
2022-10-18,21:30,Série B,Matchweek 36,Tue,Home,L,0,1,Guarani,43.0,21491.0,Eduardo Brock,3-4-1-2,4-2-3-1,Wagner do Nascimento Magalhães,Match Report,,cruzeiro,2022,7,2,
2022-10-27,19:00,Série B,Matchweek 37,Thu,Away,W,4,1,Novorizontino,61.0,3118.0,Lucas Oliveira,3-4-1-2,4-4-1-1,Marcelo de Lima Henrique,Match Report,,cruzeiro,2022,14,6,
2022-11-06,18:30,Série B,Matchweek 38,Sun,Home,W,3,2,CSA,,61291.0,Eduardo Brock,3-4-1-2,4-3-3,Jean Pierre Goncalves Lima,Match Report,,cruzeiro,2022,0,0,
2022-04-09,16:30,Série B,Matchweek 1,Sat,Away,D,0,0,Ponte Preta,55.0,5205.0,Pedro Geromel,4-3-3,4-4-2,Paulo Roberto Alves Júnior,Match Report,,gremio,2022,10,2,
2022-04-15,19:00,Série B,Matchweek 2,Fri,Home,L,0,1,Chapecoense,61.0,22021.0,Pedro Geromel,4-3-3,4-2-3-1,Edina Alves Batista,Match Report,,gremio,2022,20,5,
2022-04-21,16:30,Série B,Matchweek 3,Thu,Home,W,3,1,Guarani,39.0,21313.0,Pedro Geromel,4-3-3,4-2-3-1,André Luiz de Freitas Castro,Match Report,,gremio,2022,16,8,
2022-04-27,19:00,Série B,Matchweek 4,Wed,Away,W,1,0,Operário,40.0,6292.0,Pedro Geromel,4-3-3,4-2-3-1,Flavio Rodrigues De Souza,Match Report,,gremio,2022,12,3,
2022-04-30,16:30,Série B,Matchweek 5,Sat,Home,W,2,0,CRB,50.0,16394.0,Pedro Geromel,4-3-3,4-2-3-1,Felipe Fernandes de Lima,Match Report,,gremio,2022,17,2,
2022-05-08,16:00,Série B,Matchweek 6,Sun,Away,L,0,1,Cruzeiro,44.0,21831.0,Pedro Geromel,4-3-3,3-4-3,Flavio Rodrigues De Souza,Match Report,,gremio,2022,10,3,
2022-05-16,20:00,Série B,Matchweek 7,Mon,Away,D,1,1,Ituano,53.0,5460.0,Pedro Geromel,4-3-3,4-2-3-1,Savio Pereira,Match Report,,gremio,2022,8,2,
2022-05-19,19:00,Série B,Matchweek 8,Thu,Home,D,0,0,Criciúma,61.0,9798.0,Pedro Geromel,4-4-2,4-3-3,Wilton Sampaio,Match Report,,gremio,2022,21,7,
2022-05-29,16:00,Série B,Matchweek 9,Sun,Away,D,0,0,Vila Nova,45.0,7250.0,Pedro Geromel,3-4-3,4-2-3-1,Douglas Marques das Flores,Match Report,,gremio,2022,10,4,
2022-06-02,20:00,Série B,Matchweek 10,Thu,Away,D,0,0,Vasco da Gama,44.0,21075.0,Pedro Geromel,3-4-3,4-4-2,Luiz Flávio de Oliveira,Match Report,,gremio,2022,9,3,
2022-06-07,21:30,Série B,Matchweek 11,Tue,Home,W,2,0,Novorizontino,46.0,11098.0,Pedro Geromel,3-4-3,4-2-3-1,Savio Pereira,Match Report,,gremio,2022,17,6,
2022-06-13,20:00,Série B,Matchweek 12,Mon,Away,D,0,0,Sport Recife,42.0,16504.0,Pedro Geromel,3-4-3,4-4-2,Wilton Sampaio,Match Report,,gremio,2022,17,5,
2022-06-18,11:00,Série B,Matchweek 13,Sat,Home,W,2,0,Sampaio Corrêa,55.0,29226.0,Pedro Geromel,3-4-3,4-4-2,André Luiz de Freitas Castro,Match Report,,gremio,2022,10,4,
2022-06-23,21:30,Série B,Matchweek 14,Thu,Away,D,1,1,CSA,56.0,4193.0,Pedro Geromel,3-4-3,4-2-3-1,Ramon Abatti Abel,Match Report,,gremio,2022,18,7,
2022-06-28,19:00,Série B,Matchweek 15,Tue,Home,W,1,0,Londrina,46.0,10621.0,Pedro Geromel,4-2-3-1,4-3-3,Marielson Alves Silva,Match Report,,gremio,2022,17,9,
2022-07-03,16:00,Série B,Matchweek 16,Sun,Away,D,0,0,Bahia,44.0,42466.0,Pedro Geromel,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,,gremio,2022,5,1,
2022-07-08,21:30,Série B,Matchweek 17,Fri,Home,W,2,0,Náutico,62.0,22309.0,Pedro Geromel,4-2-3-1,3-5-2,Braulio da Silva Machado,Match Report,,gremio,2022,29,6,
2022-07-16,16:30,Série B,Matchweek 18,Sat,Home,W,3,0,Tombense Futebol Clube,55.0,22655.0,Pedro Geromel,4-2-3-1,4-2-3-1,Marcelo de Lima Henrique,Match Report,,gremio,2022,21,7,
2022-07-19,19:00,Série B,Matchweek 19,Tue,Away,D,1,1,Brusque,47.0,5603.0,Pedro Geromel,4-2-3-1,4-4-2,Luiz Flávio de Oliveira,Match Report,,gremio,2022,5,3,
2022-07-23,16:30,Série B,Matchweek 20,Sat,Home,W,2,1,Ponte Preta,40.0,43678.0,Pedro Geromel,4-2-3-1,3-4-3,Paulo Cesar Zanovelli da Silva,Match Report,,gremio,2022,12,3,
2022-07-26,18:30,Série B,Matchweek 21,Tue,Away,D,0,0,Chapecoense,40.0,11302.0,Pedro Geromel,4-2-3-1,4-2-3-1,Paulo Roberto Alves Júnior,Match Report,,gremio,2022,5,1,
2022-08-05,21:30,Série B,Matchweek 22,Fri,Away,W,2,1,Guarani,36.0,5329.0,Pedro Geromel,4-2-3-1,4-2-3-1,Savio Pereira,Match Report,,gremio,2022,8,3,
2022-08-09,19:00,Série B,Matchweek 23,Tue,Home,W,5,1,Operário,58.0,10174.0,Pedro Geromel,4-2-3-1,4-2-3-1,Bruno Arleu de Araujo,Match Report,,gremio,2022,15,10,
2022-08-13,20:30,Série B,Matchweek 24,Sat,Away,L,0,2,CRB,79.0,7051.0,Pedro Geromel,4-2-3-1,4-2-3-1,Vinicius Gonçalves Dias Araujo,Match Report,,gremio,2022,13,3,
2022-08-21,16:00,Série B,Matchweek 25,Sun,Home,D,2,2,Cruzeiro,38.0,49659.0,Diego Souza,4-1-4-1,3-4-3,Braulio da Silva Machado,Match Report,,gremio,2022,21,6,
2022-08-26,19:00,Série B,Matchweek 26,Fri,Home,L,0,1,Ituano,61.0,13734.0,Pedro Geromel,4-2-3-1,4-2-3-1,André Luiz de Freitas Castro,Match Report,,gremio,2022,12,4,
2022-08-30,21:30,Série B,Matchweek 27,Tue,Away,L,0,2,Criciúma,58.0,17682.0,Pedro Geromel,4-3-3,4-4-2,Marcelo de Lima Henrique,Match Report,,gremio,2022,2,1,
2022-09-02,21:30,Série B,Matchweek 28,Fri,Home,W,2,1,Vila Nova,40.0,13775.0,Pedro Geromel,4-2-3-1,4-4-2,Savio Pereira,Match Report,,gremio,2022,10,5,
2022-09-11,16:00,Série B,Matchweek 29,Sun,Home,W,2,1,Vasco da Gama,39.0,50886.0,Pedro Geromel,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,,gremio,2022,13,4,
2022-09-16,21:30,Série B,Matchweek 30,Fri,Away,L,0,2,Novorizontino,73.0,2889.0,Pedro Geromel,4-2-3-1,4-2-3-1,Ramon Abatti Abel,Match Report,,gremio,2022,10,3,
2022-09-20,19:00,Série B,Matchweek 31,Tue,Home,W,3,0,Sport Recife,39.0,24668.0,Pedro Geromel,4-2-3-1,4-4-2,Luiz Flávio de Oliveira,Match Report,,gremio,2022,18,7,
2022-09-30,19:00,Série B,Matchweek 32,Fri,Away,L,1,2,Sampaio Corrêa,68.0,15020.0,Walter Kannemann,4-2-3-1,4-2-3-1,Rafael Traci,Match Report,,gremio,2022,13,4,
2022-10-04,19:00,Série B,Matchweek 33,Tue,Home,W,2,0,CSA,54.0,12659.0,Pedro Geromel,4-2-3-1,4-2-3-1,Caio Max Augusto Vieira,Match Report,,gremio,2022,19,10,
2022-10-08,16:30,Série B,Matchweek 34,Sat,Away,D,1,1,Londrina,45.0,6205.0,Pedro Geromel,4-2-3-1,4-2-3-1,Wilton Sampaio,Match Report,,gremio,2022,6,4,
2022-10-16,16:00,Série B,Matchweek 35,Sun,Home,D,1,1,Bahia,49.0,44684.0,Pedro Geromel,4-2-3-1,4-2-3-1,Luiz Flávio de Oliveira,Match Report,,gremio,2022,16,5,
2022-10-23,16:00,Série B,Matchweek 36,Sun,Away,W,3,0,Náutico,53.0,6961.0,Pedro Geromel,4-2-3-1,3-4-3,Jefferson Ferreira de Moraes,Match Report,,gremio,2022,11,7,
2022-10-28,19:00,Série B,Matchweek 37,Fri,Away,D,2,2,Tombense Futebol Clube,52.0,2106.0,Walter Kannemann,4-3-3,4-2-3-1,Paulo Roberto Alves Júnior,Match Report,,gremio,2022,9,4,
2022-11-03,20:00,Série B,Matchweek 38,Thu,Home,W,3,0,Brusque,60.0,16688.0,Walter Kannemann,4-2-3-1,4-3-3,Rodrigo José Pereira de Lima,Match Report,,gremio,2022,23,9,
2022-04-08,21:30,Série B,Matchweek 1,Fri,Home,W,2,0,Cruzeiro,38.0,15214.0,Hugo Rodallega,4-2-3-1,4-3-3,Ramon Abatti Abel,Match Report,,bahia,2022,14,3,
2022-04-15,21:30,Série B,Matchweek 2,Fri,Away,W,1,0,Náutico,24.0,3434.0,Danilo Fernandes,4-2-3-1,4-2-3-1,Rodrigo Batista Raposo,Match Report,,bahia,2022,5,2,
2022-04-22,19:00,Série B,Matchweek 3,Fri,Away,D,1,1,CSA,45.0,4880.0,Danilo Fernandes,4-2-3-1,4-2-3-1,Jefferson Ferreira de Moraes,Match Report,,bahia,2022,16,5,
2022-04-26,21:30,Série B,Matchweek 4,Tue,Home,W,1,0,Sampaio Corrêa,48.0,9959.0,Danilo Fernandes,4-2-3-1,4-2-3-1,Rafael Traci,Match Report,,bahia,2022,22,5,
2022-04-29,21:30,Série B,Matchweek 5,Fri,Away,L,0,1,Ituano,65.0,2025.0,Danilo Fernandes,4-3-3,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,,bahia,2022,17,6,
2022-05-03,19:00,Série B,Matchweek 6,Tue,Home,W,4,0,Londrina,,13440.0,Danilo Fernandes,4-2-3-1,4-2-3-1,Felipe Fernandes de Lima,Match Report,,bahia,2022,0,0,
2022-05-15,16:00,Série B,Matchweek 7,Sun,Away,L,0,1,Vasco da Gama,58.0,19692.0,Danilo Fernandes,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,,bahia,2022,21,4,
2022-05-20,21:30,Série B,Matchweek 8,Fri,Home,W,2,1,Ponte Preta,35.0,23426.0,Danilo Fernandes,4-4-2,4-3-3,Denis Ribeiro Serafim,Match Report,,bahia,2022,11,4,
2022-05-27,19:00,Série B,Matchweek 9,Fri,Away,L,0,1,Tombense Futebol Clube,52.0,1079.0,Danilo Fernandes,4-2-3-1,4-3-3,Rafael Traci,Match Report,,bahia,2022,14,3,
2022-06-04,16:30,Série B,Matchweek 10,Sat,Home,W,2,1,Criciúma,43.0,32811.0,Hugo Rodallega,4-1-4-1,4-2-3-1,Marcelo de Lima Henrique,Match Report,,bahia,2022,9,2,
2022-06-08,21:30,Série B,Matchweek 11,Wed,Home,W,1,0,Sport Recife,51.0,27160.0,Hugo Rodallega,4-1-3-2,4-2-2-2,Braulio da Silva Machado,Match Report,,bahia,2022,13,4,
2022-06-11,18:30,Série B,Matchweek 12,Sat,Away,W,1,0,Operário,48.0,2984.0,Hugo Rodallega,4-1-3-2,3-4-3,Caio Max Augusto Vieira,Match Report,,bahia,2022,14,4,
2022-06-14,19:00,Série B,Matchweek 13,Tue,Home,L,0,1,Chapecoense,72.0,25922.0,Hugo Rodallega,4-1-3-2,4-2-3-1,Douglas Marques das Flores,Match Report,,bahia,2022,25,4,
2022-06-25,16:00,Série B,Matchweek 14,Sat,Home,L,0,1,Novorizontino,51.0,537.0,Hugo Rodallega,4-2-3-1,4-2-3-1,Marcelo de Lima Henrique,Match Report,,bahia,2022,18,4,
2022-06-28,19:00,Série B,Matchweek 15,Tue,Away,W,2,0,Brusque,45.0,3176.0,Hugo Rodallega,4-2-3-1,4-3-3,Luiz Flávio de Oliveira,Match Report,,bahia,2022,7,5,
2022-07-03,16:00,Série B,Matchweek 16,Sun,Home,D,0,0,Grêmio,56.0,42466.0,Hugo Rodallega,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,,bahia,2022,19,3,
2022-07-08,19:00,Série B,Matchweek 17,Fri,Away,D,1,1,Vila Nova,52.0,4880.0,Hugo Rodallega,4-2-3-1,4-2-3-1,Caio Max Augusto Vieira,Match Report,,bahia,2022,10,1,
2022-07-16,18:30,Série B,Matchweek 18,Sat,Away,W,2,0,Guarani,36.0,3906.0,Danilo Fernandes,5-3-2,4-3-3,Bruno Arleu de Araujo,Match Report,,bahia,2022,13,5,
2022-07-19,19:00,Série B,Matchweek 19,Tue,Home,D,1,1,CRB,48.0,23098.0,Danilo Fernandes,5-3-2,4-2-3-1,André Luiz de Freitas Castro,Match Report,,bahia,2022,16,2,
2022-07-23,16:00,Série B,Matchweek 20,Sat,Away,L,0,1,Cruzeiro,46.0,49066.0,Danilo Fernandes,5-4-1,3-4-3,Luiz Flávio de Oliveira,Match Report,,bahia,2022,13,4,
2022-07-29,19:00,Série B,Matchweek 21,Fri,Home,W,3,0,Náutico,49.0,28835.0,Hugo Rodallega,4-3-3,4-4-2,Flavio Rodrigues De Souza,Match Report,,bahia,2022,18,6,
2022-08-06,16:30,Série B,Matchweek 22,Sat,Home,W,1,0,CSA,50.0,44885.0,Hugo Rodallega,4-4-2,3-4-3,Felipe Fernandes de Lima,Match Report,,bahia,2022,20,3,
2022-08-09,21:30,Série B,Matchweek 23,Tue,Away,L,0,2,Sampaio Corrêa,63.0,2169.0,Hugo Rodallega,4-4-2,4-2-3-1,Jose Mendonca da Silva Junior,Match Report,,bahia,2022,15,2,
2022-08-12,21:30,Série B,Matchweek 24,Fri,Home,W,2,0,Ituano,56.0,25648.0,Hugo Rodallega,4-3-3,4-2-3-1,Braulio da Silva Machado,Match Report,,bahia,2022,18,8,
2022-08-16,20:30,Série B,Matchweek 25,Tue,Away,D,1,1,Londrina,33.0,627.0,Danilo Fernandes,4-2-3-1,4-4-2,André Luiz de Freitas Castro,Match Report,,bahia,2022,3,3,
2022-08-28,16:00,Série B,Matchweek 26,Sun,Home,W,2,1,Vasco da Gama,58.0,48183.0,Danilo Fernandes,4-2-3-1,4-4-2,Raphael Claus,Match Report,,bahia,2022,17,8,
2022-08-31,21:30,Série B,Matchweek 27,Wed,Away,L,0,2,Ponte Preta,52.0,3885.0,Danielzinho,4-2-3-1,4-2-3-1,Rafael Traci,Match Report,,bahia,2022,14,4,
2022-09-03,19:00,Série B,Matchweek 28,Sat,Home,W,3,1,Tombense Futebol Clube,58.0,39897.0,Danielzinho,4-2-3-1,4-2-3-1,Edina Alves Batista,Match Report,,bahia,2022,27,10,
2022-09-08,19:00,Série B,Matchweek 29,Thu,Away,D,0,0,Criciúma,52.0,14023.0,Patrick de Lucca,4-3-3,4-3-3,Luiz Flávio de Oliveira,Match Report,,bahia,2022,6,0,
2022-09-12,20:00,Série B,Matchweek 30,Mon,Away,L,0,1,Sport Recife,45.0,19589.0,Danielzinho,4-4-2,4-4-2,Edina Alves Batista,Match Report,,bahia,2022,6,0,
2022-09-24,18:15,Série B,Matchweek 31,Sat,Home,D,2,2,Operário,64.0,39352.0,Lucas Mugni,4-3-3,4-2-3-1,Marcelo de Lima Henrique,Match Report,,bahia,2022,16,3,
2022-09-30,21:30,Série B,Matchweek 32,Fri,Away,L,1,3,Chapecoense,47.0,3207.0,Luiz Otávio,4-4-2,4-2-3-1,Paulo Cesar Zanovelli da Silva,Match Report,,bahia,2022,12,4,
2022-10-04,21:30,Série B,Matchweek 33,Tue,Away,D,1,1,Novorizontino,57.0,1615.0,Danielzinho,4-4-2,4-2-3-1,Felipe Fernandes de Lima,Match Report,,bahia,2022,9,1,
2022-10-08,16:00,Série B,Matchweek 34,Sat,Home,W,1,0,Brusque,64.0,34503.0,Danielzinho,4-3-3,3-4-1-2,André Luiz de Freitas Castro,Match Report,,bahia,2022,13,2,
2022-10-16,16:00,Série B,Matchweek 35,Sun,Away,D,1,1,Grêmio,51.0,44684.0,Danielzinho,4-2-3-1,4-2-3-1,Luiz Flávio de Oliveira,Match Report,,bahia,2022,8,2,
2022-10-22,16:30,Série B,Matchweek 36,Sat,Home,D,1,1,Vila Nova,69.0,48851.0,Danielzinho,4-2-3-1,4-2-3-1,Jose Mendonca da Silva Junior,Match Report,,bahia,2022,20,4,
2022-10-28,19:00,Série B,Matchweek 37,Fri,Home,D,1,1,Guarani,42.0,48866.0,Ricardo Goulart,4-2-3-1,4-2-3-1,Wilton Sampaio,Match Report,,bahia,2022,19,7,
2022-11-06,18:30,Série B,Matchweek 38,Sun,Away,W,2,1,CRB,53.0,5939.0,Danielzinho,4-2-3-1,4-3-3,Ramon Abatti Abel,Match Report,,bahia,2022,16,5,
2022-04-08,19:00,Série B,Matchweek 1,Fri,Home,D,1,1,Vila Nova,60.0,17251.0,Nenê,4-2-3-1,4-3-3,Leandro Pedro Vuaden,Match Report,,vasco_da_gama,2022,12,4,
2022-04-16,19:00,Série B,Matchweek 2,Sat,Away,D,1,1,CRB,55.0,8999.0,Anderson Conceição,4-3-3,4-2-3-1,Diego Pombo Lopez,Match Report,,vasco_da_gama,2022,14,6,
2022-04-22,21:30,Série B,Matchweek 3,Fri,Away,D,0,0,Chapecoense,46.0,1935.0,Anderson Conceição,4-3-3,4-2-3-1,Vinicius Gonçalves Dias Araujo,Match Report,,vasco_da_gama,2022,9,1,
2022-04-27,21:30,Série B,Matchweek 4,Wed,Home,W,1,0,Ponte Preta,39.0,9165.0,Anderson Conceição,4-2-3-1,4-3-3,Rodolpho Toski Marques,Match Report,,vasco_da_gama,2022,14,3,
2022-05-01,18:00,Série B,Matchweek 5,Sun,Away,D,1,1,Tombense Futebol Clube,61.0,8357.0,Anderson Conceição,4-2-3-1,4-2-3-1,André Luiz de Freitas Castro,Match Report,,vasco_da_gama,2022,10,1,
2022-05-07,19:00,Série B,Matchweek 6,Sat,Home,W,1,0,CSA,48.0,16097.0,Anderson Conceição,4-2-3-1,4-2-3-1,Douglas Marques das Flores,Match Report,,vasco_da_gama,2022,14,6,
2022-05-15,16:00,Série B,Matchweek 7,Sun,Home,W,1,0,Bahia,42.0,19692.0,Anderson Conceição,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,,vasco_da_gama,2022,8,1,
2022-05-19,21:30,Série B,Matchweek 8,Thu,Away,D,0,0,Guarani,57.0,33048.0,Anderson Conceição,4-4-2,4-2-3-1,Paulo Roberto Alves Júnior,Match Report,,vasco_da_gama,2022,15,5,
2022-05-26,19:00,Série B,Matchweek 9,Thu,Home,W,2,0,Brusque,47.0,18452.0,Anderson Conceição,4-2-3-1,4-2-2-2,Caio Max Augusto Vieira,Match Report,,vasco_da_gama,2022,14,6,
2022-06-02,20:00,Série B,Matchweek 10,Thu,Home,D,0,0,Grêmio,56.0,21075.0,Anderson Conceição,4-4-2,3-4-3,Luiz Flávio de Oliveira,Match Report,,vasco_da_gama,2022,16,3,
2022-06-07,19:00,Série B,Matchweek 11,Tue,Away,W,3,2,Náutico,52.0,6104.0,Anderson Conceição,4-4-2,4-2-3-1,Flavio Rodrigues De Souza,Match Report,,vasco_da_gama,2022,5,5,
2022-06-12,16:00,Série B,Matchweek 12,Sun,Home,W,1,0,Cruzeiro,38.0,63608.0,Anderson Conceição,4-4-2,4-2-3-1,Anderson Daronco,Match Report,,vasco_da_gama,2022,8,2,
2022-06-18,16:00,Série B,Matchweek 13,Sat,Away,W,1,0,Londrina,54.0,6120.0,Anderson Conceição,4-4-2,4-5-1,Jean Pierre Goncalves Lima,Match Report,,vasco_da_gama,2022,8,4,
2022-06-24,19:00,Série B,Matchweek 14,Fri,Home,W,3,0,Operário,55.0,21739.0,Anderson Conceição,4-4-2,3-4-3,Vinicius Gonçalves Dias Araujo,Match Report,,vasco_da_gama,2022,11,4,
2022-06-29,21:30,Série B,Matchweek 15,Wed,Away,L,0,2,Novorizontino,48.0,2987.0,Anderson Conceição,4-2-3-1,4-2-3-1,Ramon Abatti Abel,Match Report,,vasco_da_gama,2022,10,3,
