Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,team_name,season
Elias Manoel,br BRA,"FW,MF",20.0,18,6,645.0,7.2,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.28,0.0,0.28,0.28,0.28,Matches,gremio,2022
Rodrigues,br BRA,DF,24.0,7,6,501.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,gremio,2022
Elkeson,cn CHN,FW,32.0,23,4,757.0,8.4,4.0,0.0,4.0,3.0,1.0,1.0,2.0,0.0,0.48,0.0,0.48,0.36,0.36,Matches,gremio,2022
Thaciano,br BRA,MF,26.0,13,4,462.0,5.1,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.39,0.19,0.58,0.39,0.58,Matches,gremio,2022
Nata,br BRA,DF,20.0,5,4,329.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,gremio,2022
Gabriel Silva,br BRA,"FW,MF",19.0,15,3,474.0,5.3,3.0,0.0,3.0,2.0,1.0,1.0,3.0,0.0,0.57,0.0,0.57,0.38,0.38,Matches,gremio,2022
Leonardo Gomes,br BRA,DF,25.0,7,3,350.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,gremio,2022
Mateus Sarará,br BRA,MF,19.0,10,1,234.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,gremio,2022
Jhonata Varela,br BRA,MF,21.0,5,1,187.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,gremio,2022
Emerson Rodrigues,br BRA,FW,19.0,7,1,153.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,gremio,2022
Adriel,br BRA,GK,21.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,gremio,2022
Martín Benítez,ar ARG,MF,27.0,4,1,87.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,gremio,2022
Pedro Lucas,br BRA,MF,19.0,9,0,141.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,gremio,2022
Ricardinho,br BRA,FW,20.0,7,0,110.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,gremio,2022
Lucas Kawan,br BRA,DF,18.0,1,0,31.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,gremio,2022
Jhonata Robert,br BRA,FW,22.0,2,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,gremio,2022
Fernando Henrique,br BRA,MF,20.0,1,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,gremio,2022
Kevin Quejada,co COL,FW,19.0,1,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,gremio,2022
Matheus Frizzo,br BRA,MF,23.0,0,0,,,,,,,,,,,,,,,,Matches,gremio,2022
Heitor,br BRA,DF,21.0,0,0,,,,,,,,,,,,,,,,Matches,gremio,2022
Gustavo Marins,br BRA,DF,19.0,0,0,,,,,,,,,,,,,,,,Matches,gremio,2022
Michel,br BRA,"DF,MF",31.0,0,0,,,,,,,,,,,,,,,,Matches,gremio,2022
Thiago Rosa,br BRA,DF,19.0,0,0,,,,,,,,,,,,,,,,Matches,gremio,2022
Squad Total,,,27.3,38,418,3420.0,38.0,49.0,30.0,79.0,43.0,6.0,7.0,71.0,3.0,1.29,0.79,2.08,1.13,1.92,,gremio,2022
Opponent Total,,,27.8,38,418,3420.0,38.0,25.0,17.0,42.0,21.0,4.0,4.0,95.0,3.0,0.66,0.45,1.11,0.55,1.0,,gremio,2022
Ignácio,br BRA,DF,25.0,35,35,3059.0,34.0,3.0,1.0,4.0,3.0,0.0,0.0,8.0,1.0,0.09,0.03,0.12,0.09,0.12,Matches,bahia,2022
Danielzinho,br BRA,"MF,FW",26.0,33,32,2628.0,29.2,3.0,4.0,7.0,3.0,0.0,0.0,9.0,0.0,0.1,0.14,0.24,0.1,0.24,Matches,bahia,2022
Patrick de Lucca,br BRA,MF,21.0,31,30,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,bahia,2022
Luiz Otávio,br BRA,DF,29.0,28,28,2439.0,27.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,bahia,2022
Lucas Mugni,ar ARG,MF,30.0,29,25,2042.0,22.7,6.0,4.0,10.0,2.0,4.0,4.0,4.0,0.0,0.26,0.18,0.44,0.09,0.26,Matches,bahia,2022
Danilo Fernandes,br BRA,GK,33.0,24,24,2160.0,24.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,bahia,2022
Matheus Davó,br BRA,FW,22.0,36,21,2025.0,22.5,9.0,4.0,13.0,9.0,0.0,0.0,3.0,0.0,0.4,0.18,0.58,0.4,0.58,Matches,bahia,2022
Rezende,br BRA,"MF,DF",27.0,28,20,1806.0,20.1,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,bahia,2022
Vítor Jacaré,br BRA,"MF,FW",22.0,36,18,1906.0,21.2,6.0,3.0,9.0,6.0,0.0,0.0,2.0,0.0,0.28,0.14,0.42,0.28,0.42,Matches,bahia,2022
Luiz Henrique Baiano,br BRA,DF,24.0,24,18,1540.0,17.1,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.06,0.06,0.12,0.06,0.12,Matches,bahia,2022
Mateus Claus,br BRA,GK,27.0,14,14,1260.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,bahia,2022
Hugo Rodallega,co COL,FW,36.0,23,14,1154.0,12.8,1.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,0.08,0.08,0.16,0.08,0.16,Matches,bahia,2022
André,br BRA,DF,18.0,20,13,1190.0,13.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,bahia,2022
Matheus Bahia,br BRA,DF,22.0,14,13,1116.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,bahia,2022
Douglas Borel,br BRA,DF,19.0,15,13,1017.0,11.3,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,0.09,0.0,0.09,0.09,0.09,Matches,bahia,2022
Ricardo Goulart,br BRA,"FW,MF",30.0,16,12,937.0,10.4,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,0.19,0.19,0.38,0.19,0.38,Matches,bahia,2022
Marcinho,br BRA,DF,25.0,14,11,1000.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,bahia,2022
Raí Nascimento,br BRA,"MF,FW",23.0,19,11,811.0,9.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches,bahia,2022
Rildo,br BRA,"MF,FW",22.0,15,10,885.0,9.8,2.0,2.0,4.0,2.0,0.0,0.0,4.0,0.0,0.2,0.2,0.41,0.2,0.41,Matches,bahia,2022
Marco Antônio,br BRA,"MF,FW",24.0,15,10,812.0,9.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.11,0.11,0.22,0.11,0.22,Matches,bahia,2022
Gabriel,br BRA,DF,20.0,14,9,941.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,bahia,2022
Émerson Santos,br BRA,MF,29.0,22,8,865.0,9.6,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.1,0.1,0.0,0.1,Matches,bahia,2022
Vinicius José Ignácio,br BRA,DF,30.0,9,7,662.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,bahia,2022
Jonathan Copete,co COL,"FW,MF",34.0,14,5,554.0,6.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.16,Matches,bahia,2022
Caio Vidal,br BRA,MF,21.0,8,5,402.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,bahia,2022
Silva Djalma Antonio,br BRA,DF,27.0,9,4,422.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,bahia,2022
Igor Torres,br BRA,MF,21.0,8,3,253.0,2.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.36,0.0,0.36,0.36,0.36,Matches,bahia,2022
Warley,br BRA,"MF,FW",22.0,2,2,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,bahia,2022
Jonathan,br BRA,DF,29.0,5,1,194.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,bahia,2022
Miqueias,br BRA,MF,20.0,7,1,125.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,bahia,2022
Patrick Verhon,br BRA,MF,17.0,4,1,111.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,bahia,2022
Everton Moraes,br BRA,MF,19.0,7,0,135.0,1.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.67,0.0,0.67,0.67,0.67,Matches,bahia,2022
Falcão,br BRA,MF,23.0,7,0,118.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,bahia,2022
Gregory,br BRA,MF,20.0,7,0,86.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.05,0.0,1.05,1.05,1.05,Matches,bahia,2022
Ronaldo Cesar,br BRA,FW,21.0,4,0,75.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,bahia,2022
Ytalo,br BRA,"FW,MF",34.0,4,0,69.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,bahia,2022
Marcelo Ryan,br BRA,FW,19.0,3,0,40.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,bahia,2022
César,br BRA,GK,30.0,0,0,,,,,,,,,,,,,,,,Matches,bahia,2022
Júnior Dênis,br BRA,GK,23.0,0,0,,,,,,,,,,,,,,,,Matches,bahia,2022
Gabriel Noga,br BRA,DF,20.0,0,0,,,,,,,,,,,,,,,,Matches,bahia,2022
Gabriel Souza,br BRA,GK,17.0,0,0,,,,,,,,,,,,,,,,Matches,bahia,2022
Zé Vitor,br BRA,DF,20.0,0,0,,,,,,,,,,,,,,,,Matches,bahia,2022
Squad Total,,,25.9,38,418,3420.0,38.0,42.0,25.0,67.0,38.0,4.0,4.0,82.0,8.0,1.11,0.66,1.76,1.0,1.66,,bahia,2022
Opponent Total,,,28.2,38,418,3420.0,38.0,28.0,21.0,49.0,26.0,2.0,2.0,85.0,8.0,0.74,0.55,1.29,0.68,1.24,,bahia,2022
Thiago Rodrigues,br BRA,GK,33.0,36,36,3240.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,vasco_da_gama,2022
Anderson Conceição,br BRA,DF,32.0,36,36,3146.0,35.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,0.03,0.0,0.03,0.03,0.03,Matches,vasco_da_gama,2022
Andrey Santos,br BRA,MF,17.0,33,33,2825.0,31.4,8.0,0.0,8.0,8.0,0.0,0.0,9.0,1.0,0.25,0.0,0.25,0.25,0.25,Matches,vasco_da_gama,2022
Yuri,br BRA,MF,27.0,34,33,2739.0,30.4,0.0,2.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches,vasco_da_gama,2022
Nenê,br BRA,"MF,FW",40.0,33,32,2397.0,26.6,7.0,7.0,14.0,4.0,3.0,3.0,7.0,1.0,0.26,0.26,0.53,0.15,0.41,Matches,vasco_da_gama,2022
Edimar Fraga,br BRA,DF,35.0,36,31,2878.0,32.0,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,vasco_da_gama,2022
Juan Quintero,co COL,DF,26.0,28,27,2409.0,26.8,1.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,vasco_da_gama,2022
Raniel,br BRA,FW,25.0,31,25,2008.0,22.3,10.0,0.0,10.0,7.0,3.0,3.0,3.0,0.0,0.45,0.0,0.45,0.31,0.31,Matches,vasco_da_gama,2022
Figueiredo,br BRA,"MF,FW",20.0,36,24,2267.0,25.2,4.0,4.0,8.0,4.0,0.0,0.0,4.0,0.0,0.16,0.16,0.32,0.16,0.32,Matches,vasco_da_gama,2022
Gabriel Chaves,br BRA,"MF,FW",20.0,33,22,1953.0,21.7,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,0.05,0.09,0.14,0.05,0.14,Matches,vasco_da_gama,2022
