Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,team_name,season,Sh,SoT,Dist
2019-08-31,19:00,Série B,Matchweek 20,Sat,Home,W,2,1,Brasil de Pelotas,74.0,6161.0,Júlio César,4-2-3-1,4-2-3-1,Paulo Henrique de Melo Salmazio,Match Report,,bragantino,2019,19.0,5.0,
2019-09-07,19:00,Série B,Matchweek 21,Sat,Away,L,1,2,Sport Recife,54.0,19058.0,Júlio César,4-2-3-1,4-2-3-1,Pathrice Wallace Correa Maia,Match Report,,bragantino,2019,13.0,3.0,
2019-09-13,21:30,Série B,Matchweek 22,Fri,Away,D,1,1,Atl Goianiense,67.0,7283.0,Júlio César,4-4-1-1,4-2-3-1,Pablo Ramón Goncalves Pinheiro,Match Report,,bragantino,2019,15.0,4.0,
2019-09-21,16:30,Série B,Matchweek 23,Sat,Home,W,4,1,Londrina,63.0,5292.0,Júlio César,4-4-1-1,4-2-3-1,Marielson Alves Silva,Match Report,,bragantino,2019,21.0,11.0,
2019-09-24,21:30,Série B,Matchweek 24,Tue,Away,W,3,0,Figueirense,54.0,12741.0,Júlio César,4-4-1-1,3-4-3,Rodrigo Nunes de Sá,Match Report,,bragantino,2019,15.0,8.0,
2019-09-29,16:00,Série B,Matchweek 25,Sun,Home,W,2,0,Vitória,67.0,7170.0,Júlio César,4-2-3-1,4-2-3-1,Wanderson Alves de Souza,Match Report,,bragantino,2019,20.0,5.0,
2019-10-04,21:30,Série B,Matchweek 26,Fri,Away,W,3,0,São Bento,,2043.0,Júlio César,4-4-2,4-3-3,Rodrigo Carvalhaes de Miranda,Match Report,,bragantino,2019,0.0,0.0,
2019-10-08,21:30,Série B,Matchweek 27,Tue,Away,L,0,2,América (MG),60.0,3617.0,Júlio César,4-2-3-1,4-1-4-1,Leandro Pedro Vuaden,Match Report,,bragantino,2019,13.0,2.0,
2019-10-12,16:30,Série B,Matchweek 28,Sat,Home,W,2,0,Paraná,62.0,5564.0,Júlio César,4-2-3-1,4-2-2-2,Jefferson Ferreira de Moraes,Match Report,,bragantino,2019,23.0,7.0,
2019-10-15,21:30,Série B,Matchweek 29,Tue,Home,D,2,2,Oeste,63.0,4695.0,Júlio César,4-2-3-1,4-2-3-1,Vinicius Gonçalves Dias Araujo,Match Report,,bragantino,2019,22.0,6.0,
2019-10-19,16:30,Série B,Matchweek 30,Sat,Away,D,1,1,Ponte Preta,58.0,4488.0,Júlio César,4-2-3-1,4-2-3-1,Vinicius Furlan,Match Report,,bragantino,2019,17.0,9.0,
2019-10-25,21:30,Série B,Matchweek 31,Fri,Home,W,3,1,Vila Nova,60.0,5812.0,Júlio César,4-2-3-1,4-3-3,Emerson De Almeida Ferreira,Match Report,,bragantino,2019,18.0,7.0,
2019-11-01,21:30,Série B,Matchweek 32,Fri,Away,L,0,2,Cuiabá,71.0,3200.0,Júlio César,4-2-3-1,4-2-3-1,Alexandre Vargas Tavares de Jesus,Match Report,,bragantino,2019,20.0,3.0,
2019-11-05,21:30,Série B,Matchweek 33,Tue,Home,W,3,1,Guarani,60.0,5709.0,Júlio César,4-2-3-1,4-2-3-1,Roger Goulart,Match Report,,bragantino,2019,30.0,9.0,
2019-11-08,20:15,Série B,Matchweek 34,Fri,Away,W,3,2,Botafogo (SP),54.0,3307.0,Júlio César,4-3-3,4-2-3-1,Diego Pombo Lopez,Match Report,,bragantino,2019,13.0,8.0,
2019-11-12,21:30,Série B,Matchweek 35,Tue,Away,W,2,0,Operário,49.0,4318.0,Júlio César,4-2-3-1,4-2-3-1,Ramon Abatti Abel,Match Report,,bragantino,2019,8.0,2.0,
2019-11-15,19:15,Série B,Matchweek 36,Fri,Home,D,1,1,Criciúma,57.0,9419.0,Júlio César,4-2-3-1,4-1-4-1,Wagner do Nascimento Magalhaes,Match Report,,bragantino,2019,11.0,4.0,
2019-11-24,16:00,Série B,Matchweek 37,Sun,Away,L,0,1,Coritiba,58.0,39619.0,Leo Ortiz,4-3-3,4-4-2,Anderson Daronco,Match Report,,bragantino,2019,11.0,1.0,
2019-11-30,16:30,Série B,Matchweek 38,Sat,Home,W,2,0,CRB,57.0,6931.0,Anderson Marques,4-2-3-1,4-2-3-1,Dyorgines José Padovani Andrade,Match Report,,bragantino,2019,17.0,3.0,
2019-04-26,21:30,Série B,Matchweek 1,Fri,Home,D,1,1,Oeste,52.0,6492.0,Rafael Thyere,4-2-3-1,4-2-3-1,Felipe Fernandes de Lima,Match Report,,sport_recife,2019,12.0,6.0,
2019-05-06,20:00,Série B,Matchweek 2,Mon,Away,D,1,1,Bragantino,39.0,8200.0,Rafael Thyere,4-2-3-1,4-2-3-1,Savio Pereira,Match Report,,sport_recife,2019,16.0,6.0,
2019-05-11,16:30,Série B,Matchweek 3,Sat,Home,D,0,0,Figueirense,64.0,8166.0,Rafael Thyere,4-2-3-1,4-1-4-1,Rodrigo Batista Raposo,Match Report,,sport_recife,2019,13.0,3.0,
2019-05-19,16:00,Série B,Matchweek 4,Sun,Away,W,2,1,América (MG),62.0,2778.0,Sander,4-2-3-1,4-2-3-1,Edina Alves Batista,Match Report,,sport_recife,2019,11.0,6.0,
2019-05-24,21:30,Série B,Matchweek 5,Fri,Home,W,3,2,Londrina,56.0,12028.0,Sander,4-2-3-1,4-2-3-1,Wagner Reway,Match Report,,sport_recife,2019,18.0,4.0,
2019-05-28,19:15,Série B,Matchweek 6,Tue,Away,L,1,2,Operário,49.0,2964.0,Sander,4-2-3-1,4-2-3-1,Rodrigo Nunes de Sá,Match Report,,sport_recife,2019,15.0,3.0,
2019-06-08,20:30,Série B,Matchweek 7,Sat,Home,W,3,1,Vitória,47.0,15179.0,Sander,4-2-3-1,4-2-3-1,Vinicius Furlan,Match Report,,sport_recife,2019,13.0,6.0,
2019-06-11,21:30,Série B,Matchweek 8,Tue,Home,W,1,0,CRB,55.0,12323.0,Sander,4-2-3-1,4-2-3-1,Claudio Francisco Lima e Silva,Match Report,,sport_recife,2019,20.0,6.0,
2019-07-08,20:00,Série B,Matchweek 9,Mon,Away,D,2,2,São Bento,57.0,1872.0,Sander,4-2-3-1,4-1-4-1,Antonio Dib Moraes de Sousa,Match Report,,sport_recife,2019,11.0,3.0,
2019-07-15,19:00,Série B,Matchweek 10,Mon,Away,D,1,1,Cuiabá,51.0,7802.0,Sander,4-2-3-1,4-2-3-1,André Luiz de Freitas Castro,Match Report,,sport_recife,2019,6.0,1.0,
2019-07-22,20:00,Série B,Matchweek 11,Mon,Home,D,0,0,Brasil de Pelotas,57.0,9362.0,Rafael Thyere,4-2-3-1,4-2-3-1,Douglas Marques das Flores,Match Report,,sport_recife,2019,27.0,7.0,
2019-07-26,21:30,Série B,Matchweek 12,Fri,Away,W,1,0,Paraná,38.0,8160.0,Rafael Thyere,4-2-3-1,4-2-3-1,Jean Pierre Goncalves Lima,Match Report,,sport_recife,2019,9.0,4.0,
2019-07-29,20:00,Série B,Matchweek 13,Mon,Home,D,1,1,Guarani,64.0,18403.0,Rafael Thyere,4-2-3-1,4-2-3-1,Grazianni Maciel Rocha,Match Report,,sport_recife,2019,17.0,6.0,
2019-08-01,21:30,Série B,Matchweek 14,Thu,Home,D,1,1,Coritiba,58.0,14151.0,Rafael Thyere,4-2-3-1,4-2-2-2,Vinicius Gomes do Amaral,Match Report,,sport_recife,2019,10.0,4.0,
2019-08-11,16:00,Série B,Matchweek 15,Sun,Away,L,0,1,Criciúma,50.0,3142.0,Rafael Thyere,4-2-3-1,4-3-1-2,Thiago Duarte Peixoto,Match Report,,sport_recife,2019,12.0,3.0,
2019-08-17,16:30,Série B,Matchweek 16,Sat,Home,W,3,0,Botafogo (SP),39.0,15370.0,Sander,4-2-3-1,4-2-3-1,Alexandre Vargas Tavares de Jesus,Match Report,,sport_recife,2019,15.0,6.0,
2019-08-20,21:30,Série B,Matchweek 17,Tue,Away,W,2,0,Vila Nova,55.0,3874.0,Sander,4-2-3-1,4-2-3-1,Wanderson Alves de Souza,Match Report,,sport_recife,2019,13.0,4.0,
2019-08-24,19:00,Série B,Matchweek 18,Sat,Away,D,2,2,Ponte Preta,42.0,3639.0,Rafael Thyere,4-2-3-1,4-2-3-1,Paulo Roberto Alves Júnior,Match Report,,sport_recife,2019,10.0,6.0,
2019-08-27,21:30,Série B,Matchweek 19,Tue,Home,D,1,1,Atl Goianiense,65.0,13375.0,Rafael Thyere,4-2-3-1,4-2-3-1,Leonardo Ferreira Lima,Match Report,,sport_recife,2019,25.0,8.0,
2019-08-31,11:00,Série B,Matchweek 20,Sat,Away,D,0,0,Oeste,50.0,1516.0,Rafael Thyere,4-2-3-1,4-2-3-1,Igor Junior Benevenuto,Match Report,,sport_recife,2019,7.0,3.0,
2019-09-07,19:00,Série B,Matchweek 21,Sat,Home,W,2,1,Bragantino,46.0,19058.0,Sander,4-2-3-1,4-2-3-1,Pathrice Wallace Correa Maia,Match Report,,sport_recife,2019,12.0,3.0,
2019-09-15,16:00,Série B,Matchweek 22,Sun,Away,W,2,1,Figueirense,38.0,3465.0,Sander,4-2-3-1,4-2-3-1,Andrey Da Silva e Silva,Match Report,,sport_recife,2019,10.0,5.0,
2019-09-20,21:30,Série B,Matchweek 23,Fri,Home,L,0,2,América (MG),64.0,18215.0,Sander,4-2-3-1,4-1-4-1,Jonathan Antero Silva,Match Report,,sport_recife,2019,15.0,4.0,
2019-09-24,19:15,Série B,Matchweek 24,Tue,Away,W,2,1,Londrina,55.0,1706.0,Sander,4-2-3-1,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,,sport_recife,2019,15.0,5.0,
2019-09-28,19:00,Série B,Matchweek 25,Sat,Home,W,3,1,Operário,51.0,13124.0,Sander,4-2-3-1,4-2-3-1,Vinicius Gonçalves Dias Araujo,Match Report,,sport_recife,2019,18.0,7.0,
2019-10-03,21:30,Série B,Matchweek 26,Thu,Away,D,2,2,Vitória,67.0,7143.0,Sander,4-2-3-1,4-2-3-1,Felipe Fernandes de Lima,Match Report,,sport_recife,2019,13.0,4.0,
2019-10-07,20:00,Série B,Matchweek 27,Mon,Away,D,1,1,CRB,48.0,7003.0,Sander,4-2-3-1,4-2-3-1,Marcelo de Lima Henrique,Match Report,,sport_recife,2019,9.0,3.0,
2019-10-11,19:15,Série B,Matchweek 28,Fri,Home,W,2,0,São Bento,53.0,13577.0,Sander,4-2-3-1,4-2-3-1,Roger Goulart,Match Report,,sport_recife,2019,12.0,3.0,
2019-10-14,20:00,Série B,Matchweek 29,Mon,Home,W,2,0,Cuiabá,41.0,12626.0,Sander,4-2-3-1,4-2-3-1,Diego Pombo Lopez,Match Report,,sport_recife,2019,9.0,5.0,
2019-10-20,17:00,Série B,Matchweek 30,Sun,Away,D,0,0,Brasil de Pelotas,60.0,4929.0,Sander,4-2-3-1,4-2-3-1,Willian Machado Steffens,Match Report,,sport_recife,2019,9.0,1.0,
2019-10-23,19:15,Série B,Matchweek 31,Wed,Home,W,2,1,Paraná,60.0,14719.0,Sander,4-2-3-1,3-4-3,Dyorgines José Padovani Andrade,Match Report,,sport_recife,2019,19.0,11.0,
2019-10-31,20:15,Série B,Matchweek 32,Thu,Away,L,0,1,Guarani,50.0,3229.0,Sander,4-2-3-1,4-2-3-1,Andrey Da Silva e Silva,Match Report,,sport_recife,2019,6.0,2.0,
2019-11-04,20:00,Série B,Matchweek 33,Mon,Away,D,0,0,Coritiba,52.0,15039.0,Sander,4-2-3-1,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,,sport_recife,2019,11.0,0.0,
2019-11-09,16:30,Série B,Matchweek 34,Sat,Home,W,1,0,Criciúma,60.0,22158.0,Sander,4-2-3-1,4-4-2,Wagner Reway,Match Report,,sport_recife,2019,15.0,1.0,
2019-11-13,21:30,Série B,Matchweek 35,Wed,Away,W,2,0,Botafogo (SP),,1412.0,Luan Polli,4-2-3-1,4-2-3-1,Rafael Traci,Match Report,,sport_recife,2019,0.0,0.0,
2019-11-17,16:00,Série B,Matchweek 36,Sun,Home,D,0,0,Vila Nova,66.0,24420.0,Sander,4-2-3-1,4-3-1-2,Marielson Alves Silva,Match Report,,sport_recife,2019,16.0,4.0,
2019-11-20,21:30,Série B,Matchweek 37,Wed,Home,W,2,1,Ponte Preta,54.0,22067.0,Rafael Thyere,4-2-3-1,4-2-3-1,Joao Batista de Arruda,Match Report,,sport_recife,2019,14.0,7.0,
2019-11-30,16:30,Série B,Matchweek 38,Sat,Away,D,0,0,Atl Goianiense,41.0,6695.0,Sander,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,,sport_recife,2019,8.0,2.0,
2019-04-29,20:00,Série B,Matchweek 1,Mon,Home,W,2,0,Ponte Preta,33.0,31167.0,Wilson,4-4-2,4-2-3-1,Ronei Candido Alves,Match Report,,coritiba,2019,16.0,5.0,
2019-05-03,21:30,Série B,Matchweek 2,Fri,Away,D,1,1,Atl Goianiense,47.0,3393.0,Wilson,4-1-4-1,4-2-3-1,Douglas Marques das Flores,Match Report,,coritiba,2019,9.0,3.0,
2019-05-09,21:30,Série B,Matchweek 3,Thu,Home,D,0,0,Londrina,57.0,33471.0,Wilson,4-2-3-1,4-2-3-1,Thiago Duarte Peixoto,Match Report,,coritiba,2019,19.0,4.0,
2019-05-20,20:00,Série B,Matchweek 4,Mon,Away,L,0,1,CRB,62.0,3526.0,Wilson,4-1-4-1,4-2-3-1,Grazianni Maciel Rocha,Match Report,,coritiba,2019,21.0,8.0,
2019-05-25,11:00,Série B,Matchweek 5,Sat,Home,W,2,1,Cuiabá,46.0,39252.0,Wilson,4-2-3-1,4-2-3-1,Gilberto Rodrigues Castro Junior,Match Report,,coritiba,2019,9.0,2.0,
2019-06-03,20:00,Série B,Matchweek 6,Mon,Away,D,1,1,América (MG),50.0,1496.0,Wilson,4-2-3-1,4-3-3,Alexandre Vargas Tavares de Jesus,Match Report,,coritiba,2019,13.0,1.0,
2019-06-08,18:00,Série B,Matchweek 7,Sat,Home,L,2,3,Paraná,57.0,35586.0,Wilson,4-2-3-1,4-4-2,Marcelo Aparecido Ribeiro De Souza,Match Report,,coritiba,2019,14.0,5.0,
2019-06-11,21:30,Série B,Matchweek 8,Tue,Away,W,1,0,Guarani,51.0,2089.0,Wilson,4-2-3-1,4-1-4-1,Leo Simão Holanda,Match Report,,coritiba,2019,12.0,3.0,
2019-07-09,21:30,Série B,Matchweek 9,Tue,Away,L,1,2,Criciúma,35.0,2489.0,Wilson,4-1-4-1,4-3-3,Wanderson Alves de Souza,Match Report,,coritiba,2019,6.0,2.0,
2019-07-16,19:15,Série B,Matchweek 10,Tue,Home,W,2,1,São Bento,55.0,18351.0,Wilson,4-2-3-1,4-1-4-1,Rodrigo Nunes de Sá,Match Report,,coritiba,2019,21.0,3.0,
2019-07-23,19:15,Série B,Matchweek 11,Tue,Home,W,2,0,Vila Nova,41.0,21030.0,Rodrigão,4-2-3-1,4-2-3-1,Willian Machado Steffens,Match Report,,coritiba,2019,10.0,3.0,
2019-07-26,19:15,Série B,Matchweek 12,Fri,Away,D,1,1,Operário,54.0,5675.0,Rodrigão,4-2-3-1,4-2-3-1,Vinicius Furlan,Match Report,,coritiba,2019,5.0,2.0,
2019-07-29,20:00,Série B,Matchweek 13,Mon,Home,W,3,2,Botafogo (SP),44.0,23436.0,Rodrigão,4-1-4-1,4-2-3-1,Luis César De Oliveira Magalhães,Match Report,,coritiba,2019,14.0,5.0,
2019-08-01,21:30,Série B,Matchweek 14,Thu,Away,D,1,1,Sport Recife,42.0,14151.0,William Matheus,4-2-2-2,4-2-3-1,Vinicius Gomes do Amaral,Match Report,,coritiba,2019,12.0,4.0,
2019-08-10,16:30,Série B,Matchweek 15,Sat,Home,W,2,0,Figueirense,60.0,36596.0,Rodrigão,4-1-4-1,4-4-1-1,André Luiz de Freitas Castro,Match Report,,coritiba,2019,16.0,3.0,
2019-08-13,21:30,Série B,Matchweek 16,Tue,Home,W,2,0,Brasil de Pelotas,56.0,15489.0,Rodrigão,4-1-4-1,4-2-3-1,Felipe Fernandes de Lima,Match Report,,coritiba,2019,20.0,9.0,
2019-08-19,20:00,Série B,Matchweek 17,Mon,Away,W,2,0,Oeste,46.0,838.0,Rodrigão,4-1-4-1,4-2-3-1,Denis Ribeiro Serafim,Match Report,,coritiba,2019,8.0,3.0,
2019-08-22,21:30,Série B,Matchweek 18,Thu,Away,D,1,1,Bragantino,58.0,6714.0,Rodrigão,4-1-4-1,4-2-3-1,Jean Pierre Goncalves Lima,Match Report,,coritiba,2019,11.0,7.0,
2019-08-27,19:15,Série B,Matchweek 19,Tue,Home,D,1,1,Vitória,65.0,20670.0,Rodrigão,4-1-4-1,4-2-3-1,Pablo Ramón Goncalves Pinheiro,Match Report,,coritiba,2019,24.0,7.0,
2019-08-31,16:30,Série B,Matchweek 20,Sat,Away,L,0,1,Ponte Preta,65.0,4289.0,Rodrigão,4-1-4-1,4-2-3-1,Rodrigo Carvalhaes de Miranda,Match Report,,coritiba,2019,12.0,2.0,
2019-09-08,11:00,Série B,Matchweek 21,Sun,Home,L,1,2,Atl Goianiense,60.0,14931.0,Rodrigão,4-2-3-1,4-2-3-1,Christiano Gayo Nascimento,Match Report,,coritiba,2019,13.0,3.0,
2019-09-14,11:00,Série B,Matchweek 22,Sat,Away,L,1,2,Londrina,52.0,3921.0,Rafael Lima,4-1-4-1,4-2-3-1,Jose Mendonca da Silva Junior,Match Report,,coritiba,2019,5.0,2.0,
2019-09-21,19:00,Série B,Matchweek 23,Sat,Home,L,0,2,CRB,66.0,7220.0,Rodrigão,4-1-4-1,4-2-3-1,Dyorgines José Padovani Andrade,Match Report,,coritiba,2019,29.0,12.0,
2019-09-28,16:30,Série B,Matchweek 25,Sat,Home,W,2,1,América (MG),46.0,11486.0,Rodrigão,4-2-3-1,4-1-4-1,Marcelo de Lima Henrique,Match Report,,coritiba,2019,8.0,4.0,
2019-10-05,16:30,Série B,Matchweek 26,Sat,Away,L,0,2,Paraná,68.0,11630.0,Rodrigão,4-2-3-1,4-2-3-1,Lucas Paulo Torezin,Match Report,,coritiba,2019,14.0,3.0,
2019-10-08,19:15,Série B,Matchweek 27,Tue,Home,W,1,0,Guarani,37.0,9150.0,Alex Muralha,4-4-2,4-2-3-1,Adriano Barros Carneiro,Match Report,,coritiba,2019,14.0,2.0,
2019-10-12,16:30,Série B,Matchweek 28,Sat,Home,W,1,0,Criciúma,57.0,18084.0,Alex Muralha,4-4-2,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,,coritiba,2019,13.0,1.0,
2019-10-15,21:30,Série B,Matchweek 29,Tue,Away,W,2,1,São Bento,30.0,1697.0,Alex Muralha,4-4-2,4-2-3-1,Wanderson Alves de Souza,Match Report,,coritiba,2019,10.0,4.0,
2019-10-19,16:30,Série B,Matchweek 30,Sat,Away,D,2,2,Vila Nova,61.0,3514.0,Alex Muralha,4-4-2,4-2-3-1,Roger Goulart,Match Report,,coritiba,2019,8.0,3.0,
2019-10-24,21:30,Série B,Matchweek 31,Thu,Home,D,0,0,Operário,57.0,20758.0,Alex Muralha,4-4-2,4-2-3-1,Leonardo Ferreira Lima,Match Report,,coritiba,2019,15.0,3.0,
2019-10-29,21:30,Série B,Matchweek 24,Tue,Away,D,3,3,Cuiabá,48.0,3195.0,Alex Muralha,4-2-2-2,4-2-3-1,Rodrigo D'Alonso Ferreira,Match Report,,coritiba,2019,9.0,5.0,
2019-11-01,19:15,Série B,Matchweek 32,Fri,Away,W,1,0,Botafogo (SP),34.0,2895.0,Alex Muralha,4-2-3-1,4-2-3-1,Rodrigo Carvalhaes de Miranda,Match Report,,coritiba,2019,3.0,1.0,
2019-11-04,20:00,Série B,Matchweek 33,Mon,Home,D,0,0,Sport Recife,48.0,15039.0,Alex Muralha,4-2-3-1,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,,coritiba,2019,6.0,1.0,
2019-11-08,21:30,Série B,Matchweek 34,Fri,Away,D,1,1,Figueirense,35.0,5727.0,Alex Muralha,4-4-2,4-2-3-1,Alexandre Vargas Tavares de Jesus,Match Report,,coritiba,2019,13.0,4.0,
2019-11-12,20:15,Série B,Matchweek 35,Tue,Away,W,2,0,Brasil de Pelotas,34.0,3291.0,Alex Muralha,4-4-2,4-2-3-1,Raphael Claus,Match Report,,coritiba,2019,7.0,4.0,
2019-11-16,16:30,Série B,Matchweek 36,Sat,Home,W,1,0,Oeste,42.0,21476.0,Alex Muralha,4-4-2,4-2-3-1,Andrey Da Silva e Silva,Match Report,,coritiba,2019,12.0,2.0,
2019-11-24,16:00,Série B,Matchweek 37,Sun,Home,W,1,0,Bragantino,42.0,39619.0,Alex Muralha,4-4-2,4-3-3,Anderson Daronco,Match Report,,coritiba,2019,11.0,4.0,
2019-11-30,16:30,Série B,Matchweek 38,Sat,Away,W,2,1,Vitória,46.0,4177.0,Alex Muralha,4-4-2,4-2-3-1,Luiz Flávio de Oliveira,Match Report,,coritiba,2019,12.0,7.0,
2019-04-26,21:30,Série B,Matchweek 1,Fri,Away,W,3,1,São Bento,39.0,1591.0,Pedro Bambú Gonzaga,4-2-3-1,4-2-3-1,Vinicius Gomes do Amaral,Match Report,,atletico_goianiense,2019,11.0,6.0,
2019-05-03,21:30,Série B,Matchweek 2,Fri,Home,D,1,1,Coritiba,53.0,3393.0,Pedro Bambú Gonzaga,4-2-3-1,4-1-4-1,Douglas Marques das Flores,Match Report,,atletico_goianiense,2019,22.0,8.0,
2019-05-10,19:15,Série B,Matchweek 3,Fri,Away,L,0,3,Bragantino,44.0,6743.0,Pedro Bambú Gonzaga,4-2-3-1,4-2-3-1,Rodrigo Nunes de Sá,Match Report,,atletico_goianiense,2019,6.0,1.0,
2019-05-17,19:15,Série B,Matchweek 4,Fri,Home,W,3,1,Criciúma,45.0,1951.0,Pedro Bambú Gonzaga,4-2-3-1,4-3-3,Rafael Martins Diniz,Match Report,,atletico_goianiense,2019,17.0,7.0,
2019-05-26,16:00,Série B,Matchweek 5,Sun,Home,D,1,1,Vitória,53.0,3236.0,Pedro Bambú Gonzaga,4-2-3-1,4-3-3,Leandro Bizzio Marinho,Match Report,,atletico_goianiense,2019,19.0,6.0,
2019-05-31,19:15,Série B,Matchweek 6,Fri,Away,L,0,1,Figueirense,53.0,2173.0,Pedro Bambú Gonzaga,4-2-3-1,4-1-4-1,Leandro Pedro Vuaden,Match Report,,atletico_goianiense,2019,9.0,0.0,
2019-06-06,19:15,Série B,Matchweek 7,Thu,Home,W,1,0,Guarani,53.0,2313.0,Pedro Bambú Gonzaga,4-2-3-1,4-1-4-1,Pablo Ramón Goncalves Pinheiro,Match Report,,atletico_goianiense,2019,14.0,5.0,
2019-06-11,19:30,Série B,Matchweek 8,Tue,Away,W,1,0,Cuiabá,41.0,3962.0,Gilvan,4-2-3-1,4-3-2-1,Adriano Milczvski,Match Report,,atletico_goianiense,2019,13.0,4.0,
2019-07-13,16:30,Série B,Matchweek 9,Sat,Home,W,2,0,Vila Nova,40.0,4654.0,Gilvan,4-2-3-1,4-2-3-1,Luiz Flávio de Oliveira,Match Report,,atletico_goianiense,2019,15.0,9.0,
2019-07-16,21:30,Série B,Matchweek 10,Tue,Away,D,0,0,Ponte Preta,39.0,4621.0,Gilvan,4-4-2,4-3-1-2,Luis César De Oliveira Magalhães,Match Report,,atletico_goianiense,2019,12.0,1.0,
