Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,team_name,season,Sh,SoT,Dist
2023-09-10,18:00,Série B,Matchweek 27,Sun,Away,L,0,6,CRB,47,14896.0,Osvaldo,4-3-3,4-3-3,Luiz Flávio de Oliveira,Match Report,,vitoria,2023,11,3,
2023-09-17,18:00,Série B,Matchweek 28,Sun,Home,W,3,0,Avaí,46,24082.0,Zeca,4-2-3-1,4-3-3,Flavio de Souza,Match Report,,vitoria,2023,14,8,
2023-09-22,21:30,Série B,Matchweek 29,Fri,Away,W,2,0,Ituano,47,1804.0,Osvaldo,4-2-3-1,4-2-3-1,Felipe Fernandes de Lima,Match Report,,vitoria,2023,10,2,
2023-09-29,21:30,Série B,Matchweek 30,Fri,Home,W,1,0,Tombense Futebol Clube,52,28506.0,Osvaldo,4-2-3-1,4-3-3,Marcelo de Lima Henrique,Match Report,,vitoria,2023,13,5,
2023-10-08,18:00,Série B,Matchweek 31,Sun,Away,L,0,1,Criciúma,55,8424.0,Osvaldo,4-2-3-1,4-3-3,Caio Max Augusto Vieira,Match Report,,vitoria,2023,17,5,
2023-10-15,18:00,Série B,Matchweek 32,Sun,Home,W,2,0,Guarani,62,29093.0,Osvaldo,4-1-4-1,4-4-2,Wagner do Nascimento Magalhães,Match Report,,vitoria,2023,16,7,
2023-10-20,19:00,Série B,Matchweek 33,Fri,Away,W,1,0,Sampaio Corrêa,50,6611.0,Osvaldo,4-2-3-1,4-1-4-1,Savio Pereira,Match Report,,vitoria,2023,17,6,
2023-10-29,19:00,Série B,Matchweek 34,Sun,Home,D,0,0,Juventude,59,29146.0,Osvaldo,4-2-3-1,4-3-3,Felipe Fernandes de Lima,Match Report,,vitoria,2023,7,2,
2023-11-05,18:00,Série B,Matchweek 35,Sun,Home,D,1,1,Vila Nova,66,29168.0,Zeca,4-2-3-1,4-4-2,Marcelo de Lima Henrique,Match Report,,vitoria,2023,17,5,
2023-11-12,18:00,Série B,Matchweek 36,Sun,Away,W,2,1,Novorizontino,43,4161.0,Zeca,4-3-3,3-4-3,Alisson Sidnei Furtado,Match Report,,vitoria,2023,11,5,
2023-11-18,17:00,Série B,Matchweek 37,Sat,Home,W,1,0,Sport Recife,51,29168.0,Zeca,4-3-3,4-3-3,Paulo Zanovelli,Match Report,,vitoria,2023,19,5,
2023-11-25,17:00,Série B,Matchweek 38,Sat,Away,L,1,3,Chapecoense,46,11171.0,Marco Carvalho,4-3-3,4-4-2,Rafael Rodrigo Klein,Match Report,,vitoria,2023,11,3,
2023-04-15,18:15,Série B,Matchweek 1,Sat,Home,L,1,2,Botafogo (SP),65,3243.0,Jadson,4-2-3-1,4-2-3-1,Yuri Elino Ferreira da Cruz,Match Report,,juventude,2023,20,5,
2023-04-22,17:00,Série B,Matchweek 2,Sat,Away,L,0,1,Novorizontino,53,1792.0,Nenê,4-2-3-1,3-4-3,Emerson Ricardo de Almeida Andrade,Match Report,,juventude,2023,9,2,
2023-04-30,18:15,Série B,Matchweek 3,Sun,Away,L,0,1,Vila Nova,63,8177.0,Nenê,4-2-3-1,4-3-3,Diego Pombo Lopez,Match Report,,juventude,2023,7,3,
2023-05-03,19:00,Série B,Matchweek 4,Wed,Home,W,1,0,Guarani,38,1460.0,Nenê,4-4-2,4-2-3-1,Dyorgines José Padovani Andrade,Match Report,,juventude,2023,11,7,
2023-05-06,18:15,Série B,Matchweek 5,Sat,Away,L,1,2,Sampaio Corrêa,58,2875.0,Jadson,4-4-2,3-4-3,Felipe Fernandes de Lima,Match Report,,juventude,2023,16,1,
2023-05-13,16:00,Série B,Matchweek 6,Sat,Home,L,0,1,Mirassol,47,1994.0,Nenê,4-4-2,4-3-3,Fabio Augusto de Sá Junior,Match Report,,juventude,2023,15,5,
2023-05-21,11:00,Série B,Matchweek 7,Sun,Away,W,2,0,Chapecoense,45,4930.0,Nenê,4-2-3-1,4-3-3,Matheus Delgado Candançan,Match Report,,juventude,2023,18,5,
2023-05-24,19:00,Série B,Matchweek 8,Wed,Home,W,3,0,Atl Goianiense,46,2568.0,Nenê,4-2-3-1,4-2-3-1,Paulo Cesar Zanovelli da Silva,Match Report,,juventude,2023,10,6,
2023-05-27,17:00,Série B,Matchweek 9,Sat,Away,W,2,1,CRB,51,2522.0,Nenê,4-2-3-1,4-2-3-1,Vinicius Gonçalves Dias Araujo,Match Report,,juventude,2023,15,6,
2023-06-03,16:00,Série B,Matchweek 10,Sat,Home,W,3,2,Avaí,60,5197.0,Nenê,4-4-2◆,5-4-1,Bruno Mota Correia,Match Report,,juventude,2023,13,7,
2023-06-08,16:00,Série B,Matchweek 11,Thu,Away,W,1,0,Criciúma,48,18223.0,Nenê,4-2-3-1,4-4-2,Maguielson Lima Barbosa,Match Report,,juventude,2023,10,3,
2023-06-11,18:15,Série B,Matchweek 12,Sun,Home,L,1,2,Tombense Futebol Clube,65,2816.0,Nenê,4-2-3-1,4-2-3-1,Paulo Henrique Schleinch Vollkopf,Match Report,,juventude,2023,18,5,
2023-06-22,21:30,Série B,Matchweek 13,Thu,Away,L,0,3,Sport Recife,59,14136.0,Nenê,4-2-3-1,4-2-3-1,Matheus Delgado Candançan,Match Report,,juventude,2023,13,2,
2023-06-28,21:30,Série B,Matchweek 14,Wed,Away,W,2,1,Londrina,47,422.0,Nenê,4-2-3-1,4-2-3-1,Dyorgines José Padovani Andrade,Match Report,,juventude,2023,11,5,
2023-07-02,15:30,Série B,Matchweek 15,Sun,Home,W,1,0,Vitória,50,5195.0,Nenê,4-2-3-1,5-4-1,Vinicius Gonçalves Dias Araujo,Match Report,,juventude,2023,17,3,
2023-07-08,17:00,Série B,Matchweek 16,Sat,Away,D,1,1,Ituano,39,1305.0,Nenê,4-4-2,4-2-3-1,Luiz Augusto Silveira Tisne,Match Report,,juventude,2023,9,3,
2023-07-15,11:00,Série B,Matchweek 17,Sat,Home,D,1,1,ABC,61,3194.0,Nenê,4-4-2,4-2-3-1,Maguielson Lima Barbosa,Match Report,,juventude,2023,19,4,
2023-07-18,21:30,Série B,Matchweek 18,Tue,Away,D,0,0,Ponte Preta,53,2315.0,Nenê,4-2-3-1,4-2-3-1,Marielson Alves Silva,Match Report,,juventude,2023,16,3,
2023-07-23,15:30,Série B,Matchweek 19,Sun,Home,W,1,0,Ceará,55,4103.0,Nenê,4-2-3-1,4-2-3-1,Denis da Silva Ribeiro Serafim,Match Report,,juventude,2023,10,4,
2023-07-29,15:30,Série B,Matchweek 20,Sat,Away,W,2,0,Botafogo (SP),45,5180.0,Alan Ruschel,4-2-3-1,4-2-3-1,Davi de Oliveira Lacerda,Match Report,,juventude,2023,8,3,
2023-08-02,21:30,Série B,Matchweek 21,Wed,Home,W,1,0,Novorizontino,55,3976.0,Nenê,4-4-2,3-4-3,Luiz Augusto Silveira Tisne,Match Report,,juventude,2023,16,5,
2023-08-07,18:00,Série B,Matchweek 22,Mon,Home,L,0,2,Vila Nova,64,3432.0,Nenê,4-4-2,4-2-3-1,Leo Simão Holanda,Match Report,,juventude,2023,11,3,
2023-08-13,15:45,Série B,Matchweek 23,Sun,Away,W,1,0,Guarani,34,6570.0,Nenê,4-4-2,4-4-2,Marielson Alves Silva,Match Report,,juventude,2023,8,1,
2023-08-19,18:00,Série B,Matchweek 24,Sat,Home,D,0,0,Sampaio Corrêa,72,6630.0,Nenê,4-3-3,4-2-3-1,Jefferson Ferreira de Moraes,Match Report,,juventude,2023,17,1,
2023-08-22,19:00,Série B,Matchweek 25,Tue,Away,W,1,0,Mirassol,37,1909.0,Nenê,3-4-3,4-2-3-1,Denis da Silva Ribeiro Serafim,Match Report,,juventude,2023,5,1,
2023-08-31,21:30,Série B,Matchweek 26,Thu,Home,D,0,0,Chapecoense,60,5410.0,Alan Ruschel,4-3-3,5-3-2,Maguielson Lima Barbosa,Match Report,,juventude,2023,18,3,
2023-09-10,15:45,Série B,Matchweek 27,Sun,Away,L,0,3,Atl Goianiense,50,8996.0,Nenê,4-2-3-1,4-2-3-1,João Vitor Gobi,Match Report,,juventude,2023,9,3,
2023-09-16,18:00,Série B,Matchweek 28,Sat,Home,W,3,1,CRB,50,4927.0,Alan Ruschel,4-4-2,4-3-3,Arthur Gomes Rabelo,Match Report,,juventude,2023,14,6,
2023-09-25,18:30,Série B,Matchweek 29,Mon,Away,W,2,0,Avaí,44,4041.0,Alan Ruschel,4-4-2,4-3-3,Dyorgines José Padovani Andrade,Match Report,,juventude,2023,11,5,
2023-09-30,15:30,Série B,Matchweek 30,Sat,Home,W,1,0,Criciúma,47,14213.0,Alan Ruschel,4-3-3,4-3-3,André Luiz Skettino Policarpo Bento,Match Report,,juventude,2023,6,2,
2023-10-07,15:30,Série B,Matchweek 31,Sat,Away,D,1,1,Tombense Futebol Clube,61,2407.0,Nenê,4-3-3,4-5-1,Alisson Sidnei Furtado,Match Report,,juventude,2023,15,3,
2023-10-16,20:00,Série B,Matchweek 32,Mon,Home,D,2,2,Sport Recife,48,19924.0,Nenê,4-3-3,4-3-3,Savio Pereira,Match Report,,juventude,2023,10,3,
2023-10-21,18:00,Série B,Matchweek 33,Sat,Home,D,2,2,Londrina,60,12161.0,Nenê,4-3-3,4-3-3,Paulo Henrique Schleinch Vollkopf,Match Report,,juventude,2023,31,8,
2023-10-29,19:00,Série B,Matchweek 34,Sun,Away,D,0,0,Vitória,41,29146.0,Nenê,4-3-3,4-2-3-1,Felipe Fernandes de Lima,Match Report,,juventude,2023,8,2,
2023-11-03,21:30,Série B,Matchweek 35,Fri,Home,W,2,1,Ituano,61,9238.0,Alan Ruschel,4-3-3,4-4-2,Dyorgines José Padovani Andrade,Match Report,,juventude,2023,20,9,
2023-11-14,21:30,Série B,Matchweek 36,Tue,Away,D,0,0,ABC,34,965.0,Alan Ruschel,4-3-3,4-3-3,Bruno Mota Correia,Match Report,,juventude,2023,12,1,
2023-11-18,17:00,Série B,Matchweek 37,Sat,Home,D,0,0,Ponte Preta,53,13157.0,Alan Ruschel,4-3-3,4-3-3,Wagner do Nascimento Magalhães,Match Report,,juventude,2023,11,5,
2023-11-25,17:00,Série B,Matchweek 38,Sat,Away,W,3,1,Ceará,43,7555.0,Alan Ruschel,4-3-3,4-3-3,Caio Max Augusto Vieira,Match Report,,juventude,2023,11,6,
2023-04-16,11:00,Série B,Matchweek 1,Sun,Home,W,2,0,Tombense Futebol Clube,36,13871.0,Rodrigo Fagundes,4-2-2-2,4-2-3-1,Denis da Silva Ribeiro Serafim,Match Report,,criciuma,2023,14,6,
2023-04-21,21:30,Série B,Matchweek 2,Fri,Away,W,2,1,Ponte Preta,45,,Rodrigo Fagundes,4-2-2-2,4-2-3-1,Leandro Pedro Vuaden,Match Report,,criciuma,2023,10,5,
2023-04-28,19:00,Série B,Matchweek 3,Fri,Home,W,1,0,Avaí,55,15747.0,Rodrigo Fagundes,4-4-2,4-3-3,Wagner do Nascimento Magalhães,Match Report,,criciuma,2023,12,3,
2023-05-01,16:00,Série B,Matchweek 4,Mon,Away,D,1,1,Londrina,53,1402.0,Rodrigo Fagundes,4-2-2-2,4-2-3-1,Matheus Delgado Candançan,Match Report,,criciuma,2023,18,3,
2023-05-06,16:00,Série B,Matchweek 5,Sat,Home,W,2,1,Ituano,52,15062.0,Rodrigo Fagundes,4-4-2,4-2-3-1,Leandro Pedro Vuaden,Match Report,,criciuma,2023,14,6,
2023-05-12,19:00,Série B,Matchweek 6,Fri,Away,D,0,0,Vila Nova,44,9081.0,Rodrigo Fagundes,4-2-3-1,4-2-3-1,André Luiz Skettino Policarpo Bento,Match Report,,criciuma,2023,3,1,
2023-05-21,15:30,Série B,Matchweek 7,Sun,Home,L,1,2,Ceará,60,16073.0,Gustavo,4-4-2,4-2-3-1,Wilton Sampaio,Match Report,,criciuma,2023,22,9,
2023-05-24,21:30,Série B,Matchweek 8,Wed,Home,W,1,0,Sport Recife,45,13709.0,Rodrigo Fagundes,4-2-3-1,4-2-3-1,João Vitor Gobi,Match Report,,criciuma,2023,19,5,
2023-05-28,15:30,Série B,Matchweek 9,Sun,Away,L,0,1,Mirassol,51,1695.0,Rodrigo Fagundes,4-2-2-2,4-2-3-1,Felipe Fernandes de Lima,Match Report,,criciuma,2023,7,1,
2023-06-02,21:30,Série B,Matchweek 10,Fri,Home,W,3,0,Atl Goianiense,45,14243.0,Rodrigo Fagundes,4-4-2,4-2-3-1,Rafael Rodrigo Klein,Match Report,,criciuma,2023,17,9,
2023-06-08,16:00,Série B,Matchweek 11,Thu,Home,L,0,1,Juventude,52,18223.0,Rodrigo Fagundes,4-4-2,4-2-3-1,Maguielson Lima Barbosa,Match Report,,criciuma,2023,17,3,
2023-06-11,18:00,Série B,Matchweek 12,Sun,Away,W,1,0,Vitória,39,27541.0,Rodrigo Fagundes,4-3-3,4-2-3-1,Flavio Rodrigues de Souza,Match Report,,criciuma,2023,7,2,
2023-06-24,17:00,Série B,Matchweek 13,Sat,Away,D,1,1,Chapecoense,57,6170.0,Rodrigo Fagundes,4-3-3,4-3-3,Paulo Cesar Zanovelli da Silva,Match Report,,criciuma,2023,15,4,
2023-06-27,19:00,Série B,Matchweek 14,Tue,Home,W,2,1,CRB,39,12687.0,Rodrigo Fagundes,4-3-3,4-2-3-1,Marcelo de Lima Henrique,Match Report,,criciuma,2023,12,8,
2023-07-01,17:00,Série B,Matchweek 15,Sat,Away,W,2,0,Sampaio Corrêa,46,2248.0,Rodrigo Fagundes,4-3-3,4-3-3,Paulo Henrique de Melo Salmazio,Match Report,,criciuma,2023,11,4,
2023-07-08,14:30,Série B,Matchweek 16,Sat,Away,W,1,0,ABC,36,8765.0,Rodrigo Fagundes,4-3-3,4-2-3-1,Ivan da Silva Guimarães Jr.,Match Report,,criciuma,2023,4,2,
2023-07-13,20:00,Série B,Matchweek 17,Thu,Home,D,1,1,Guarani,63,12873.0,Rodrigo Fagundes,4-3-3,4-2-3-1,Denis da Silva Ribeiro Serafim,Match Report,,criciuma,2023,21,7,
2023-07-17,20:00,Série B,Matchweek 18,Mon,Away,L,0,1,Botafogo (SP),58,4384.0,Rodrigo Fagundes,4-3-3,4-2-3-1,Lucas Paulo Torezin,Match Report,,criciuma,2023,9,1,
2023-07-22,17:00,Série B,Matchweek 19,Sat,Home,L,0,1,Novorizontino,58,14451.0,Rodrigo Fagundes,4-3-3,3-4-3,Diego Pombo Lopez,Match Report,,criciuma,2023,15,4,
2023-07-30,11:00,Série B,Matchweek 20,Sun,Away,D,2,2,Tombense Futebol Clube,37,594.0,Gustavo,4-3-3,4-2-3-1,Savio Pereira,Match Report,,criciuma,2023,13,2,
2023-08-02,19:00,Série B,Matchweek 21,Wed,Home,W,2,1,Ponte Preta,61,12864.0,Rodrigo Fagundes,4-3-3,4-3-3,Marcelo de Lima Henrique,Match Report,,criciuma,2023,19,4,
2023-08-05,15:30,Série B,Matchweek 22,Sat,Away,L,0,1,Avaí,55,11127.0,Rodrigo Fagundes,4-2-3-1,4-3-3,Flavio de Souza,Match Report,,criciuma,2023,21,5,
2023-08-12,15:30,Série B,Matchweek 23,Sat,Home,W,2,0,Londrina,59,13642.0,Rodrigo Fagundes,4-2-3-1,4-2-3-1,Dyorgines José Padovani Andrade,Match Report,,criciuma,2023,15,7,
2023-08-19,17:00,Série B,Matchweek 24,Sat,Away,L,0,3,Ituano,50,1343.0,Rodrigo Fagundes,4-2-3-1,4-2-3-1,Leandro Pedro Vuaden,Match Report,,criciuma,2023,10,2,
2023-08-22,21:30,Série B,Matchweek 25,Tue,Home,W,1,0,Vila Nova,39,11815.0,Rodrigo Fagundes,4-3-3,4-3-3,Bruno Mota Correia,Match Report,,criciuma,2023,8,1,
2023-09-02,17:00,Série B,Matchweek 26,Sat,Away,L,0,1,Ceará,55,22452.0,Gustavo,4-3-3,4-2-3-1,Jose Mendonca da Silva Junior,Match Report,,criciuma,2023,17,6,
2023-09-09,20:45,Série B,Matchweek 27,Sat,Away,D,3,3,Sport Recife,53,24201.0,Rodrigo Fagundes,4-3-3,4-4-2,Flavio de Souza,Match Report,,criciuma,2023,11,4,
2023-09-16,15:30,Série B,Matchweek 28,Sat,Home,W,2,1,Mirassol,35,14070.0,Rodrigo Fagundes,4-3-3,4-4-2,Yuri Elino Ferreira da Cruz,Match Report,,criciuma,2023,4,1,
2023-09-22,21:30,Série B,Matchweek 29,Fri,Away,L,1,3,Atl Goianiense,50,6787.0,Rodrigo Fagundes,4-3-3,4-2-3-1,Edina Alves Batista,Match Report,,criciuma,2023,11,3,
2023-09-30,15:30,Série B,Matchweek 30,Sat,Away,L,0,1,Juventude,53,14213.0,Rodrigo Fagundes,4-3-3,4-3-3,André Luiz Skettino Policarpo Bento,Match Report,,criciuma,2023,16,6,
2023-10-08,18:00,Série B,Matchweek 31,Sun,Home,W,1,0,Vitória,45,8424.0,Rodrigo Fagundes,4-3-3,4-2-3-1,Caio Max Augusto Vieira,Match Report,,criciuma,2023,17,4,
2023-10-13,21:30,Série B,Matchweek 32,Fri,Home,L,1,2,Chapecoense,63,14012.0,Rodrigo Fagundes,4-3-3,4-3-3,Ramon Abatti,Match Report,,criciuma,2023,15,8,
2023-10-21,17:00,Série B,Matchweek 33,Sat,Away,W,1,0,CRB,33,4411.0,Rodrigo Fagundes,3-4-3,4-3-3,Felipe Fernandes de Lima,Match Report,,criciuma,2023,10,5,
2023-10-28,15:30,Série B,Matchweek 34,Sat,Home,W,3,0,Sampaio Corrêa,53,12152.0,Rodrigo Fagundes,4-3-2-1,4-1-4-1,Bruno Mota Correia,Match Report,,criciuma,2023,10,4,
2023-11-07,21:30,Série B,Matchweek 35,Tue,Home,W,1,0,ABC,49,15074.0,Rodrigo Fagundes,4-4-2,4-2-3-1,Arthur Gomes Rabelo,Match Report,,criciuma,2023,21,8,
2023-11-14,19:00,Série B,Matchweek 36,Tue,Away,D,1,1,Guarani,30,6497.0,Rodrigo Fagundes,4-4-2,4-4-2,André Luiz Skettino Policarpo Bento,Match Report,,criciuma,2023,6,3,
2023-11-18,17:00,Série B,Matchweek 37,Sat,Home,W,3,0,Botafogo (SP),56,18673.0,Rodrigo Fagundes,4-4-2,4-4-2,Yuri Elino Ferreira da Cruz,Match Report,,criciuma,2023,27,14,
2023-11-25,17:00,Série B,Matchweek 38,Sat,Away,L,0,2,Novorizontino,55,3666.0,Rodrigo Fagundes,4-2-3-1,3-4-3,Denis da Silva Ribeiro Serafim,Match Report,,criciuma,2023,7,3,
2023-04-15,17:00,Série B,Matchweek 1,Sat,Away,D,3,3,Sampaio Corrêa,49,3290.0,Ronaldo,4-2-3-1,4-2-3-1,João Vitor Gobi,Match Report,,atletico_goianiense,2023,12,5,
2023-04-21,16:30,Série B,Matchweek 2,Fri,Home,W,2,1,CRB,37,4295.0,Ronaldo,4-2-3-1,4-3-3,Felipe Fernandes de Lima,Match Report,,atletico_goianiense,2023,8,5,
2023-04-29,18:15,Série B,Matchweek 3,Sat,Away,D,1,1,Tombense Futebol Clube,48,742.0,Ronaldo,4-2-3-1,4-2-3-1,Thiago Luis Scarascati,Match Report,,atletico_goianiense,2023,13,4,
2023-05-02,21:30,Série B,Matchweek 4,Tue,Home,W,2,1,Chapecoense,54,2379.0,Ronaldo,4-2-3-1,4-4-2,Yuri Elino Ferreira da Cruz,Match Report,,atletico_goianiense,2023,13,4,
2023-05-08,20:00,Série B,Matchweek 5,Mon,Home,W,2,1,Londrina,40,4140.0,Ronaldo,4-2-3-1,4-2-3-1,Rodrigo José Pereira de Lima,Match Report,,atletico_goianiense,2023,8,4,
2023-05-14,18:00,Série B,Matchweek 6,Sun,Away,W,3,2,Vitória,46,27415.0,Ronaldo,4-2-3-1,4-2-3-1,João Vitor Gobi,Match Report,,atletico_goianiense,2023,10,5,
2023-05-19,21:30,Série B,Matchweek 7,Fri,Home,D,0,0,Avaí,60,4980.0,Ronaldo,4-2-3-1,4-4-2,Vinicius Gonçalves Dias Araujo,Match Report,,atletico_goianiense,2023,16,8,
2023-05-24,19:00,Série B,Matchweek 8,Wed,Away,L,0,3,Juventude,54,2568.0,Ronaldo,4-2-3-1,4-2-3-1,Paulo Cesar Zanovelli da Silva,Match Report,,atletico_goianiense,2023,13,1,
2023-05-27,18:00,Série B,Matchweek 9,Sat,Home,D,1,1,Botafogo (SP),68,2986.0,Ronaldo,4-2-3-1,4-2-3-1,Caio Max Augusto Vieira,Match Report,,atletico_goianiense,2023,16,4,
2023-06-02,21:30,Série B,Matchweek 10,Fri,Away,L,0,3,Criciúma,55,14243.0,Ronaldo,4-2-3-1,4-4-2,Rafael Rodrigo Klein,Match Report,,atletico_goianiense,2023,11,3,
2023-06-06,21:30,Série B,Matchweek 11,Tue,Home,L,0,3,Ceará,58,2862.0,Ronaldo,4-2-3-1,4-2-3-1,Matheus Delgado Candançan,Match Report,,atletico_goianiense,2023,24,5,
2023-06-10,17:00,Série B,Matchweek 12,Sat,Away,D,1,1,Ituano,64,1151.0,Gustavo Coutinho,3-4-3,4-2-3-1,Wagner do Nascimento Magalhães,Match Report,,atletico_goianiense,2023,12,5,
2023-06-23,19:00,Série B,Matchweek 13,Fri,Home,W,1,0,Ponte Preta,53,3340.0,Luiz Fernando,4-2-3-1,4-2-3-1,Diego Pombo Lopez,Match Report,,atletico_goianiense,2023,29,8,
2023-06-28,19:00,Série B,Matchweek 14,Wed,Away,D,1,1,ABC,54,2663.0,Rhaldney,4-2-3-1,4-2-3-1,Rafael Martins Diniz,Match Report,,atletico_goianiense,2023,13,3,
2023-07-01,16:00,Série B,Matchweek 15,Sat,Home,D,1,1,Vila Nova,62,7920.0,Ronaldo,4-2-3-1,4-2-3-1,Luiz Flávio de Oliveira,Match Report,,atletico_goianiense,2023,11,4,
2023-07-07,19:00,Série B,Matchweek 16,Fri,Away,D,2,2,Novorizontino,56,1970.0,Ronaldo,4-3-3,3-4-3,Leo Simão Holanda,Match Report,,atletico_goianiense,2023,12,4,
2023-07-14,21:30,Série B,Matchweek 17,Fri,Home,W,3,1,Sport Recife,46,4387.0,Ronaldo,4-2-3-1,4-2-3-1,João Vitor Gobi,Match Report,,atletico_goianiense,2023,11,5,
