Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,team_name,season
Ezequiel,br BRA,DF,26.0,16,16,1168.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,chapecoense,2020
Derlan,br BRA,DF,23.0,15,14,1257.0,14.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.07,0.0,0.07,0.07,0.07,Matches,chapecoense,2020
Busanello,br BRA,DF,21.0,16,12,1030.0,11.4,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,0.17,0.09,0.26,0.17,0.26,Matches,chapecoense,2020
Mike,br BRA,MF,26.0,17,9,828.0,9.2,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,0.33,0.11,0.43,0.33,0.43,Matches,chapecoense,2020
Felipe Santana,br BRA,DF,33.0,9,9,791.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,chapecoense,2020
Pedro Perotti,br BRA,FW,22.0,21,4,529.0,5.9,4.0,0.0,4.0,3.0,1.0,1.0,1.0,0.0,0.68,0.0,0.68,0.51,0.51,Matches,chapecoense,2020
Lucas Tocantins,br BRA,MF,25.0,15,4,522.0,5.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,Matches,chapecoense,2020
Roberto Heuchayer,br BRA,DF,29.0,16,3,578.0,6.4,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.16,0.0,0.16,0.16,0.16,Matches,chapecoense,2020
Felipe Garcia,br BRA,MF,29.0,16,3,448.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,chapecoense,2020
Vini Locatelli,br BRA,MF,21.0,13,3,448.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.2,0.0,0.2,Matches,chapecoense,2020
Alan Santos,br BRA,MF,28.0,10,2,280.0,3.1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.32,0.0,0.32,0.32,0.32,Matches,chapecoense,2020
Rafael Santos,br BRA,DF,21.0,5,2,210.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,chapecoense,2020
Evandro Goebel,br BRA,MF,33.0,7,2,176.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,chapecoense,2020
Foguinho,br BRA,MF,19.0,18,1,398.0,4.4,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.45,0.0,0.45,0.45,0.45,Matches,chapecoense,2020
Bruno Costa,br BRA,MF,19.0,12,1,336.0,3.7,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,0.8,0.0,0.8,0.8,0.8,Matches,chapecoense,2020
Vinicius Guedes,br BRA,DF,20.0,7,1,152.0,1.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.59,0.0,0.59,Matches,chapecoense,2020
Hiago,br BRA,DF,22.0,3,1,152.0,1.7,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.59,0.59,0.0,0.59,Matches,chapecoense,2020
Lima,br BRA,MF,20.0,7,0,144.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,chapecoense,2020
Régis,br BRA,MF,22.0,6,0,119.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,chapecoense,2020
Alan Grafite,br BRA,FW,21.0,4,0,59.0,0.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.53,0.0,1.53,1.53,1.53,Matches,chapecoense,2020
Rone,br BRA,MF,24.0,3,0,58.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,chapecoense,2020
Kadu,br BRA,"DF,MF",33.0,1,0,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,chapecoense,2020
Thiago Ribeiro,br BRA,FW,33.0,4,0,50.0,0.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.8,0.0,1.8,Matches,chapecoense,2020
Paulinho,br BRA,FW,19.0,2,0,42.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,chapecoense,2020
Tiepo,br BRA,GK,21.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,Matches,chapecoense,2020
Igor Campos,br BRA,GK,20.0,0,0,,,,,,,,,,,,,,,,Matches,chapecoense,2020
Fernandinho,br BRA,"FW,MF",22.0,0,0,,,,,,,,,,,,,,,,Matches,chapecoense,2020
Elias Martello Curzel,br BRA,GK,24.0,0,0,,,,,,,,,,,,,,,,Matches,chapecoense,2020
Moisés Ribeiro,br BRA,MF,28.0,0,0,,,,,,,,,,,,,,,,Matches,chapecoense,2020
Vagner,br BRA,GK,30.0,0,0,,,,,,,,,,,,,,,,Matches,chapecoense,2020
Squad Total,,,27.1,38,418,3420.0,38.0,40.0,28.0,68.0,37.0,3.0,4.0,93.0,4.0,1.05,0.74,1.79,0.97,1.71,,chapecoense,2020
Opponent Total,,,26.9,38,418,3420.0,38.0,21.0,13.0,34.0,17.0,4.0,6.0,85.0,5.0,0.55,0.34,0.89,0.45,0.79,,chapecoense,2020
Messias,br BRA,DF,25.0,36,36,3225.0,35.8,3.0,0.0,3.0,1.0,2.0,2.0,2.0,0.0,0.08,0.0,0.08,0.03,0.03,Matches,america_mg,2020
Matheus Cavichioli,br BRA,GK,33.0,32,32,2880.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,america_mg,2020
Juninho,br BRA,MF,32.0,33,31,2686.0,29.8,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,0.1,0.03,0.13,0.1,0.13,Matches,america_mg,2020
Ale,br BRA,MF,29.0,33,28,2425.0,26.9,0.0,4.0,4.0,0.0,0.0,1.0,5.0,0.0,0.0,0.15,0.15,0.0,0.15,Matches,america_mg,2020
Rodolfo,br BRA,"FW,MF",27.0,31,28,2240.0,24.9,7.0,4.0,11.0,7.0,0.0,1.0,3.0,0.0,0.28,0.16,0.44,0.28,0.44,Matches,america_mg,2020
Zé Ricardo,br BRA,MF,23.0,27,27,2290.0,25.4,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,america_mg,2020
Anderson Jesus,br BRA,DF,24.0,25,24,2123.0,23.6,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.13,0.0,0.13,0.13,0.13,Matches,america_mg,2020
Ademir Santos,br BRA,"MF,FW",24.0,28,23,2111.0,23.5,8.0,3.0,11.0,8.0,0.0,0.0,4.0,0.0,0.34,0.13,0.47,0.34,0.47,Matches,america_mg,2020
Felipe Azevedo,br BRA,"MF,FW",33.0,23,23,1637.0,18.2,4.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,0.22,0.05,0.27,0.22,0.27,Matches,america_mg,2020
João Paulo,br BRA,DF,33.0,25,22,1893.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,america_mg,2020
Daniel Borges,br BRA,DF,26.0,24,22,1850.0,20.6,0.0,3.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.15,0.15,0.0,0.15,Matches,america_mg,2020
Savio,br BRA,DF,24.0,23,15,1478.0,16.4,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,america_mg,2020
Diego,br BRA,DF,23.0,18,15,1345.0,14.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,america_mg,2020
Eduardo Gabriel,br BRA,DF,23.0,14,13,1215.0,13.5,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,america_mg,2020
Léo Passos,br BRA,"FW,MF",20.0,32,12,1147.0,12.7,3.0,1.0,4.0,1.0,2.0,2.0,3.0,0.0,0.24,0.08,0.31,0.08,0.16,Matches,america_mg,2020
Marcelo Toscano,br BRA,"MF,FW",34.0,30,9,984.0,10.9,3.0,1.0,4.0,2.0,1.0,1.0,3.0,0.0,0.27,0.09,0.37,0.18,0.27,Matches,america_mg,2020
Geovane,br BRA,MF,21.0,21,9,899.0,10.0,1.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,0.1,0.3,0.4,0.1,0.4,Matches,america_mg,2020
Felipe Augusto,br BRA,"FW,MF",27.0,23,9,834.0,9.3,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.11,0.11,0.22,0.11,0.22,Matches,america_mg,2020
Flávio,br BRA,MF,19.0,14,9,738.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,america_mg,2020
Matheusinho,br BRA,MF,21.0,9,9,662.0,7.4,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.14,0.14,0.27,0.14,0.27,Matches,america_mg,2020
Airton Moraes,br BRA,GK,25.0,5,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,america_mg,2020
Vitao,br BRA,FW,20.0,15,3,408.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,america_mg,2020
Sabino,br BRA,MF,20.0,7,3,347.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,america_mg,2020
Joseph,br BRA,DF,25.0,6,3,319.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,america_mg,2020
Calyson,br BRA,MF,26.0,15,2,372.0,4.1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.24,0.0,0.24,0.24,0.24,Matches,america_mg,2020
Guilherme,br BRA,FW,31.0,7,1,191.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,america_mg,2020
Leo Gomes,br BRA,MF,22.0,4,1,113.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,america_mg,2020
Lucas Luan,br BRA,DF,20.0,3,1,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,america_mg,2020
Arthur,br BRA,DF,20.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,america_mg,2020
Jori,br BRA,GK,23.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,america_mg,2020
Rickson,br BRA,MF,21.0,5,1,71.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,america_mg,2020
Neto Berola,br BRA,"FW,MF",32.0,19,0,332.0,3.7,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.54,0.0,0.54,0.54,0.54,Matches,america_mg,2020
Lohan,br BRA,FW,24.0,5,0,44.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,america_mg,2020
Kawê,br BRA,FW,17.0,1,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,america_mg,2020
Carlos Alberto,br BRA,FW,17.0,1,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,america_mg,2020
Tom Fielding,br BRA,MF,,2,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,america_mg,2020
Gustavinho,br BRA,MF,18.0,1,0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,0.0,45.0,Matches,america_mg,2020
Luis Henrique,br BRA,MF,20.0,0,0,,,,,,,,,,,,,,,,Matches,america_mg,2020
Leonardo,br BRA,GK,20.0,0,0,,,,,,,,,,,,,,,,Matches,america_mg,2020
Ronaldo,br BRA,DF,20.0,0,0,,,,,,,,,,,,,,,,Matches,america_mg,2020
Squad Total,,,27.3,38,418,3420.0,38.0,41.0,26.0,67.0,36.0,5.0,8.0,60.0,0.0,1.08,0.68,1.76,0.95,1.63,,america_mg,2020
Opponent Total,,,27.1,38,418,3420.0,38.0,23.0,15.0,38.0,18.0,5.0,7.0,77.0,2.0,0.61,0.39,1.0,0.47,0.87,,america_mg,2020
Marcelo Carné,br BRA,GK,29.0,32,32,2880.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,juventude,2020
João Paulo,br BRA,MF,34.0,33,32,2729.0,30.3,4.0,1.0,5.0,0.0,4.0,4.0,10.0,0.0,0.13,0.03,0.16,0.0,0.03,Matches,juventude,2020
Renato Cajá,br BRA,"MF,FW",35.0,34,31,2280.0,25.3,7.0,4.0,11.0,6.0,1.0,3.0,3.0,0.0,0.28,0.16,0.43,0.24,0.39,Matches,juventude,2020
Gustavo Bochecha,br BRA,MF,23.0,34,26,2268.0,25.2,5.0,4.0,9.0,5.0,0.0,0.0,7.0,0.0,0.2,0.16,0.36,0.2,0.36,Matches,juventude,2020
Igor Inocêncio,br BRA,DF,21.0,26,24,2158.0,24.0,1.0,4.0,5.0,1.0,0.0,0.0,8.0,0.0,0.04,0.17,0.21,0.04,0.21,Matches,juventude,2020
Eltinho,br BRA,DF,32.0,24,24,1885.0,20.9,0.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.1,0.1,0.0,0.1,Matches,juventude,2020
Wellington,br BRA,DF,28.0,23,23,1950.0,21.7,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches,juventude,2020
Capixaba,br BRA,MF,23.0,27,19,1574.0,17.5,3.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,0.17,0.06,0.23,0.17,0.23,Matches,juventude,2020
Breno,br BRA,"MF,FW",24.0,19,18,1433.0,15.9,9.0,2.0,11.0,9.0,0.0,0.0,3.0,1.0,0.57,0.13,0.69,0.57,0.69,Matches,juventude,2020
Gabriel Bispo,br BRA,"MF,DF",22.0,25,16,1470.0,16.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,juventude,2020
Nery Bareiro,py PAR,DF,31.0,16,15,1386.0,15.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,juventude,2020
Dalberto,br BRA,"FW,MF",25.0,19,15,1270.0,14.1,4.0,2.0,6.0,4.0,0.0,0.0,0.0,1.0,0.28,0.14,0.43,0.28,0.43,Matches,juventude,2020
Augusto Silva,br BRA,DF,22.0,17,14,1399.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,juventude,2020
Hélder,br BRA,DF,31.0,22,13,1412.0,15.7,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,juventude,2020
Rafael Silva,br BRA,"MF,FW",24.0,22,13,1136.0,12.6,2.0,5.0,7.0,2.0,0.0,0.0,2.0,0.0,0.16,0.4,0.55,0.16,0.55,Matches,juventude,2020
Rafael Grampola,br BRA,FW,31.0,15,12,1010.0,11.2,4.0,3.0,7.0,3.0,1.0,1.0,2.0,0.0,0.36,0.27,0.62,0.27,0.53,Matches,juventude,2020
Emerson,br BRA,DF,36.0,11,10,830.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,juventude,2020
Luis Ricardo,br BRA,DF,36.0,12,9,836.0,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,juventude,2020
Matheus Cotulio Bossa,br BRA,MF,26.0,14,8,764.0,8.5,3.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,0.35,0.24,0.59,0.35,0.59,Matches,juventude,2020
Tarta,br BRA,MF,27.0,21,7,825.0,9.2,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches,juventude,2020
Marciel,br BRA,MF,24.0,22,7,747.0,8.3,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.12,0.12,0.0,0.12,Matches,juventude,2020
Luís Carlos,br BRA,GK,32.0,6,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,juventude,2020
Wágner,br BRA,MF,35.0,8,6,536.0,6.0,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,0.17,0.34,0.5,0.17,0.5,Matches,juventude,2020
Wellington Silva,br BRA,DF,31.0,6,6,502.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,juventude,2020
Rogério,br BRA,"MF,FW",29.0,8,6,444.0,4.9,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.41,0.0,0.41,0.41,0.41,Matches,juventude,2020
Genilson,br BRA,DF,29.0,6,5,513.0,5.7,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.18,0.18,0.0,0.18,Matches,juventude,2020
Reynaldo Cesar Moraes,br BRA,DF,23.0,4,4,297.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,juventude,2020
Roberto César,br BRA,"FW,MF",34.0,23,3,633.0,7.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.14,0.14,0.28,0.14,0.28,Matches,juventude,2020
Everton Brito,br BRA,MF,24.0,11,3,515.0,5.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,Matches,juventude,2020
Neto,br BRA,MF,28.0,10,3,296.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,juventude,2020
Odivan,br BRA,DF,21.0,3,3,262.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,juventude,2020
Claudivan Bambam,br BRA,"MF,FW",25.0,6,2,231.0,2.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.39,0.0,0.39,0.39,0.39,Matches,juventude,2020
Gabriel Terra,br BRA,FW,22.0,10,1,191.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,juventude,2020
Samuel Santos,br BRA,MF,29.0,10,1,169.0,1.9,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.53,0.0,0.53,0.53,0.53,Matches,juventude,2020
Carlos Eduardo,br BRA,FW,32.0,3,1,73.0,0.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.23,0.0,1.23,1.23,1.23,Matches,juventude,2020
Gabriel Novaes,br BRA,FW,20.0,4,0,72.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,juventude,2020
Jonatas Belusso,br BRA,FW,31.0,3,0,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,juventude,2020
Bruno Nunes,br BRA,FW,29.0,2,0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,juventude,2020
Felippe Borges,br BRA,DF,20.0,1,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,juventude,2020
Kelvin,br BRA,DF,19.0,1,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,juventude,2020
William Assmann,br BRA,GK,22.0,0,0,,,,,,,,,,,,,,,,Matches,juventude,2020
Bruno Camilo,br BRA,MF,22.0,0,0,,,,,,,,,,,,,,,,Matches,juventude,2020
Deuner,br BRA,GK,19.0,0,0,,,,,,,,,,,,,,,,Matches,juventude,2020
Squad Total,,,28.6,38,418,3420.0,38.0,51.0,37.0,88.0,45.0,6.0,8.0,95.0,2.0,1.34,0.97,2.32,1.18,2.16,,juventude,2020
Opponent Total,,,26.8,38,418,3420.0,38.0,41.0,25.0,66.0,34.0,7.0,8.0,88.0,1.0,1.08,0.66,1.74,0.89,1.55,,juventude,2020
João Carlos,br BRA,GK,31.0,33,33,2949.0,32.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,cuiaba,2020
Anderson Conceição,br BRA,DF,30.0,29,28,2498.0,27.8,3.0,0.0,3.0,3.0,0.0,0.0,9.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches,cuiaba,2020
Romário,br BRA,DF,27.0,27,26,2327.0,25.9,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,cuiaba,2020
Elvis Vieira Araújo,br BRA,MF,29.0,29,26,2040.0,22.7,2.0,6.0,8.0,1.0,1.0,1.0,6.0,0.0,0.09,0.26,0.35,0.04,0.31,Matches,cuiaba,2020
Ednei,br BRA,DF,29.0,23,23,1962.0,21.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,cuiaba,2020
Felipe Marques,br BRA,"MF,FW",30.0,27,22,1628.0,18.1,4.0,3.0,7.0,4.0,0.0,0.0,0.0,0.0,0.22,0.17,0.39,0.22,0.39,Matches,cuiaba,2020
Auremir,br BRA,MF,28.0,22,21,1724.0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,cuiaba,2020
Rafael Gava,br BRA,MF,26.0,21,20,1462.0,16.2,6.0,3.0,9.0,6.0,0.0,0.0,1.0,0.0,0.37,0.18,0.55,0.37,0.55,Matches,cuiaba,2020
Hayner,br BRA,DF,24.0,19,19,1622.0,18.0,0.0,2.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,0.11,0.11,0.0,0.11,Matches,cuiaba,2020
Élton Rodrigues Brandão,br BRA,FW,34.0,24,19,1528.0,17.0,9.0,1.0,10.0,9.0,0.0,1.0,3.0,0.0,0.53,0.06,0.59,0.53,0.59,Matches,cuiaba,2020
Maxwell,br BRA,"MF,FW",24.0,32,18,1677.0,18.6,6.0,1.0,7.0,6.0,0.0,0.0,4.0,1.0,0.32,0.05,0.38,0.32,0.38,Matches,cuiaba,2020
Matheus Barbosa,br BRA,MF,25.0,25,17,1602.0,17.8,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,0.06,0.11,0.17,0.06,0.17,Matches,cuiaba,2020
Jenison,br BRA,FW,28.0,33,16,1618.0,18.0,7.0,0.0,7.0,7.0,0.0,0.0,2.0,0.0,0.39,0.0,0.39,0.39,0.39,Matches,cuiaba,2020
Lucas Ramon,br BRA,DF,25.0,25,16,1616.0,18.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.11,0.11,0.0,0.11,Matches,cuiaba,2020
Felipe Ferreira,br BRA,MF,25.0,26,16,1315.0,14.6,2.0,4.0,6.0,2.0,0.0,0.0,1.0,0.0,0.14,0.27,0.41,0.14,0.41,Matches,cuiaba,2020
Marcinho,br BRA,"MF,FW",24.0,20,14,1126.0,12.5,4.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,0.32,0.16,0.48,0.32,0.48,Matches,cuiaba,2020
Everton Sena,br BRA,DF,28.0,14,13,1145.0,12.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches,cuiaba,2020
Yago César,br BRA,MF,22.0,31,10,1309.0,14.5,2.0,3.0,5.0,2.0,0.0,0.0,1.0,0.0,0.14,0.21,0.34,0.14,0.34,Matches,cuiaba,2020
