Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,team_name,season
Lucas Barros,br BRA,DF,21.0,0,0,,,,,,,,,,,,,,,,Matches,botafogo_rj,2021
Gabriel Conceição,br BRA,FW,19.0,0,0,,,,,,,,,,,,,,,,Matches,botafogo_rj,2021
Gatito Fernández,py PAR,GK,32.0,0,0,,,,,,,,,,,,,,,,Matches,botafogo_rj,2021
Igo Gabriel,br BRA,GK,19.0,0,0,,,,,,,,,,,,,,,,Matches,botafogo_rj,2021
Henrique Luro,br BRA,DF,20.0,0,0,,,,,,,,,,,,,,,,Matches,botafogo_rj,2021
David Sousa,br BRA,DF,19.0,0,0,,,,,,,,,,,,,,,,Matches,botafogo_rj,2021
Squad Total,,,26.1,38,418,3420.0,38.0,55.0,42.0,97.0,51.0,4.0,5.0,67.0,3.0,1.45,1.11,2.55,1.34,2.45,,botafogo_rj,2021
Opponent Total,,,28.2,38,418,3420.0,38.0,29.0,18.0,47.0,27.0,2.0,4.0,108.0,7.0,0.76,0.47,1.24,0.71,1.18,,botafogo_rj,2021
Tadeu,br BRA,GK,28.0,38,38,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,goias,2021
Elvis Vieira Araújo,br BRA,MF,30.0,36,35,2879.0,32.0,4.0,11.0,15.0,4.0,0.0,0.0,8.0,0.0,0.13,0.34,0.47,0.13,0.47,Matches,goias,2021
Reynaldo Cesar Moraes,br BRA,DF,24.0,34,34,3029.0,33.7,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,goias,2021
David Duarte,br BRA,DF,26.0,33,33,2877.0,32.0,3.0,1.0,4.0,3.0,0.0,0.0,6.0,0.0,0.09,0.03,0.13,0.09,0.13,Matches,goias,2021
Alef Manga,br BRA,"MF,FW",26.0,34,33,2617.0,29.1,10.0,4.0,14.0,9.0,1.0,1.0,10.0,0.0,0.34,0.14,0.48,0.31,0.45,Matches,goias,2021
Caio Vinícius,br BRA,MF,22.0,33,31,2602.0,28.9,2.0,1.0,3.0,2.0,0.0,0.0,10.0,0.0,0.07,0.03,0.1,0.07,0.1,Matches,goias,2021
Dieguinho,br BRA,"MF,DF",25.0,32,29,2478.0,27.5,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,goias,2021
Apodi,br BRA,DF,34.0,26,25,2064.0,22.9,4.0,2.0,6.0,4.0,0.0,0.0,6.0,0.0,0.17,0.09,0.26,0.17,0.26,Matches,goias,2021
Hugo,br BRA,DF,23.0,25,22,1842.0,20.5,2.0,1.0,3.0,2.0,0.0,0.0,6.0,0.0,0.1,0.05,0.15,0.1,0.15,Matches,goias,2021
Nicolas,br BRA,FW,31.0,27,22,1764.0,19.6,6.0,2.0,8.0,6.0,0.0,0.0,4.0,1.0,0.31,0.1,0.41,0.31,0.41,Matches,goias,2021
Rezende,br BRA,MF,26.0,20,19,1509.0,16.8,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,0.12,0.0,0.12,0.12,0.12,Matches,goias,2021
Artur,br BRA,DF,26.0,20,16,1447.0,16.1,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.19,0.19,0.0,0.19,Matches,goias,2021
Breno,br BRA,MF,20.0,14,14,1125.0,12.5,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.08,0.08,0.0,0.08,Matches,goias,2021
Bruno Mezenga,br BRA,FW,32.0,29,13,1371.0,15.2,4.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0,0.26,0.07,0.33,0.26,0.33,Matches,goias,2021
Luan Dias,br BRA,MF,23.0,28,13,1241.0,13.8,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.29,0.0,0.29,0.29,0.29,Matches,goias,2021
Fellipe Bastos,br BRA,MF,30.0,21,11,1213.0,13.5,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,goias,2021
Adailson Dadá,br BRA,"MF,FW",23.0,36,8,1155.0,12.8,3.0,4.0,7.0,3.0,0.0,0.0,2.0,1.0,0.23,0.31,0.55,0.23,0.55,Matches,goias,2021
Iago Mendonça,br BRA,DF,21.0,16,6,725.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,goias,2021
Ivan,br BRA,DF,28.0,8,3,308.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,goias,2021
Matheus Salustiano,br BRA,DF,27.0,8,3,303.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,goias,2021
Albano,br BRA,"MF,FW",23.0,16,2,328.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,goias,2021
Miguel Figueira,br BRA,MF,20.0,7,2,239.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,goias,2021
Madison,br BRA,MF,22.0,2,2,167.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,goias,2021
Vinícius,br BRA,MF,21.0,6,2,148.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,goias,2021
Welliton,br BRA,MF,34.0,8,1,245.0,2.7,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.37,0.0,0.37,0.37,0.37,Matches,goias,2021
Índio,br BRA,MF,20.0,1,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,goias,2021
Everton Brito,br BRA,MF,25.0,7,0,192.0,2.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.47,0.0,0.47,0.47,0.47,Matches,goias,2021
Daniel,br BRA,DF,21.0,7,0,68.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,goias,2021
Lucas Black,br BRA,MF,20.0,3,0,57.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,goias,2021
Heron,br BRA,DF,20.0,1,0,52.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,goias,2021
Jefferson,br BRA,DF,24.0,2,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,goias,2021
Pedro Bahia,br BRA,MF,18.0,3,0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,goias,2021
Matheus Rezende,br BRA,MF,25.0,2,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,goias,2021
Sandrinho,br BRA,MF,19.0,1,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,goias,2021
Marcelo Rangel,br BRA,GK,32.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,Matches,goias,2021
Matheus,br BRA,GK,26.0,0,0,,,,,,,,,,,,,,,,Matches,goias,2021
Juan Pablo,br BRA,DF,18.0,0,0,,,,,,,,,,,,,,,,Matches,goias,2021
Jackson Souza,br BRA,MF,19.0,0,0,,,,,,,,,,,,,,,,Matches,goias,2021
Squad Total,,,26.7,38,418,3420.0,38.0,47.0,32.0,79.0,46.0,1.0,1.0,92.0,3.0,1.24,0.84,2.08,1.21,2.05,,goias,2021
Opponent Total,,,27.8,38,418,3420.0,38.0,30.0,21.0,51.0,27.0,3.0,4.0,97.0,7.0,0.79,0.55,1.34,0.71,1.26,,goias,2021
Léo Gamalho,br BRA,FW,35.0,37,37,3203.0,35.6,16.0,3.0,19.0,14.0,2.0,4.0,4.0,0.0,0.45,0.08,0.53,0.39,0.48,Matches,coritiba,2021
Luciano Castán,br BRA,DF,31.0,36,36,3240.0,36.0,5.0,2.0,7.0,5.0,0.0,0.0,6.0,0.0,0.14,0.06,0.19,0.14,0.19,Matches,coritiba,2021
Wilson,br BRA,GK,37.0,36,36,3240.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,coritiba,2021
Guilherme Biro,br BRA,DF,20.0,33,33,2927.0,32.5,1.0,1.0,2.0,1.0,0.0,0.0,8.0,0.0,0.03,0.03,0.06,0.03,0.06,Matches,coritiba,2021
Natanael,br BRA,DF,19.0,33,33,2843.0,31.6,0.0,3.0,3.0,0.0,0.0,0.0,7.0,1.0,0.0,0.09,0.09,0.0,0.09,Matches,coritiba,2021
Henrique,br BRA,DF,34.0,32,32,2814.0,31.3,1.0,2.0,3.0,1.0,0.0,0.0,6.0,0.0,0.03,0.06,0.1,0.03,0.1,Matches,coritiba,2021
Igor Paixão,br BRA,MF,20.0,34,31,2655.0,29.5,7.0,5.0,12.0,7.0,0.0,0.0,7.0,0.0,0.24,0.17,0.41,0.24,0.41,Matches,coritiba,2021
Willian Farias,br BRA,MF,31.0,33,30,2619.0,29.1,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,coritiba,2021
Waguinho,br BRA,MF,31.0,34,29,2598.0,28.9,9.0,2.0,11.0,9.0,0.0,0.0,5.0,0.0,0.31,0.07,0.38,0.31,0.38,Matches,coritiba,2021
Val Soares,br BRA,MF,23.0,34,29,2532.0,28.1,3.0,4.0,7.0,3.0,0.0,0.0,9.0,0.0,0.11,0.14,0.25,0.11,0.25,Matches,coritiba,2021
Robinho,br BRA,MF,33.0,32,25,1892.0,21.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.24,0.24,0.0,0.24,Matches,coritiba,2021
Rafinha,br BRA,MF,37.0,33,17,1677.0,18.6,0.0,6.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.32,0.32,0.0,0.32,Matches,coritiba,2021
Matheus Sales,br BRA,MF,25.0,27,15,1316.0,14.6,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,0.14,0.07,0.21,0.14,0.21,Matches,coritiba,2021
Igor Inocêncio,br BRA,DF,22.0,19,6,782.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,coritiba,2021
Gustavo Bochecha,br BRA,MF,24.0,15,5,421.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,coritiba,2021
Wellington Carvalho,br BRA,DF,27.0,12,4,478.0,5.3,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.19,0.0,0.19,0.19,0.19,Matches,coritiba,2021
Nathan Otávio Ribeiro,br BRA,DF,30.0,4,4,315.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,coritiba,2021
Romário,br BRA,DF,28.0,12,3,284.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,coritiba,2021
Gui Azevedo,br BRA,MF,19.0,14,2,321.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,coritiba,2021
Dalberto,br BRA,MF,26.0,9,2,214.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,coritiba,2021
Valdeci,br BRA,MF,25.0,10,2,199.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,coritiba,2021
Jhony Santiago,br BRA,MF,23.0,9,2,184.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,coritiba,2021
Alex Muralha,br BRA,GK,31.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,coritiba,2021
William,br BRA,FW,29.0,19,1,283.0,3.1,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.32,0.32,0.64,0.32,0.64,Matches,coritiba,2021
Biel Fonseca,br BRA,MF,18.0,4,1,80.0,0.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,1.13,0.0,1.13,Matches,coritiba,2021
Matheus Alexandre,br BRA,MF,21.0,3,1,73.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,coritiba,2021
João Vitor,br BRA,FW,20.0,9,0,100.0,1.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9,0.0,0.9,0.9,0.9,Matches,coritiba,2021
Tailson,br BRA,MF,21.0,2,0,31.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,coritiba,2021
Edson Carioca,br BRA,MF,23.0,1,0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,coritiba,2021
Lucas Veloso,br BRA,MF,22.0,1,0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,coritiba,2021
Luiz Henrique,br BRA,MF,21.0,2,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,coritiba,2021
Vinicius Ribeiro,br BRA,FW,19.0,1,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,coritiba,2021
Bernardo Lemes,br BRA,MF,19.0,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,coritiba,2021
Luiz Guilherme,br BRA,FW,17.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,coritiba,2021
Thalisson Gabriel,br BRA,DF,19.0,0,0,,,,,,,,,,,,,,,,Matches,coritiba,2021
Luizão,br BRA,DF,30.0,0,0,,,,,,,,,,,,,,,,Matches,coritiba,2021
Marcao,br BRA,GK,20.0,0,0,,,,,,,,,,,,,,,,Matches,coritiba,2021
Nathan Miranda,,DF,,0,0,,,,,,,,,,,,,,,,Matches,coritiba,2021
Diego Monteiro,br BRA,GK,21.0,0,0,,,,,,,,,,,,,,,,Matches,coritiba,2021
Márcio Silva,br BRA,DF,19.0,0,0,,,,,,,,,,,,,,,,Matches,coritiba,2021
Squad Total,,,28.9,38,418,3420.0,38.0,47.0,36.0,83.0,45.0,2.0,4.0,93.0,2.0,1.24,0.95,2.18,1.18,2.13,,coritiba,2021
Opponent Total,,,27.3,38,418,3420.0,38.0,35.0,28.0,63.0,31.0,4.0,6.0,97.0,4.0,0.92,0.74,1.66,0.82,1.55,,coritiba,2021
Glédson,br BRA,GK,37.0,38,38,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,avai,2021
Lourenço,br BRA,MF,23.0,36,35,2767.0,30.7,4.0,0.0,4.0,4.0,0.0,0.0,5.0,1.0,0.13,0.0,0.13,0.13,0.13,Matches,avai,2021
Jonathan Copete,co COL,"MF,FW",33.0,33,30,2646.0,29.4,7.0,9.0,16.0,7.0,0.0,0.0,2.0,0.0,0.24,0.31,0.54,0.24,0.54,Matches,avai,2021
Diego Renan,br BRA,DF,31.0,33,29,2435.0,27.1,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,avai,2021
Bruno Silva,br BRA,MF,34.0,29,28,2407.0,26.7,3.0,3.0,6.0,3.0,0.0,0.0,11.0,2.0,0.11,0.11,0.22,0.11,0.22,Matches,avai,2021
Edílson Mendes,br BRA,DF,34.0,28,28,2330.0,25.9,1.0,3.0,4.0,1.0,0.0,2.0,13.0,1.0,0.04,0.12,0.15,0.04,0.15,Matches,avai,2021
Vinícius Leite,br BRA,"MF,FW",27.0,37,28,2219.0,24.7,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.12,Matches,avai,2021
Betão,br BRA,DF,37.0,28,27,2452.0,27.2,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,avai,2021
Alemão,br BRA,DF,30.0,26,25,2295.0,25.5,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,avai,2021
Getúlio,br BRA,FW,23.0,32,22,1863.0,20.7,7.0,5.0,12.0,7.0,0.0,0.0,2.0,0.0,0.34,0.24,0.58,0.34,0.58,Matches,avai,2021
Rafael Pereira,br BRA,DF,36.0,20,17,1457.0,16.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,avai,2021
João Lucas Cardoso,br BRA,DF,29.0,29,16,1659.0,18.4,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.05,0.05,0.11,0.05,0.11,Matches,avai,2021
Marcos Serrato,br BRA,MF,26.0,23,16,1189.0,13.2,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.15,0.08,0.23,0.15,0.23,Matches,avai,2021
Jean Cléber,br BRA,MF,30.0,26,15,1369.0,15.2,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,avai,2021
Renato,br BRA,MF,31.0,26,15,1317.0,14.6,5.0,1.0,6.0,5.0,0.0,0.0,5.0,0.0,0.34,0.07,0.41,0.34,0.41,Matches,avai,2021
Jonathan Júnior,br BRA,FW,21.0,25,11,951.0,10.6,4.0,0.0,4.0,4.0,0.0,0.0,5.0,0.0,0.38,0.0,0.38,0.38,0.38,Matches,avai,2021
Wesley Soares,br BRA,MF,22.0,26,10,986.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches,avai,2021
Alan Costa,br BRA,DF,30.0,7,7,630.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14,Matches,avai,2021
Jádson,br BRA,"MF,FW",37.0,9,5,422.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,avai,2021
Jean Martim,br BRA,MF,21.0,7,4,328.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,avai,2021
Valdívia,br BRA,MF,26.0,34,3,803.0,8.9,2.0,2.0,4.0,1.0,1.0,1.0,3.0,0.0,0.22,0.22,0.45,0.11,0.34,Matches,avai,2021
