Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,team_name,season
Rodrigo Ferreira,br BRA,DF,28.0,21,5,740.0,8.2,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.12,0.12,0.0,0.12,Matches,santos,2024
Pedrinho,br BRA,MF,24.0,16,5,558.0,6.2,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.32,0.0,0.32,0.32,0.32,Matches,santos,2024
Alfredo Morelos,co COL,FW,27.0,6,4,331.0,3.7,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.54,0.0,0.54,0.54,0.54,Matches,santos,2024
Aderlan Silva,br BRA,DF,33.0,4,4,233.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,santos,2024
Tomás Rincón,ve VEN,MF,36.0,14,3,383.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,santos,2024
Souza,br BRA,DF,17.0,8,3,303.0,3.4,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.59,0.0,0.59,Matches,santos,2024
Luan Peres Petroni,br BRA,DF,29.0,5,3,276.0,3.1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.33,0.0,0.33,0.33,0.33,Matches,santos,2024
Ignacio Laquintana,uy URU,MF,24.0,11,2,342.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,santos,2024
Alex,br BRA,DF,24.0,5,1,120.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,santos,2024
Miguel Terceros,bo BOL,MF,19.0,5,1,101.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,santos,2024
Diogenes,br BRA,GK,23.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,santos,2024
Enzo Monteiro,bo BOL,FW,19.0,1,1,59.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,santos,2024
Patrick,br BRA,"FW,MF",31.0,10,0,288.0,3.2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.31,0.31,0.0,0.31,Matches,santos,2024
Juan Cazares,ec ECU,MF,31.0,3,0,75.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,santos,2024
Billy Arce,ec ECU,MF,25.0,2,0,39.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,santos,2024
Mateus Xavier,br BRA,MF,16.0,1,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,santos,2024
Alejandro Villareal,co COL,FW,,1,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,santos,2024
Alison,br BRA,MF,30.0,1,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,santos,2024
Hyan,br BRA,MF,19.0,1,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,santos,2024
Luca Meirelles,br BRA,DF,16.0,2,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,santos,2024
Nonato,br BRA,MF,25.0,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,santos,2024
Guilherme Bahia,br BRA,DF,17.0,0,0,,,,,,,,,,,,,,,,Matches,santos,2024
Samuel Barros,br BRA,DF,17.0,0,0,,,,,,,,,,,,,,,,Matches,santos,2024
Renan dos Santos,br BRA,GK,34.0,0,0,,,,,,,,,,,,,,,,Matches,santos,2024
Gustavo,br BRA,GK,19.0,0,0,,,,,,,,,,,,,,,,Matches,santos,2024
Yusupha Njie,gm GAM,FW,30.0,0,0,,,,,,,,,,,,,,,,Matches,santos,2024
João Pedro,br BRA,GK,15.0,0,0,,,,,,,,,,,,,,,,Matches,santos,2024
Vinicius,br BRA,MF,24.0,0,0,,,,,,,,,,,,,,,,Matches,santos,2024
Squad Total,,,28.5,38,418,3420.0,38.0,55.0,37.0,92.0,52.0,3.0,4.0,74.0,3.0,1.45,0.97,2.42,1.37,2.34,,santos,2024
Opponent Total,,,28.1,38,418,3420.0,38.0,32.0,21.0,53.0,28.0,4.0,5.0,83.0,5.0,0.84,0.55,1.39,0.74,1.29,,santos,2024
Danielzinho,br BRA,MF,29.0,37,37,3260.0,36.2,3.0,4.0,7.0,3.0,0.0,0.0,5.0,0.0,0.08,0.11,0.19,0.08,0.19,Matches,mirassol,2024
Lucas Ramon,br BRA,DF,29.0,37,37,3168.0,35.2,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,0.03,0.06,0.09,0.03,0.09,Matches,mirassol,2024
Alex Muralha,br BRA,GK,34.0,36,36,3240.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,mirassol,2024
João Victor,br BRA,DF,26.0,36,36,3148.0,35.0,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,0.03,0.03,0.06,0.03,0.06,Matches,mirassol,2024
Dellatorre,br BRA,FW,31.0,34,34,2610.0,29.0,10.0,2.0,12.0,9.0,1.0,3.0,3.0,1.0,0.34,0.07,0.41,0.31,0.38,Matches,mirassol,2024
Gabriel,br BRA,"MF,FW",34.0,34,33,2474.0,27.5,3.0,3.0,6.0,1.0,2.0,3.0,3.0,0.0,0.11,0.11,0.22,0.04,0.15,Matches,mirassol,2024
Fernandinho,br BRA,"FW,MF",26.0,34,33,2463.0,27.4,5.0,3.0,8.0,5.0,0.0,0.0,6.0,3.0,0.18,0.11,0.29,0.18,0.29,Matches,mirassol,2024
Luiz Otávio,br BRA,DF,31.0,32,31,2711.0,30.1,3.0,2.0,5.0,3.0,0.0,0.0,3.0,0.0,0.1,0.07,0.17,0.1,0.17,Matches,mirassol,2024
Neto Moura,br BRA,MF,27.0,33,27,2212.0,24.6,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,mirassol,2024
Zeca,br BRA,DF,29.0,23,23,1953.0,21.7,0.0,4.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.18,0.18,0.0,0.18,Matches,mirassol,2024
Negueba,br BRA,"MF,FW",24.0,24,22,1655.0,18.4,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,0.11,0.05,0.16,0.11,0.16,Matches,mirassol,2024
Chico,br BRA,"FW,MF",32.0,36,17,1678.0,18.6,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.05,0.0,0.05,0.05,0.05,Matches,mirassol,2024
Warley,br BRA,DF,24.0,12,12,976.0,10.8,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches,mirassol,2024
Lucas Gazal,br BRA,DF,24.0,22,10,1130.0,12.6,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.08,0.08,0.0,0.08,Matches,mirassol,2024
Iury de Castilho,br BRA,"FW,MF",28.0,18,8,898.0,10.0,5.0,0.0,5.0,5.0,0.0,0.0,2.0,0.0,0.5,0.0,0.5,0.5,0.5,Matches,mirassol,2024
Isaque,br BRA,"MF,FW",26.0,17,8,763.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,mirassol,2024
Léo Gamalho,br BRA,FW,38.0,19,4,619.0,6.9,4.0,0.0,4.0,3.0,1.0,1.0,1.0,0.0,0.58,0.0,0.58,0.44,0.44,Matches,mirassol,2024
Rodrigo Andrade,br BRA,MF,26.0,12,3,396.0,4.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.23,0.23,0.0,0.23,Matches,mirassol,2024
Alex Silva,br BRA,DF,29.0,26,2,537.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.17,0.0,0.17,0.17,0.17,Matches,mirassol,2024
Vanderlei,br BRA,GK,39.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,mirassol,2024
Quirino,br BRA,MF,30.0,17,1,402.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,mirassol,2024
Artur,br BRA,DF,29.0,6,1,161.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,mirassol,2024
Zé Mário,br BRA,DF,31.0,4,1,127.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,mirassol,2024
Marquinhos,br BRA,MF,25.0,11,0,178.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,mirassol,2024
Bruno Matias,br BRA,MF,24.0,11,0,156.0,1.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.58,0.58,0.0,0.58,Matches,mirassol,2024
Diego Gonçalves,br BRA,MF,29.0,5,0,100.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,mirassol,2024
João Pedro,br BRA,FW,20.0,5,0,87.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,mirassol,2024
Cristian Renato,br BRA,MF,23.0,7,0,72.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,mirassol,2024
Paulo Henrique,br BRA,DF,27.0,4,0,34.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,mirassol,2024
Wanderson,br BRA,DF,32.0,3,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,mirassol,2024
Miguel Silva,br BRA,MF,20.0,1,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,mirassol,2024
Henri,br BRA,DF,21.0,1,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,mirassol,2024
Vinicius Peixoto,br BRA,FW,20.0,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,mirassol,2024
Yuri Oliveira Lima,br BRA,"DF,MF",29.0,0,0,,,,,,,,,,,,,,,,Matches,mirassol,2024
Peixoto,br BRA,FW,22.0,0,0,,,,,,,,,,,,,,,,Matches,mirassol,2024
Sidnei,br BRA,GK,20.0,0,0,,,,,,,,,,,,,,,,Matches,mirassol,2024
Thomazella,br BRA,GK,33.0,0,0,,,,,,,,,,,,,,,,Matches,mirassol,2024
Felipe Valdívia Rosalen,br BRA,MF,23.0,0,0,,,,,,,,,,,,,,,,Matches,mirassol,2024
Squad Total,,,29.6,38,418,3420.0,38.0,40.0,26.0,66.0,36.0,4.0,7.0,70.0,6.0,1.05,0.68,1.74,0.95,1.63,,mirassol,2024
Opponent Total,,,28.1,38,418,3420.0,38.0,25.0,16.0,41.0,25.0,0.0,1.0,119.0,10.0,0.66,0.42,1.08,0.66,1.08,,mirassol,2024
Caíque França,br BRA,GK,28.0,37,37,3257.0,36.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,sport_recife,2024
Lucas Lima,br BRA,MF,33.0,35,35,2930.0,32.6,3.0,10.0,13.0,2.0,1.0,1.0,7.0,1.0,0.09,0.31,0.4,0.06,0.37,Matches,sport_recife,2024
Fabricio Domínguez,uy URU,"MF,FW",25.0,33,33,2665.0,29.6,10.0,2.0,12.0,10.0,0.0,0.0,10.0,0.0,0.34,0.07,0.41,0.34,0.41,Matches,sport_recife,2024
Felipe,br BRA,MF,29.0,32,31,2683.0,29.8,0.0,2.0,2.0,0.0,0.0,0.0,14.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches,sport_recife,2024
Chrystian Barletta,br BRA,MF,22.0,32,27,2216.0,24.6,9.0,3.0,12.0,9.0,0.0,1.0,5.0,1.0,0.37,0.12,0.49,0.37,0.49,Matches,sport_recife,2024
Gustavo Coutinho,br BRA,FW,25.0,34,25,2099.0,23.3,7.0,3.0,10.0,5.0,2.0,3.0,7.0,0.0,0.3,0.13,0.43,0.21,0.34,Matches,sport_recife,2024
Chico,br BRA,DF,25.0,28,24,2148.0,23.9,3.0,1.0,4.0,3.0,0.0,0.0,4.0,1.0,0.13,0.04,0.17,0.13,0.17,Matches,sport_recife,2024
Rafael Thyere,br BRA,DF,30.0,23,23,2038.0,22.6,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches,sport_recife,2024
Christian Ortiz,ar ARG,"MF,FW",31.0,30,23,1851.0,20.6,4.0,4.0,8.0,4.0,0.0,0.0,14.0,1.0,0.19,0.19,0.39,0.19,0.39,Matches,sport_recife,2024
Luciano Castán,br BRA,DF,34.0,23,19,1706.0,19.0,1.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,sport_recife,2024
Dalbert Henrique,br BRA,DF,30.0,23,17,1422.0,15.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,sport_recife,2024
Igor Cariús,br BRA,DF,30.0,20,17,1397.0,15.5,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,0.06,0.13,0.19,0.06,0.19,Matches,sport_recife,2024
André Filipinho,br BRA,DF,27.0,22,16,1425.0,15.8,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,0.06,0.06,0.13,0.06,0.13,Matches,sport_recife,2024
Zé Roberto,br BRA,FW,30.0,28,11,1154.0,12.8,7.0,4.0,11.0,4.0,3.0,3.0,8.0,1.0,0.55,0.31,0.86,0.31,0.62,Matches,sport_recife,2024
Alisson Cassiano,br BRA,DF,29.0,10,9,786.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,sport_recife,2024
Pedro Lima,br BRA,DF,17.0,8,8,629.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,sport_recife,2024
Wellington Silva,br BRA,"MF,FW",31.0,21,7,878.0,9.8,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.21,0.0,0.21,0.21,0.21,Matches,sport_recife,2024
Julián Fernández,ar ARG,"MF,DF",28.0,12,7,682.0,7.6,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.26,0.0,0.26,0.26,0.26,Matches,sport_recife,2024
Romarinho,br BRA,"MF,FW",29.0,9,7,548.0,6.1,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.16,0.16,0.33,0.16,0.33,Matches,sport_recife,2024
Lenny Lobato,br BRA,"MF,FW",22.0,17,6,603.0,6.7,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3,0.3,0.0,0.3,Matches,sport_recife,2024
Fábio Matheus,br BRA,MF,20.0,14,5,453.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,Matches,sport_recife,2024
Roberto Rosales,ve VEN,DF,35.0,7,5,443.0,4.9,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.2,0.2,0.41,0.2,0.41,Matches,sport_recife,2024
Fábio Gonçalves,br BRA,"MF,DF",37.0,14,4,502.0,5.6,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.36,0.0,0.36,0.36,0.36,Matches,sport_recife,2024
Allyson Aires dos Santos,br BRA,DF,33.0,7,4,414.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,sport_recife,2024
Leonel Di Plácido,ar ARG,DF,30.0,10,3,351.0,3.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.26,0.0,0.26,Matches,sport_recife,2024
Alan Ruiz,ar ARG,MF,30.0,6,3,274.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.33,0.0,0.33,0.33,0.33,Matches,sport_recife,2024
Luciano,br BRA,MF,20.0,6,3,215.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,sport_recife,2024
Pedro Vilhena,br BRA,MF,21.0,18,2,481.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,sport_recife,2024
Pedro Victor,br BRA,MF,23.0,5,2,149.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,sport_recife,2024
Riquelme,br BRA,MF,21.0,7,1,246.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,sport_recife,2024
Thiago,br BRA,GK,24.0,2,1,163.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,sport_recife,2024
Lucas André,br BRA,DF,21.0,3,1,122.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,sport_recife,2024
Helibelton Palacios,co COL,DF,30.0,2,1,79.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,sport_recife,2024
Nassom,br BRA,DF,20.0,1,1,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,sport_recife,2024
Vinícius Faria,br BRA,FW,24.0,8,0,198.0,2.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0,0.45,Matches,sport_recife,2024
Pablo Dyego,br BRA,"FW,MF",29.0,6,0,133.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,sport_recife,2024
Dieguinho,br BRA,MF,19.0,6,0,85.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,sport_recife,2024
Matheus Baraka,br BRA,DF,21.0,0,0,,,,,,,,,,,,,,,,Matches,sport_recife,2024
Jordan,br BRA,GK,25.0,0,0,,,,,,,,,,,,,,,,Matches,sport_recife,2024
Micael,,FW,,0,0,,,,,,,,,,,,,,,,Matches,sport_recife,2024
Squad Total,,,28.5,38,418,3420.0,38.0,57.0,39.0,96.0,51.0,6.0,8.0,122.0,6.0,1.5,1.03,2.53,1.34,2.37,,sport_recife,2024
Opponent Total,,,28.0,38,418,3420.0,38.0,36.0,24.0,60.0,33.0,3.0,3.0,114.0,5.0,0.95,0.63,1.58,0.87,1.5,,sport_recife,2024
Erick Pulga,br BRA,"MF,FW",23.0,35,35,3087.0,34.3,13.0,2.0,15.0,13.0,0.0,0.0,3.0,0.0,0.38,0.06,0.44,0.38,0.44,Matches,ceara,2024
David Loiola,br BRA,DF,21.0,33,33,2848.0,31.6,1.0,2.0,3.0,1.0,0.0,0.0,10.0,0.0,0.03,0.06,0.09,0.03,0.09,Matches,ceara,2024
Aylon,br BRA,"FW,MF",31.0,36,32,2665.0,29.6,10.0,2.0,12.0,10.0,0.0,0.0,5.0,0.0,0.34,0.07,0.41,0.34,0.41,Matches,ceara,2024
Matheus Bahia,br BRA,DF,24.0,33,31,2745.0,30.5,0.0,4.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,0.13,0.13,0.0,0.13,Matches,ceara,2024
Patrick de Lucca,br BRA,MF,23.0,33,29,2363.0,26.3,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,ceara,2024
Rafael Ramos,pt POR,DF,29.0,28,28,2427.0,27.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.04,0.07,0.11,0.04,0.11,Matches,ceara,2024
Lourenço,br BRA,"MF,FW",26.0,30,28,2317.0,25.7,4.0,4.0,8.0,3.0,1.0,1.0,8.0,1.0,0.16,0.16,0.31,0.12,0.27,Matches,ceara,2024
Richard,br BRA,GK,32.0,26,26,2228.0,24.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ceara,2024
Saulo da Silva,br BRA,"MF,FW",26.0,30,26,2220.0,24.7,11.0,6.0,17.0,6.0,5.0,5.0,12.0,2.0,0.45,0.24,0.69,0.24,0.49,Matches,ceara,2024
Lucas Mugni,ar ARG,"MF,FW",32.0,32,23,1753.0,19.5,3.0,5.0,8.0,3.0,0.0,0.0,4.0,0.0,0.15,0.26,0.41,0.15,0.41,Matches,ceara,2024
Matheus Felipe,br BRA,DF,25.0,22,19,1749.0,19.4,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,Matches,ceara,2024
Richardson,br BRA,MF,32.0,25,16,1489.0,16.5,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.12,0.12,0.0,0.12,Matches,ceara,2024
Ramon Menezes Roma,br BRA,DF,28.0,16,13,1057.0,11.7,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.09,0.09,0.17,0.09,0.17,Matches,ceara,2024
Bruno Ferreira,br BRA,GK,29.0,14,12,1192.0,13.2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.08,0.08,0.0,0.08,Matches,ceara,2024
Raí Ramos,br BRA,DF,29.0,24,11,1088.0,12.1,1.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,0.08,0.0,0.08,0.0,0.0,Matches,ceara,2024
Jorge Eduardo Recalde,py PAR,"MF,FW",31.0,29,10,1077.0,12.0,4.0,3.0,7.0,4.0,0.0,0.0,5.0,0.0,0.33,0.25,0.58,0.33,0.58,Matches,ceara,2024
Facundo Barcelo,uy URU,"FW,MF",30.0,25,9,859.0,9.5,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.52,0.0,0.52,0.52,0.52,Matches,ceara,2024
João Pedro,br BRA,DF,20.0,10,9,809.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ceara,2024
Jean,br BRA,"MF,DF",29.0,16,6,615.0,6.8,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.15,0.15,0.0,0.15,Matches,ceara,2024
