Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,team_name,season
Eder,br BRA,DF,23.0,11,8,776.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,sport_recife,2019
Yago,br BRA,MF,23.0,13,8,742.0,8.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.12,0.0,0.12,0.12,0.12,Matches,sport_recife,2019
Yan Matheus,br BRA,MF,20.0,16,8,731.0,8.1,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.12,0.25,0.37,0.12,0.37,Matches,sport_recife,2019
Guilherme Lazaroni,br BRA,DF,26.0,7,7,611.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,sport_recife,2019
Élton Rodrigues Brandão,br BRA,FW,33.0,24,6,914.0,10.2,2.0,3.0,5.0,2.0,0.0,0.0,5.0,1.0,0.2,0.3,0.49,0.2,0.49,Matches,sport_recife,2019
Ronaldo Henrique,br BRA,MF,24.0,9,6,586.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,sport_recife,2019
Juninho Piauiense,br BRA,"MF,FW",19.0,12,6,485.0,5.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.0,0.19,Matches,sport_recife,2019
Marcão Silva,br BRA,MF,28.0,10,6,483.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,sport_recife,2019
Cleberson,br BRA,DF,26.0,8,5,513.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,sport_recife,2019
Marquinhos,br BRA,MF,29.0,10,5,351.0,3.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.26,0.0,0.26,0.26,0.26,Matches,sport_recife,2019
Marcinho,br BRA,MF,23.0,10,2,394.0,4.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.23,0.0,0.23,Matches,sport_recife,2019
Pedro Carmona,br BRA,MF,30.0,12,2,391.0,4.3,2.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.46,0.69,1.15,0.46,1.15,Matches,sport_recife,2019
Alisson Farias,br BRA,MF,22.0,1,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,sport_recife,2019
Léo Artur,br BRA,"FW,MF",23.0,5,0,139.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,sport_recife,2019
Bruno Peres,br BRA,"DF,MF",28.0,1,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,sport_recife,2019
Chico,br BRA,DF,20.0,0,0,,,,,,,,,,,,,,,,Matches,sport_recife,2019
Elias,br BRA,DF,19.0,0,0,,,,,,,,,,,,,,,,Matches,sport_recife,2019
Ewerton,br BRA,DF,18.0,0,0,,,,,,,,,,,,,,,,Matches,sport_recife,2019
Felipe Garcia,br BRA,GK,31.0,0,0,,,,,,,,,,,,,,,,Matches,sport_recife,2019
Magrão,br BRA,GK,41.0,0,0,,,,,,,,,,,,,,,,Matches,sport_recife,2019
Kaio Mendes,br BRA,MF,23.0,0,0,,,,,,,,,,,,,,,,Matches,sport_recife,2019
Mikael,br BRA,FW,19.0,0,0,,,,,,,,,,,,,,,,Matches,sport_recife,2019
Renato Oliveira,br BRA,DF,27.0,0,0,,,,,,,,,,,,,,,,Matches,sport_recife,2019
Pablo Pardal,br BRA,MF,19.0,0,0,,,,,,,,,,,,,,,,Matches,sport_recife,2019
Pedrão,br BRA,MF,19.0,0,0,,,,,,,,,,,,,,,,Matches,sport_recife,2019
Alison Silva,br BRA,MF,21.0,0,0,,,,,,,,,,,,,,,,Matches,sport_recife,2019
Thallyson,br BRA,MF,22.0,0,0,,,,,,,,,,,,,,,,Matches,sport_recife,2019
Vicente,br BRA,DF,23.0,0,0,,,,,,,,,,,,,,,,Matches,sport_recife,2019
Squad Total,,,25.7,38,418,3420.0,38.0,49.0,35.0,84.0,43.0,6.0,8.0,71.0,6.0,1.29,0.92,2.21,1.13,2.05,,sport_recife,2019
Opponent Total,,,26.9,38,418,3420.0,38.0,28.0,20.0,48.0,24.0,4.0,6.0,89.0,6.0,0.74,0.53,1.26,0.63,1.16,,sport_recife,2019
Rodrigão,br BRA,FW,25.0,33,31,2666.0,29.6,13.0,5.0,18.0,12.0,1.0,3.0,10.0,0.0,0.44,0.17,0.61,0.41,0.57,Matches,coritiba,2019
José Sabino,br BRA,DF,22.0,30,30,2700.0,30.0,4.0,0.0,4.0,3.0,1.0,1.0,5.0,0.0,0.13,0.0,0.13,0.1,0.1,Matches,coritiba,2019
Juan Alano,br BRA,MF,22.0,33,29,2559.0,28.4,5.0,5.0,10.0,5.0,0.0,0.0,7.0,0.0,0.18,0.18,0.35,0.18,0.35,Matches,coritiba,2019
Matheus Sales,br BRA,MF,23.0,30,28,2539.0,28.2,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,coritiba,2019
William Matheus,br BRA,DF,28.0,28,28,2353.0,26.1,2.0,4.0,6.0,2.0,0.0,0.0,1.0,0.0,0.08,0.15,0.23,0.08,0.23,Matches,coritiba,2019
Alex Muralha,br BRA,GK,29.0,28,27,2475.0,27.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,coritiba,2019
Diogo Mateus,br BRA,DF,25.0,29,27,2376.0,26.4,0.0,4.0,4.0,0.0,0.0,0.0,9.0,1.0,0.0,0.15,0.15,0.0,0.15,Matches,coritiba,2019
Giovanni Piccolomo,br BRA,MF,24.0,30,22,1851.0,20.6,2.0,5.0,7.0,2.0,0.0,0.0,7.0,0.0,0.1,0.24,0.34,0.1,0.34,Matches,coritiba,2019
Thiago Lopes,br BRA,MF,22.0,26,22,1711.0,19.0,2.0,0.0,2.0,2.0,0.0,0.0,4.0,1.0,0.11,0.0,0.11,0.11,0.11,Matches,coritiba,2019
Robson,br BRA,"MF,FW",27.0,21,21,1810.0,20.1,8.0,3.0,11.0,8.0,0.0,0.0,10.0,0.0,0.4,0.15,0.55,0.4,0.55,Matches,coritiba,2019
Rafinha,br BRA,"MF,FW",35.0,22,18,1526.0,17.0,2.0,3.0,5.0,2.0,0.0,0.0,10.0,1.0,0.12,0.18,0.29,0.12,0.29,Matches,coritiba,2019
Romércio,br BRA,DF,21.0,17,16,1487.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,coritiba,2019
Patrick,br BRA,"MF,DF",21.0,17,12,1208.0,13.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches,coritiba,2019
Vitor Carvalho,br BRA,MF,21.0,13,10,901.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,coritiba,2019
Wilson,br BRA,GK,35.0,10,10,855.0,9.5,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.11,0.0,0.11,0.0,0.0,Matches,coritiba,2019
Luiz Henrique,br BRA,MF,19.0,12,9,800.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,coritiba,2019
Felipe Mattioni,br BRA,DF,30.0,10,9,739.0,8.2,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.12,0.12,0.0,0.12,Matches,coritiba,2019
Walisson Maia,br BRA,DF,27.0,9,9,711.0,7.9,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.13,0.13,0.0,0.13,Matches,coritiba,2019
Serginho,br BRA,MF,32.0,11,8,668.0,7.4,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.13,0.0,0.13,0.13,0.13,Matches,coritiba,2019
Alan Costa,br BRA,DF,28.0,7,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,coritiba,2019
Nathan Otávio Ribeiro,br BRA,DF,28.0,7,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,coritiba,2019
Igor Jesus,br BRA,FW,17.0,24,6,788.0,8.8,3.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,0.34,0.11,0.46,0.34,0.46,Matches,coritiba,2019
Rafael Lima,br BRA,DF,32.0,8,6,559.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,coritiba,2019
Fabiano,br BRA,DF,28.0,8,5,482.0,5.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.19,0.19,0.0,0.19,Matches,coritiba,2019
Kelvin,br BRA,MF,25.0,9,5,400.0,4.4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.23,0.0,0.23,0.23,0.23,Matches,coritiba,2019
Welinton Júnior,br BRA,MF,25.0,6,4,416.0,4.6,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.43,0.0,0.43,Matches,coritiba,2019
João Vitor,br BRA,MF,30.0,5,4,314.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,coritiba,2019
Sávio,br BRA,DF,22.0,3,2,240.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,coritiba,2019
Wellissol,br BRA,MF,20.0,10,2,235.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,coritiba,2019
Nathan Fogaça,br BRA,MF,19.0,7,1,222.0,2.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.41,0.41,0.0,0.41,Matches,coritiba,2019
Thalisson Kelven,br BRA,DF,20.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,coritiba,2019
Rafael Martins,br BRA,GK,27.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,coritiba,2019
Lucas Tocantins,br BRA,MF,24.0,5,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,coritiba,2019
Igor Paixão,br BRA,"FW,MF",18.0,6,0,140.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,coritiba,2019
Francisco Arancibia,cl CHI,"FW,MF",22.0,5,0,69.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,coritiba,2019
Elyeser,br BRA,MF,28.0,2,0,67.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,coritiba,2019
Wanderly,br BRA,FW,30.0,4,0,65.0,0.7,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,2.77,0.0,2.77,2.77,2.77,Matches,coritiba,2019
Matheus Bueno,br BRA,MF,20.0,2,0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,coritiba,2019
Júlio Rusch,br BRA,MF,21.0,1,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,coritiba,2019
Iago Dias,br BRA,"FW,MF",25.0,1,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,coritiba,2019
Arthur,br BRA,GK,22.0,0,0,,,,,,,,,,,,,,,,Matches,coritiba,2019
Léo Cereja,br BRA,MF,21.0,0,0,,,,,,,,,,,,,,,,Matches,coritiba,2019
Pablo Thomaz,br BRA,FW,19.0,0,0,,,,,,,,,,,,,,,,Matches,coritiba,2019
Squad Total,,,25.8,38,418,3420.0,38.0,46.0,37.0,83.0,43.0,3.0,5.0,108.0,4.0,1.21,0.97,2.18,1.13,2.11,,coritiba,2019
Opponent Total,,,27.0,38,418,3420.0,38.0,34.0,22.0,56.0,33.0,1.0,3.0,100.0,6.0,0.89,0.58,1.47,0.87,1.45,,coritiba,2019
Maurício Kozlinski,br BRA,GK,27.0,37,37,3330.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,atletico_goianiense,2019
Mike,br BRA,MF,25.0,36,36,3102.0,34.5,12.0,6.0,18.0,10.0,2.0,4.0,7.0,0.0,0.35,0.17,0.52,0.29,0.46,Matches,atletico_goianiense,2019
Nicolas,br BRA,DF,21.0,35,35,3130.0,34.8,2.0,2.0,4.0,2.0,0.0,1.0,6.0,0.0,0.06,0.06,0.12,0.06,0.12,Matches,atletico_goianiense,2019
Gilvan,br BRA,DF,29.0,33,33,2913.0,32.4,2.0,1.0,3.0,2.0,0.0,0.0,13.0,0.0,0.06,0.03,0.09,0.06,0.09,Matches,atletico_goianiense,2019
Moacir,br BRA,MF,32.0,31,31,2560.0,28.4,1.0,2.0,3.0,1.0,0.0,0.0,7.0,0.0,0.04,0.07,0.11,0.04,0.11,Matches,atletico_goianiense,2019
Jorginho,br BRA,MF,28.0,28,28,2435.0,27.1,3.0,3.0,6.0,3.0,0.0,0.0,6.0,0.0,0.11,0.11,0.22,0.11,0.22,Matches,atletico_goianiense,2019
Pedro Raul,br BRA,FW,22.0,35,28,2325.0,25.8,8.0,2.0,10.0,8.0,0.0,1.0,2.0,0.0,0.31,0.08,0.39,0.31,0.39,Matches,atletico_goianiense,2019
Jonathan,br BRA,DF,26.0,27,27,2388.0,26.5,1.0,3.0,4.0,1.0,0.0,0.0,7.0,0.0,0.04,0.11,0.15,0.04,0.15,Matches,atletico_goianiense,2019
Lucas Oliveira,br BRA,DF,22.0,25,23,2110.0,23.4,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,atletico_goianiense,2019
André Castro,br BRA,MF,27.0,23,22,1812.0,20.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,atletico_goianiense,2019
Matheus Cotulio Bossa,br BRA,MF,25.0,29,21,1896.0,21.1,2.0,6.0,8.0,2.0,0.0,0.0,3.0,1.0,0.09,0.28,0.38,0.09,0.38,Matches,atletico_goianiense,2019
Lucas Rocha,br BRA,DF,23.0,21,20,1817.0,20.2,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,atletico_goianiense,2019
Reginaldo,br BRA,"DF,MF",25.0,24,19,1736.0,19.3,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,0.05,0.1,0.16,0.05,0.16,Matches,atletico_goianiense,2019
Aylon,br BRA,"MF,FW",26.0,12,12,868.0,9.6,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.21,0.0,0.21,0.21,0.21,Matches,atletico_goianiense,2019
Pedro Bambú Gonzaga,br BRA,MF,31.0,22,11,1059.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,atletico_goianiense,2019
Nathan Silva,br BRA,MF,21.0,16,10,947.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,atletico_goianiense,2019
Rodrigo Rodrigues,br BRA,FW,22.0,16,6,702.0,7.8,4.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,0.51,0.0,0.51,0.51,0.51,Matches,atletico_goianiense,2019
André Luís Leite,br BRA,MF,32.0,19,4,464.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,atletico_goianiense,2019
Gilsinho,br BRA,MF,34.0,11,4,382.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,atletico_goianiense,2019
Jairinho,br BRA,MF,28.0,9,3,324.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,atletico_goianiense,2019
Moraes,br BRA,DF,21.0,4,3,280.0,3.1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.32,0.0,0.32,0.32,0.32,Matches,atletico_goianiense,2019
Jarro Pedroso,br BRA,MF,25.0,14,2,514.0,5.7,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.35,0.0,0.35,0.35,0.35,Matches,atletico_goianiense,2019
Héctor Bustamante,py PAR,MF,23.0,9,1,193.0,2.1,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.47,0.47,0.0,0.47,Matches,atletico_goianiense,2019
