player,nation,pos,age,mp,starts,min,90s,gls,ast,g+a,g-pk,pk,pkatt,crdy,crdr,xg,npxg,xag,npxg+xag,prgc,prgp,prgr,gls.1,ast.1,g+a_90,g-pk_90,g+a-pk_90,xg_90,xag_90,xg+xag_90,npxg_90,npxg+xag_90,matches_90,team_name,season,team_id
Rafinha,br BRA,DF,33.0,20.0,18.0,1566.0,17.4,0.0,5.0,5.0,0.0,0.0,0.0,8.0,0.0,0.2,0.2,3.6,3.8,52.0,124.0,120.0,0.0,0.29,0.29,0.0,0.29,0.01,0.21,0.22,0.01,0.22,Matches,flamengo,2019,1Y1zbHqWffla
Filipe Luís,br BRA,DF,33.0,16.0,15.0,1269.0,14.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,1.6,1.8,45.0,119.0,55.0,0.0,0.0,0.0,0.0,0.0,0.01,0.11,0.12,0.01,0.12,Matches,flamengo,2019,1Y1zbHqWffla
Robert Piris Da Motta,py PAR,MF,24.0,26.0,13.0,1300.0,14.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.0,0.2,4.0,43.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,flamengo,2019,1Y1zbHqWffla
Vitinho,br BRA,"FW,MF",25.0,25.0,12.0,1164.0,12.9,5.0,3.0,8.0,5.0,0.0,0.0,3.0,0.0,3.9,3.9,6.2,10.1,78.0,39.0,146.0,0.39,0.23,0.62,0.39,0.62,0.3,0.48,0.78,0.3,0.78,Matches,flamengo,2019,1Y1zbHqWffla
Rodinei,br BRA,DF,27.0,17.0,12.0,1124.0,12.5,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.1,0.1,0.8,0.9,38.0,54.0,81.0,0.0,0.08,0.08,0.0,0.08,0.01,0.06,0.07,0.01,0.07,Matches,flamengo,2019,1Y1zbHqWffla
Matheus Thuler,br BRA,DF,19.0,13.0,10.0,1040.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,flamengo,2019,1Y1zbHqWffla
Diego,br BRA,MF,33.0,16.0,10.0,887.0,9.9,1.0,1.0,2.0,1.0,0.0,1.0,5.0,0.0,2.7,1.9,1.6,3.5,31.0,79.0,42.0,0.1,0.1,0.2,0.1,0.2,0.28,0.16,0.44,0.19,0.35,Matches,flamengo,2019,1Y1zbHqWffla
Reinier,br BRA,"MF,FW",17.0,14.0,8.0,710.0,7.9,6.0,2.0,8.0,6.0,0.0,0.0,1.0,0.0,4.6,4.6,1.1,5.7,21.0,20.0,73.0,0.76,0.25,1.01,0.76,1.01,0.58,0.13,0.72,0.58,0.72,Matches,flamengo,2019,1Y1zbHqWffla
Gustavo Cuellar,co COL,MF,26.0,9.0,8.0,708.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,0.5,1.1,1.0,36.0,6.0,0.0,0.0,0.0,0.0,0.0,0.08,0.07,0.14,0.08,0.14,Matches,flamengo,2019,1Y1zbHqWffla
Rhodolfo,br BRA,DF,32.0,9.0,8.0,683.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,6.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,flamengo,2019,1Y1zbHqWffla
Léo Duarte,br BRA,DF,22.0,7.0,7.0,599.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.2,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,flamengo,2019,1Y1zbHqWffla
César,br BRA,GK,27.0,6.0,6.0,538.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,flamengo,2019,1Y1zbHqWffla
Pará,br BRA,DF,32.0,6.0,6.0,530.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.1,0.1,11.0,28.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,flamengo,2019,1Y1zbHqWffla
Miguel Trauco,pe PER,DF,26.0,5.0,5.0,450.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.6,0.8,12.0,26.0,33.0,0.0,0.2,0.2,0.0,0.2,0.06,0.11,0.17,0.06,0.17,Matches,flamengo,2019,1Y1zbHqWffla
Orlando Berrío,co COL,"FW,MF",27.0,16.0,4.0,453.0,5.0,1.0,2.0,3.0,1.0,0.0,0.0,3.0,1.0,2.1,2.1,1.6,3.7,17.0,10.0,56.0,0.2,0.4,0.6,0.2,0.6,0.42,0.31,0.74,0.42,0.74,Matches,flamengo,2019,1Y1zbHqWffla
Lincoln,br BRA,"FW,MF",18.0,11.0,4.0,395.0,4.4,3.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,3.8,3.7,1.1,4.9,10.0,8.0,33.0,0.68,0.46,1.14,0.68,1.14,0.87,0.25,1.13,0.86,1.11,Matches,flamengo,2019,1Y1zbHqWffla
Lucas Silva,br BRA,"FW,MF",21.0,9.0,3.0,235.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.6,0.9,4.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.09,0.24,0.34,0.09,0.34,Matches,flamengo,2019,1Y1zbHqWffla
João Lucas,br BRA,DF,20.0,6.0,2.0,215.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,flamengo,2019,1Y1zbHqWffla
Ronaldo,br BRA,MF,22.0,3.0,2.0,182.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.8,0.9,1.0,12.0,4.0,0.0,0.49,0.49,0.0,0.49,0.05,0.39,0.44,0.05,0.44,Matches,flamengo,2019,1Y1zbHqWffla
Hugo Moura,br BRA,MF,21.0,1.0,1.0,90.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.8,1.1,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.33,0.78,1.1,0.33,1.1,Matches,flamengo,2019,1Y1zbHqWffla
Dantas,br BRA,DF,20.0,1.0,1.0,63.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,flamengo,2019,1Y1zbHqWffla
Vitor Gabriel,br BRA,FW,19.0,1.0,0.0,45.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.0,1.0,2.0,0.0,2.0,2.0,0.0,2.0,0.22,0.13,0.34,0.22,0.34,Matches,flamengo,2019,1Y1zbHqWffla
Rafael Santos,br BRA,DF,20.0,1.0,0.0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,Matches,flamengo,2019,1Y1zbHqWffla
Vinicius Souza,br BRA,MF,19.0,3.0,0.0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,flamengo,2019,1Y1zbHqWffla
Bill,br BRA,FW,19.0,1.0,0.0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,flamengo,2019,1Y1zbHqWffla
Gabriel Batista,br BRA,GK,20.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,flamengo,2019,1Y1zbHqWffla
Juan,br BRA,FW,39.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,flamengo,2019,1Y1zbHqWffla
Yago Darub,br BRA,GK,19.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,flamengo,2019,1Y1zbHqWffla
Klebinho,br BRA,"DF,MF",20.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,flamengo,2019,1Y1zbHqWffla
Mosquito,br BRA,GK,22.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,flamengo,2019,1Y1zbHqWffla
João Pedro Pepê,br BRA,MF,21.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,flamengo,2019,1Y1zbHqWffla
Yuri,br BRA,MF,18.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,flamengo,2019,1Y1zbHqWffla
Eduardo Sasha,br BRA,FW,26.0,37.0,34.0,2963.0,32.9,14.0,3.0,17.0,14.0,0.0,0.0,2.0,0.0,12.5,12.5,2.8,15.3,37.0,86.0,208.0,0.43,0.09,0.52,0.43,0.52,0.38,0.08,0.46,0.38,0.46,Matches,santos,2019,DfKzGEYvWsan
Lucas Veríssimo,br BRA,DF,23.0,33.0,33.0,2884.0,32.0,2.0,1.0,3.0,2.0,0.0,0.0,11.0,2.0,3.7,3.7,0.9,4.6,34.0,183.0,14.0,0.06,0.03,0.09,0.06,0.09,0.12,0.03,0.14,0.12,0.14,Matches,santos,2019,DfKzGEYvWsan
Éverson,br BRA,GK,28.0,32.0,32.0,2880.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,santos,2019,DfKzGEYvWsan
Gustavo Henrique,br BRA,DF,25.0,32.0,32.0,2755.0,30.6,3.0,0.0,3.0,3.0,0.0,0.0,10.0,2.0,2.8,2.8,0.2,3.0,31.0,158.0,8.0,0.1,0.0,0.1,0.1,0.1,0.09,0.01,0.1,0.09,0.1,Matches,santos,2019,DfKzGEYvWsan
Diego Pituca,br BRA,MF,26.0,35.0,31.0,2791.0,31.0,2.0,1.0,3.0,2.0,0.0,0.0,8.0,0.0,1.9,1.9,2.6,4.5,44.0,215.0,45.0,0.06,0.03,0.1,0.06,0.1,0.06,0.08,0.15,0.06,0.15,Matches,santos,2019,DfKzGEYvWsan
Yeferson Soteldo,ve VEN,FW,21.0,32.0,31.0,2689.0,29.9,9.0,5.0,14.0,9.0,0.0,0.0,12.0,1.0,7.7,7.7,7.2,14.9,179.0,68.0,331.0,0.3,0.17,0.47,0.3,0.47,0.26,0.24,0.5,0.26,0.5,Matches,santos,2019,DfKzGEYvWsan
Jorge,br BRA,"DF,MF",22.0,29.0,28.0,2559.0,28.4,1.0,4.0,5.0,1.0,0.0,0.0,4.0,0.0,1.8,1.8,2.7,4.5,76.0,151.0,76.0,0.04,0.14,0.18,0.04,0.18,0.06,0.09,0.16,0.06,0.16,Matches,santos,2019,DfKzGEYvWsan
Carlos Sánchez,uy URU,MF,34.0,34.0,27.0,2434.0,27.0,12.0,9.0,21.0,8.0,4.0,6.0,5.0,0.0,12.1,7.3,9.9,17.2,66.0,194.0,177.0,0.44,0.33,0.78,0.3,0.63,0.45,0.37,0.81,0.27,0.63,Matches,santos,2019,DfKzGEYvWsan
Victor Ferraz,br BRA,"DF,MF",31.0,25.0,21.0,1949.0,21.7,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,1.8,2.1,51.0,111.0,92.0,0.0,0.09,0.09,0.0,0.09,0.02,0.08,0.1,0.02,0.1,Matches,santos,2019,DfKzGEYvWsan
Marinho,br BRA,"FW,MF",28.0,27.0,18.0,1691.0,18.8,8.0,4.0,12.0,8.0,0.0,0.0,13.0,1.0,5.9,5.9,4.0,9.9,87.0,33.0,194.0,0.43,0.21,0.64,0.43,0.64,0.31,0.21,0.53,0.31,0.53,Matches,santos,2019,DfKzGEYvWsan
Felipe Aguilar,co COL,DF,26.0,17.0,17.0,1433.0,15.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.1,0.4,2.0,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,santos,2019,DfKzGEYvWsan
Alison,br BRA,MF,25.0,23.0,15.0,1490.0,16.6,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0.3,0.3,0.4,0.7,4.0,67.0,13.0,0.0,0.06,0.06,0.0,0.06,0.02,0.02,0.04,0.02,0.04,Matches,santos,2019,DfKzGEYvWsan
Evandro Goebel,br BRA,MF,32.0,18.0,14.0,1095.0,12.2,1.0,5.0,6.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,3.3,4.3,35.0,70.0,47.0,0.08,0.41,0.49,0.08,0.49,0.08,0.27,0.35,0.08,0.35,Matches,santos,2019,DfKzGEYvWsan
Jean Mota,br BRA,"MF,FW",25.0,27.0,13.0,1272.0,14.1,1.0,1.0,2.0,0.0,1.0,1.0,3.0,0.0,3.3,2.5,2.0,4.5,32.0,82.0,71.0,0.07,0.07,0.14,0.0,0.07,0.23,0.14,0.37,0.17,0.32,Matches,santos,2019,DfKzGEYvWsan
Felipe Jonatan,br BRA,"MF,DF",20.0,26.0,12.0,1144.0,12.7,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.2,4.2,28.0,44.0,67.0,0.16,0.0,0.16,0.16,0.16,0.16,0.18,0.33,0.16,0.33,Matches,santos,2019,DfKzGEYvWsan
Derlis González,py PAR,"FW,MF",24.0,16.0,9.0,808.0,9.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,3.1,3.1,0.7,3.8,33.0,16.0,97.0,0.11,0.0,0.11,0.11,0.11,0.35,0.07,0.42,0.35,0.42,Matches,santos,2019,DfKzGEYvWsan
Pará,br BRA,DF,32.0,11.0,8.0,812.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.1,21.0,65.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,santos,2019,DfKzGEYvWsan
Jean Lucas,br BRA,MF,20.0,9.0,8.0,625.0,6.9,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.8,0.8,1.2,2.0,14.0,33.0,31.0,0.0,0.14,0.14,0.0,0.14,0.12,0.17,0.29,0.12,0.29,Matches,santos,2019,DfKzGEYvWsan
Luan Peres Petroni,br BRA,DF,24.0,9.0,8.0,577.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.2,0.2,0.0,0.3,8.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches,santos,2019,DfKzGEYvWsan
Vanderlei,br BRA,GK,34.0,6.0,6.0,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,santos,2019,DfKzGEYvWsan
Tailson,br BRA,FW,19.0,11.0,6.0,508.0,5.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.3,1.3,0.1,1.4,31.0,16.0,63.0,0.18,0.0,0.18,0.18,0.18,0.23,0.02,0.25,0.23,0.25,Matches,santos,2019,DfKzGEYvWsan
Fernando Uribe,co COL,FW,31.0,10.0,5.0,418.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.4,1.4,0.0,1.4,4.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.3,0.01,0.3,0.3,0.3,Matches,santos,2019,DfKzGEYvWsan
Rodrygo,br BRA,FW,18.0,4.0,4.0,360.0,4.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.2,1.2,1.4,2.6,40.0,14.0,45.0,0.25,0.5,0.75,0.25,0.75,0.31,0.34,0.65,0.31,0.65,Matches,santos,2019,DfKzGEYvWsan
Luiz Felipe,br BRA,DF,25.0,8.0,3.0,333.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,santos,2019,DfKzGEYvWsan
Christian Cueva,pe PER,"FW,DF",27.0,5.0,1.0,152.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,13.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,santos,2019,DfKzGEYvWsan
Jobson,br BRA,MF,23.0,4.0,1.0,122.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,santos,2019,DfKzGEYvWsan
Jonathan Copete,co COL,FW,31.0,1.0,1.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,santos,2019,DfKzGEYvWsan
Lucas Venuto,br BRA,"MF,FW",24.0,4.0,0.0,54.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,6.0,5.0,17.0,0.0,0.0,0.0,0.0,0.0,0.06,0.21,0.28,0.06,0.28,Matches,santos,2019,DfKzGEYvWsan
Kaio Jorge,br BRA,"FW,MF",17.0,3.0,0.0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,santos,2019,DfKzGEYvWsan
Sandry,br BRA,MF,16.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,santos,2019,DfKzGEYvWsan
Yuri Alberto,br BRA,FW,17.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,santos,2019,DfKzGEYvWsan
Allanzinho,br BRA,FW,18.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,santos,2019,DfKzGEYvWsan
Cadu,br BRA,DF,16.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,santos,2019,DfKzGEYvWsan
Ivonei,br BRA,MF,16.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,santos,2019,DfKzGEYvWsan
John,br BRA,GK,22.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,santos,2019,DfKzGEYvWsan
Yuri Oliveira Lima,br BRA,"DF,MF",24.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,santos,2019,DfKzGEYvWsan
João Paulo,br BRA,GK,23.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,santos,2019,DfKzGEYvWsan
Matheus Ribeiro,br BRA,DF,25.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,santos,2019,DfKzGEYvWsan
Kaique Rocha,br BRA,DF,17.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,santos,2019,DfKzGEYvWsan
Alexandre Tam,br BRA,FW,19.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,santos,2019,DfKzGEYvWsan
Wagner,br BRA,DF,19.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,santos,2019,DfKzGEYvWsan
Dudu,br BRA,"FW,MF",27.0,36.0,34.0,3063.0,34.0,9.0,10.0,19.0,9.0,0.0,0.0,5.0,0.0,8.7,8.7,12.2,21.0,231.0,162.0,337.0,0.26,0.29,0.56,0.26,0.56,0.26,0.36,0.62,0.26,0.62,Matches,palmeiras,2019,KsQpbQduTpal
Diogo Barbosa,br BRA,DF,26.0,33.0,33.0,2970.0,33.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,1.2,1.2,2.0,3.2,103.0,152.0,150.0,0.0,0.06,0.06,0.0,0.06,0.03,0.06,0.1,0.03,0.1,Matches,palmeiras,2019,KsQpbQduTpal
Bruno Henrique,br BRA,MF,29.0,34.0,33.0,2898.0,32.2,10.0,2.0,12.0,9.0,1.0,1.0,2.0,0.0,4.9,4.2,3.6,7.8,54.0,275.0,44.0,0.31,0.06,0.37,0.28,0.34,0.15,0.11,0.27,0.13,0.24,Matches,palmeiras,2019,KsQpbQduTpal
Wéverton,br BRA,GK,31.0,31.0,31.0,2790.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,palmeiras,2019,KsQpbQduTpal
Marcos Rocha,br BRA,DF,30.0,30.0,29.0,2614.0,29.0,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,0.9,0.9,4.8,5.8,45.0,206.0,128.0,0.07,0.1,0.17,0.07,0.17,0.03,0.17,0.2,0.03,0.2,Matches,palmeiras,2019,KsQpbQduTpal
Felipe Melo,br BRA,MF,35.0,24.0,24.0,2035.0,22.6,3.0,1.0,4.0,3.0,0.0,0.0,10.0,1.0,2.4,2.4,0.9,3.3,6.0,102.0,17.0,0.13,0.04,0.18,0.13,0.18,0.1,0.04,0.14,0.1,0.14,Matches,palmeiras,2019,KsQpbQduTpal
Zé Rafael,br BRA,"FW,MF",25.0,27.0,23.0,1715.0,19.1,5.0,5.0,10.0,5.0,0.0,0.0,6.0,0.0,4.4,4.4,2.6,7.1,51.0,53.0,124.0,0.26,0.26,0.52,0.26,0.52,0.23,0.14,0.37,0.23,0.37,Matches,palmeiras,2019,KsQpbQduTpal
Gustavo Gómez,py PAR,DF,25.0,22.0,22.0,1952.0,21.7,3.0,0.0,3.0,2.0,1.0,1.0,6.0,1.0,2.5,1.8,0.4,2.1,8.0,42.0,7.0,0.14,0.0,0.14,0.09,0.09,0.12,0.02,0.13,0.08,0.1,Matches,palmeiras,2019,KsQpbQduTpal
Deyverson,br BRA,FW,27.0,24.0,21.0,1774.0,19.7,5.0,2.0,7.0,5.0,0.0,0.0,4.0,0.0,6.5,6.5,3.9,10.4,16.0,46.0,125.0,0.25,0.1,0.36,0.25,0.36,0.33,0.2,0.53,0.33,0.53,Matches,palmeiras,2019,KsQpbQduTpal
Luan Garcia,br BRA,DF,25.0,21.0,20.0,1805.0,20.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.3,1.3,0.2,1.5,8.0,64.0,5.0,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.07,0.07,0.07,Matches,palmeiras,2019,KsQpbQduTpal
