player,nation,pos,age,mp,starts,min,90s,gls,ast,g+a,g-pk,pk,pkatt,crdy,crdr,xg,npxg,xag,npxg+xag,prgc,prgp,prgr,gls.1,ast.1,g+a_90,g-pk_90,g+a-pk_90,xg_90,xag_90,xg+xag_90,npxg_90,npxg+xag_90,matches_90,team_name,season,team_id
Isco,es ESP,"FW,MF",27.0,23,15,1181.0,13.1,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.1,2.1,1.9,3.9,48.0,96.0,75.0,0.08,0.15,0.23,0.08,0.23,0.16,0.14,0.3,0.16,0.3,Matches,real_madrid,2019-2020,PBc1zpHZBrea
Eden Hazard,be BEL,"FW,MF",28.0,16,14,1077.0,12.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,2.1,2.1,3.0,5.0,86.0,59.0,162.0,0.08,0.25,0.33,0.08,0.33,0.17,0.25,0.42,0.17,0.42,Matches,real_madrid,2019-2020,PBc1zpHZBrea
Vinicius Júnior,br BRA,"FW,MF",19.0,29,12,1364.0,15.2,3.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,4.3,4.3,3.4,7.7,110.0,31.0,224.0,0.2,0.07,0.26,0.2,0.26,0.28,0.22,0.51,0.28,0.51,Matches,real_madrid,2019-2020,PBc1zpHZBrea
Gareth Bale,wls WAL,"FW,MF",30.0,16,12,1089.0,12.1,2.0,2.0,4.0,2.0,0.0,0.0,4.0,1.0,4.0,4.0,1.7,5.7,48.0,35.0,118.0,0.17,0.17,0.33,0.17,0.33,0.33,0.14,0.47,0.33,0.47,Matches,real_madrid,2019-2020,PBc1zpHZBrea
Rodrygo,br BRA,FW,18.0,19,12,1019.0,11.3,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.3,2.3,1.1,3.4,55.0,36.0,132.0,0.18,0.0,0.18,0.18,0.18,0.2,0.1,0.3,0.2,0.3,Matches,real_madrid,2019-2020,PBc1zpHZBrea
Éder Militão,br BRA,DF,21.0,15,10,1022.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.1,0.2,3.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches,real_madrid,2019-2020,PBc1zpHZBrea
Lucas Vázquez,es ESP,"MF,FW",28.0,18,8,848.0,9.4,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.4,1.4,1.6,3.0,28.0,39.0,125.0,0.21,0.11,0.32,0.21,0.32,0.14,0.17,0.32,0.14,0.32,Matches,real_madrid,2019-2020,PBc1zpHZBrea
James Rodríguez,co COL,"MF,FW",28.0,8,5,419.0,4.7,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.1,1.1,2.2,3.3,10.0,34.0,27.0,0.21,0.21,0.43,0.21,0.43,0.23,0.48,0.71,0.23,0.71,Matches,real_madrid,2019-2020,PBc1zpHZBrea
Nacho,es ESP,DF,29.0,6,4,439.0,4.9,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.4,0.4,0.4,0.8,6.0,20.0,23.0,0.21,0.0,0.21,0.21,0.21,0.07,0.08,0.15,0.07,0.15,Matches,real_madrid,2019-2020,PBc1zpHZBrea
Luka Jović,rs SRB,FW,21.0,17,4,430.0,4.8,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,2.4,2.4,1.4,3.8,4.0,13.0,27.0,0.42,0.21,0.63,0.42,0.63,0.51,0.29,0.8,0.51,0.8,Matches,real_madrid,2019-2020,PBc1zpHZBrea
Alphonse Areola,fr FRA,GK,26.0,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,real_madrid,2019-2020,PBc1zpHZBrea
Álvaro Odriozola,es ESP,DF,23.0,4,4,343.0,3.8,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.4,0.4,1.0,1.4,12.0,8.0,14.0,0.0,0.26,0.26,0.0,0.26,0.1,0.25,0.36,0.1,0.36,Matches,real_madrid,2019-2020,PBc1zpHZBrea
Marco Asensio,es ESP,FW,23.0,9,3,336.0,3.7,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,1.1,1.1,1.4,2.6,8.0,13.0,31.0,0.8,0.27,1.07,0.8,1.07,0.31,0.38,0.68,0.31,0.68,Matches,real_madrid,2019-2020,PBc1zpHZBrea
Brahim Díaz,ma MAR,FW,19.0,6,0,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,6.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.32,0.32,0.32,Matches,real_madrid,2019-2020,PBc1zpHZBrea
Mariano,do DOM,"FW,MF",25.0,5,0,45.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0.0,0.9,2.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,1.77,0.05,1.82,1.77,1.82,Matches,real_madrid,2019-2020,PBc1zpHZBrea
Altube,es ESP,GK,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,real_madrid,2019-2020,PBc1zpHZBrea
Miguel Gutiérrez,es ESP,"DF,MF",18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,real_madrid,2019-2020,PBc1zpHZBrea
Javi Hernández,es ESP,DF,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,real_madrid,2019-2020,PBc1zpHZBrea
Luis López,es ESP,GK,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,real_madrid,2019-2020,PBc1zpHZBrea
Keylor Navas,cr CRC,GK,32.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,real_madrid,2019-2020,PBc1zpHZBrea
Marc-André ter Stegen,de GER,GK,27.0,36,36,3240.0,36.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7,0.7,0.0,1.0,0.0,0.0,0.06,0.06,0.0,0.06,0.0,0.02,0.02,0.0,0.02,Matches,barcelona,2019-2020,5kdwilIGBbar
Gerard Piqué,es ESP,DF,32.0,35,35,3092.0,34.4,1.0,0.0,1.0,1.0,0.0,0.0,15.0,0.0,2.4,2.4,0.3,2.7,29.0,169.0,4.0,0.03,0.0,0.03,0.03,0.03,0.07,0.01,0.08,0.07,0.08,Matches,barcelona,2019-2020,5kdwilIGBbar
Lionel Messi,ar ARG,FW,32.0,33,32,2880.0,32.0,25.0,21.0,46.0,20.0,5.0,5.0,4.0,0.0,19.4,15.4,15.4,30.8,220.0,323.0,252.0,0.78,0.66,1.44,0.62,1.28,0.61,0.48,1.09,0.48,0.96,Matches,barcelona,2019-2020,5kdwilIGBbar
Antoine Griezmann,fr FRA,FW,28.0,35,31,2549.0,28.3,9.0,4.0,13.0,9.0,0.0,0.0,2.0,0.0,7.2,7.2,4.5,11.7,40.0,83.0,229.0,0.32,0.14,0.46,0.32,0.46,0.26,0.16,0.41,0.26,0.41,Matches,barcelona,2019-2020,5kdwilIGBbar
Sergio Busquets,es ESP,MF,31.0,33,29,2483.0,27.6,2.0,2.0,4.0,2.0,0.0,0.0,9.0,0.0,1.3,1.3,2.8,4.1,12.0,220.0,17.0,0.07,0.07,0.14,0.07,0.14,0.05,0.1,0.15,0.05,0.15,Matches,barcelona,2019-2020,5kdwilIGBbar
Clément Lenglet,fr FRA,DF,24.0,28,28,2424.0,26.9,2.0,1.0,3.0,2.0,0.0,0.0,11.0,2.0,0.8,0.8,0.5,1.2,25.0,125.0,0.0,0.07,0.04,0.11,0.07,0.11,0.03,0.02,0.05,0.03,0.05,Matches,barcelona,2019-2020,5kdwilIGBbar
Sergi Roberto,es ESP,"DF,MF",27.0,30,27,2339.0,26.0,1.0,2.0,3.0,1.0,0.0,0.0,8.0,0.0,0.6,0.6,2.5,3.0,78.0,151.0,174.0,0.04,0.08,0.12,0.04,0.12,0.02,0.09,0.12,0.02,0.12,Matches,barcelona,2019-2020,5kdwilIGBbar
Jordi Alba,es ESP,DF,30.0,27,25,2187.0,24.3,2.0,5.0,7.0,2.0,0.0,0.0,7.0,0.0,1.4,1.4,4.3,5.7,42.0,150.0,244.0,0.08,0.21,0.29,0.08,0.29,0.06,0.18,0.23,0.06,0.23,Matches,barcelona,2019-2020,5kdwilIGBbar
Frenkie de Jong,nl NED,MF,22.0,29,24,2115.0,23.5,2.0,2.0,4.0,2.0,0.0,0.0,3.0,1.0,1.3,1.3,2.4,3.7,77.0,146.0,82.0,0.09,0.09,0.17,0.09,0.17,0.06,0.1,0.16,0.06,0.16,Matches,barcelona,2019-2020,5kdwilIGBbar
Nélson Semedo,pt POR,DF,25.0,32,24,2097.0,23.3,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.6,0.6,2.1,2.6,71.0,99.0,154.0,0.04,0.09,0.13,0.04,0.13,0.02,0.09,0.11,0.02,0.11,Matches,barcelona,2019-2020,5kdwilIGBbar
Luis Suárez,uy URU,FW,32.0,28,22,1998.0,22.2,16.0,8.0,24.0,15.0,1.0,1.0,4.0,0.0,12.7,12.0,2.5,14.5,30.0,43.0,171.0,0.72,0.36,1.08,0.68,1.04,0.57,0.11,0.68,0.54,0.65,Matches,barcelona,2019-2020,5kdwilIGBbar
Arturo Vidal,cl CHI,MF,32.0,33,16,1671.0,18.6,8.0,2.0,10.0,8.0,0.0,0.0,4.0,0.0,5.2,5.2,2.9,8.1,21.0,82.0,116.0,0.43,0.11,0.54,0.43,0.54,0.28,0.16,0.44,0.28,0.44,Matches,barcelona,2019-2020,5kdwilIGBbar
Ivan Rakitić,hr CRO,MF,31.0,31,16,1589.0,17.7,1.0,3.0,4.0,1.0,0.0,0.0,5.0,0.0,2.1,2.1,1.4,3.5,27.0,114.0,51.0,0.06,0.17,0.23,0.06,0.23,0.12,0.08,0.2,0.12,0.2,Matches,barcelona,2019-2020,5kdwilIGBbar
Arthur Melo,br BRA,MF,22.0,21,14,1182.0,13.1,3.0,3.0,6.0,3.0,0.0,0.0,1.0,0.0,1.3,1.3,1.7,3.0,30.0,88.0,48.0,0.23,0.23,0.46,0.23,0.46,0.1,0.13,0.23,0.1,0.23,Matches,barcelona,2019-2020,5kdwilIGBbar
Ansu Fati,es ESP,FW,16.0,24,11,1027.0,11.4,7.0,1.0,8.0,7.0,0.0,0.0,2.0,1.0,3.8,3.8,2.1,5.9,77.0,29.0,187.0,0.61,0.09,0.7,0.61,0.7,0.33,0.18,0.52,0.33,0.52,Matches,barcelona,2019-2020,5kdwilIGBbar
Junior Firpo,do DOM,DF,22.0,17,11,1014.0,11.3,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.7,0.7,0.5,1.2,39.0,57.0,80.0,0.09,0.09,0.18,0.09,0.18,0.06,0.04,0.1,0.06,0.1,Matches,barcelona,2019-2020,5kdwilIGBbar
Samuel Umtiti,fr FRA,DF,25.0,13,10,949.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,53.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,barcelona,2019-2020,5kdwilIGBbar
Riqui Puig,es ESP,MF,19.0,11,5,510.0,5.7,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,1.8,2.4,14.0,30.0,28.0,0.0,0.35,0.35,0.0,0.35,0.12,0.31,0.43,0.12,0.43,Matches,barcelona,2019-2020,5kdwilIGBbar
Carles Pérez,es ESP,FW,21.0,10,5,476.0,5.3,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3,1.3,21.0,16.0,81.0,0.19,0.38,0.57,0.19,0.57,0.19,0.05,0.25,0.19,0.25,Matches,barcelona,2019-2020,5kdwilIGBbar
Martin Braithwaite,dk DEN,"FW,MF",28.0,11,4,407.0,4.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.7,2.7,0.6,3.2,12.0,3.0,30.0,0.22,0.0,0.22,0.22,0.22,0.59,0.12,0.71,0.59,0.71,Matches,barcelona,2019-2020,5kdwilIGBbar
Ousmane Dembélé,fr FRA,FW,22.0,5,3,357.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.3,1.3,0.4,1.7,24.0,19.0,45.0,0.25,0.0,0.25,0.25,0.25,0.34,0.1,0.43,0.34,0.43,Matches,barcelona,2019-2020,5kdwilIGBbar
Ronald Araújo,uy URU,DF,20.0,6,2,238.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.2,0.0,0.2,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches,barcelona,2019-2020,5kdwilIGBbar
Rafinha,br BRA,"FW,MF",26.0,3,2,186.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.4,1.0,10.0,9.0,25.0,0.0,0.0,0.0,0.0,0.0,0.34,0.17,0.51,0.34,0.51,Matches,barcelona,2019-2020,5kdwilIGBbar
Neto,br BRA,GK,30.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,barcelona,2019-2020,5kdwilIGBbar
Carles Aleñá,es ESP,MF,21.0,4,2,172.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,4.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,barcelona,2019-2020,5kdwilIGBbar
Moussa Wagué,sn SEN,DF,20.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,barcelona,2019-2020,5kdwilIGBbar
Jean-Clair Todibo,fr FRA,DF,19.0,2,1,77.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,barcelona,2019-2020,5kdwilIGBbar
Álex Collado,es ESP,FW,20.0,1,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,barcelona,2019-2020,5kdwilIGBbar
Sergio Akieme,es ESP,DF,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,barcelona,2019-2020,5kdwilIGBbar
Chumi,es ESP,DF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,barcelona,2019-2020,5kdwilIGBbar
Arnau Comas,es ESP,DF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,barcelona,2019-2020,5kdwilIGBbar
Jorge Cuenca,es ESP,DF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,barcelona,2019-2020,5kdwilIGBbar
Rey Manaj,al ALB,FW,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,barcelona,2019-2020,5kdwilIGBbar
Monchu,es ESP,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,barcelona,2019-2020,5kdwilIGBbar
Dani Morer,es ESP,DF,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,barcelona,2019-2020,5kdwilIGBbar
Iñaki Peña,es ESP,GK,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,barcelona,2019-2020,5kdwilIGBbar
Kike Saverio,es ESP,MF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,barcelona,2019-2020,5kdwilIGBbar
Arnau Tenas,es ESP,GK,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,barcelona,2019-2020,5kdwilIGBbar
Jan Oblak,si SVN,GK,26.0,38,38,3395.0,37.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,atletico_madrid,2019-2020,MPHyocIjNatl
Saúl Ñíguez,es ESP,"MF,DF",24.0,35,35,3072.0,34.1,6.0,0.0,6.0,4.0,2.0,2.0,10.0,0.0,4.7,3.1,1.1,4.1,41.0,165.0,74.0,0.18,0.0,0.18,0.12,0.12,0.14,0.03,0.17,0.09,0.12,Matches,atletico_madrid,2019-2020,MPHyocIjNatl
Koke,es ESP,MF,27.0,32,30,2698.0,30.0,4.0,5.0,9.0,4.0,0.0,0.0,5.0,0.0,2.6,2.6,5.8,8.4,26.0,146.0,83.0,0.13,0.17,0.3,0.13,0.3,0.09,0.19,0.28,0.09,0.28,Matches,atletico_madrid,2019-2020,MPHyocIjNatl
Thomas Partey,gh GHA,MF,26.0,35,29,2549.0,28.3,3.0,0.0,3.0,3.0,0.0,0.0,13.0,0.0,1.6,1.6,1.1,2.7,35.0,181.0,15.0,0.11,0.0,0.11,0.11,0.11,0.06,0.04,0.1,0.06,0.1,Matches,atletico_madrid,2019-2020,MPHyocIjNatl
Renan Lodi,br BRA,DF,21.0,32,28,2396.0,26.6,1.0,2.0,3.0,1.0,0.0,0.0,6.0,1.0,1.6,1.6,1.5,3.1,70.0,61.0,162.0,0.04,0.08,0.11,0.04,0.11,0.06,0.06,0.12,0.06,0.12,Matches,atletico_madrid,2019-2020,MPHyocIjNatl
Álvaro Morata,es ESP,FW,26.0,34,25,2098.0,23.3,12.0,2.0,14.0,10.0,2.0,3.0,6.0,1.0,16.0,13.6,4.9,18.5,49.0,27.0,139.0,0.51,0.09,0.6,0.43,0.51,0.69,0.21,0.89,0.59,0.79,Matches,atletico_madrid,2019-2020,MPHyocIjNatl
Felipe,br BRA,DF,30.0,25,23,2102.0,23.4,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,1.9,1.9,0.2,2.1,4.0,35.0,1.0,0.04,0.0,0.04,0.04,0.04,0.08,0.01,0.09,0.08,0.09,Matches,atletico_madrid,2019-2020,MPHyocIjNatl
Kieran Trippier,eng ENG,DF,28.0,25,23,1979.0,22.0,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,4.5,4.6,49.0,115.0,124.0,0.0,0.18,0.18,0.0,0.18,0.01,0.2,0.21,0.01,0.21,Matches,atletico_madrid,2019-2020,MPHyocIjNatl
Ángel Correa,ar ARG,"MF,FW",24.0,33,22,2061.0,22.9,5.0,6.0,11.0,5.0,0.0,0.0,5.0,0.0,6.4,6.4,4.6,11.1,54.0,53.0,141.0,0.22,0.26,0.48,0.22,0.48,0.28,0.2,0.48,0.28,0.48,Matches,atletico_madrid,2019-2020,MPHyocIjNatl
Stefan Savić,me MNE,DF,28.0,22,22,1980.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.2,0.1,0.0,0.1,5.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.01,Matches,atletico_madrid,2019-2020,MPHyocIjNatl
João Félix,pt POR,"FW,MF",19.0,27,21,1745.0,19.4,6.0,1.0,7.0,6.0,0.0,0.0,6.0,0.0,7.6,7.6,2.2,9.8,43.0,51.0,116.0,0.31,0.05,0.36,0.31,0.36,0.39,0.12,0.51,0.39,0.51,Matches,atletico_madrid,2019-2020,MPHyocIjNatl
José María Giménez,uy URU,DF,24.0,21,19,1755.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.9,0.9,0.0,0.9,1.0,39.0,2.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,atletico_madrid,2019-2020,MPHyocIjNatl
Marcos Llorente,es ESP,"MF,FW",24.0,29,16,1368.0,15.2,3.0,3.0,6.0,3.0,0.0,0.0,4.0,0.0,1.5,1.5,2.3,3.7,39.0,46.0,75.0,0.2,0.2,0.39,0.2,0.39,0.1,0.15,0.24,0.1,0.24,Matches,atletico_madrid,2019-2020,MPHyocIjNatl
Mario Hermoso,es ESP,DF,24.0,17,15,1217.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.3,0.3,0.1,0.4,6.0,42.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches,atletico_madrid,2019-2020,MPHyocIjNatl
Diego Costa,es ESP,FW,30.0,23,14,1350.0,15.0,5.0,4.0,9.0,3.0,2.0,3.0,5.0,0.0,6.7,4.3,2.8,7.1,9.0,34.0,86.0,0.33,0.27,0.6,0.2,0.47,0.44,0.19,0.63,0.29,0.47,Matches,atletico_madrid,2019-2020,MPHyocIjNatl
Héctor Herrera,mx MEX,MF,29.0,21,12,1123.0,12.5,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,2.1,2.9,20.0,92.0,22.0,0.0,0.16,0.16,0.0,0.16,0.06,0.17,0.23,0.06,0.23,Matches,atletico_madrid,2019-2020,MPHyocIjNatl
Vitolo,es ESP,"FW,MF",29.0,28,11,1227.0,13.6,3.0,2.0,5.0,3.0,0.0,0.0,3.0,0.0,2.8,2.8,1.8,4.5,58.0,54.0,89.0,0.22,0.15,0.37,0.22,0.37,0.2,0.13,0.33,0.2,0.33,Matches,atletico_madrid,2019-2020,MPHyocIjNatl
Santiago Arias,co COL,DF,27.0,14,11,1076.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,2.1,2.6,27.0,45.0,76.0,0.0,0.08,0.08,0.0,0.08,0.05,0.17,0.22,0.05,0.22,Matches,atletico_madrid,2019-2020,MPHyocIjNatl
Thomas Lemar,fr FRA,MF,23.0,22,10,925.0,10.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.5,0.9,21.0,49.0,34.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.09,0.05,0.09,Matches,atletico_madrid,2019-2020,MPHyocIjNatl
Yannick Carrasco,be BEL,"MF,FW",25.0,15,6,631.0,7.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,1.2,1.2,1.0,2.2,23.0,21.0,41.0,0.14,0.29,0.43,0.14,0.43,0.17,0.14,0.31,0.17,0.31,Matches,atletico_madrid,2019-2020,MPHyocIjNatl
Šime Vrsaljko,hr CRO,DF,27.0,5,4,362.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.7,0.7,7.0,10.0,14.0,0.0,0.25,0.25,0.0,0.25,0.0,0.18,0.18,0.0,0.18,Matches,atletico_madrid,2019-2020,MPHyocIjNatl
Manu Sánchez,es ESP,DF,18.0,5,4,325.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,11.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,atletico_madrid,2019-2020,MPHyocIjNatl
Antonio Adán,es ESP,GK,32.0,1,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,atletico_madrid,2019-2020,MPHyocIjNatl
