Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90,Matches_90,team_name,season
Philippe Coutinho,br BRA,"MF,FW",27.0,23,15,1411.0,15.7,8.0,6.0,14.0,7.0,1.0,1.0,0.0,0.0,8.6,7.8,4.0,11.8,57.0,151.0,128.0,0.51,0.38,0.89,0.45,0.83,0.55,0.25,0.8,0.5,0.75,Matches,bayern_munich,2019-2020
Ivan Perišić,hr CRO,"FW,MF",30.0,22,11,1206.0,13.4,4.0,3.0,7.0,4.0,0.0,0.0,1.0,0.0,4.1,4.1,3.0,7.1,55.0,49.0,191.0,0.3,0.22,0.52,0.3,0.52,0.31,0.22,0.53,0.31,0.53,Matches,bayern_munich,2019-2020
Lucas Hernández,fr FRA,DF,23.0,19,10,920.0,10.2,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,1.1,1.5,17.0,44.0,26.0,0.0,0.1,0.1,0.0,0.1,0.04,0.11,0.15,0.04,0.15,Matches,bayern_munich,2019-2020
Niklas Süle,de GER,DF,23.0,8,8,641.0,7.1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.6,1.1,5.0,34.0,0.0,0.0,0.14,0.14,0.0,0.14,0.08,0.08,0.16,0.08,0.16,Matches,bayern_munich,2019-2020
Corentin Tolisso,fr FRA,MF,24.0,13,7,638.0,7.1,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.3,1.3,1.6,2.9,13.0,87.0,41.0,0.14,0.28,0.42,0.14,0.42,0.18,0.23,0.41,0.18,0.41,Matches,bayern_munich,2019-2020
Javi Martínez,es ESP,"DF,MF",30.0,16,6,675.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.2,0.2,0.2,0.4,5.0,49.0,5.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,Matches,bayern_munich,2019-2020
Mickaël Cuisance,fr FRA,"MF,FW",19.0,9,3,307.0,3.4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,0.2,0.8,8.0,17.0,15.0,0.29,0.0,0.29,0.29,0.29,0.17,0.07,0.24,0.17,0.24,Matches,bayern_munich,2019-2020
Joshua Zirkzee,nl NED,FW,18.0,9,3,297.0,3.3,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.4,2.4,0.0,2.5,1.0,6.0,26.0,1.21,0.0,1.21,1.21,1.21,0.73,0.01,0.74,0.73,0.74,Matches,bayern_munich,2019-2020
Álvaro Odriozola,es ESP,DF,23.0,3,2,152.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,11.0,9.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.39,0.0,0.39,Matches,bayern_munich,2019-2020
Sven Ulreich,de GER,GK,30.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,bayern_munich,2019-2020
Sarpreet Singh,nz NZL,"FW,MF",20.0,2,1,72.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches,bayern_munich,2019-2020
Kwasi Okyere Wriedt,gh GHA,FW,25.0,1,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,Matches,bayern_munich,2019-2020
Oliver Batista-Meier,de GER,MF,18.0,1,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,bayern_munich,2019-2020
Leon Dajaku,de GER,"DF,MF",18.0,2,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,bayern_munich,2019-2020
Chris Richards,us USA,DF,19.0,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,bayern_munich,2019-2020
Renato Sanches,pt POR,MF,21.0,1,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,bayern_munich,2019-2020
Jamal Musiala,de GER,MF,16.0,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,bayern_munich,2019-2020
Jann-Fiete Arp,de GER,FW,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,bayern_munich,2019-2020
Lars Lukas Mai,de GER,DF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,bayern_munich,2019-2020
Paul Will,de GER,MF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,bayern_munich,2019-2020
Jeong Woo-yeong,kr KOR,"FW,MF",19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,bayern_munich,2019-2020
Squad Total,,,26.7,34,374,3060.0,34.0,97.0,75.0,172.0,91.0,6.0,6.0,54.0,3.0,89.5,84.8,73.1,157.9,930.0,2300.0,2285.0,2.85,2.21,5.06,2.68,4.88,2.63,2.15,4.78,2.49,4.64,,bayern_munich,2019-2020
Opponent Total,,,26.0,34,374,3060.0,34.0,31.0,23.0,54.0,28.0,3.0,4.0,57.0,3.0,37.9,34.8,26.3,61.1,433.0,840.0,832.0,0.91,0.68,1.59,0.82,1.5,1.11,0.77,1.89,1.02,1.8,,bayern_munich,2019-2020
Roman Bürki,ch SUI,GK,28.0,31,31,2770.0,30.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,dortmund,2019-2020
Mats Hummels,de GER,DF,30.0,31,31,2581.0,28.7,1.0,3.0,4.0,1.0,0.0,0.0,8.0,1.0,1.9,1.9,2.0,3.9,23.0,142.0,8.0,0.03,0.1,0.14,0.03,0.14,0.07,0.07,0.14,0.07,0.14,Matches,dortmund,2019-2020
Achraf Hakimi,ma MAR,"DF,MF",20.0,33,29,2715.0,30.2,5.0,10.0,15.0,5.0,0.0,0.0,5.0,0.0,4.9,4.9,5.3,10.2,159.0,168.0,323.0,0.17,0.33,0.5,0.17,0.5,0.16,0.18,0.34,0.16,0.34,Matches,dortmund,2019-2020
Thorgan Hazard,be BEL,"FW,MF",26.0,33,28,2380.0,26.4,7.0,13.0,20.0,7.0,0.0,0.0,3.0,0.0,5.4,5.4,7.9,13.4,100.0,95.0,281.0,0.26,0.49,0.76,0.26,0.76,0.21,0.3,0.51,0.21,0.51,Matches,dortmund,2019-2020
Raphaël Guerreiro,pt POR,"DF,MF",25.0,29,26,2335.0,25.9,8.0,2.0,10.0,8.0,0.0,0.0,3.0,0.0,4.6,4.6,3.0,7.6,75.0,163.0,131.0,0.31,0.08,0.39,0.31,0.39,0.18,0.12,0.29,0.18,0.29,Matches,dortmund,2019-2020
Manuel Akanji,ch SUI,DF,24.0,29,25,2309.0,25.7,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.4,0.9,18.0,104.0,6.0,0.0,0.04,0.04,0.0,0.04,0.02,0.02,0.03,0.02,0.03,Matches,dortmund,2019-2020
Jadon Sancho,eng ENG,"FW,MF",19.0,32,25,2287.0,25.4,17.0,16.0,33.0,17.0,0.0,0.0,2.0,0.0,10.1,10.1,10.8,20.9,135.0,168.0,298.0,0.67,0.63,1.3,0.67,1.3,0.4,0.42,0.82,0.4,0.82,Matches,dortmund,2019-2020
Axel Witsel,be BEL,MF,30.0,28,25,2245.0,24.9,4.0,5.0,9.0,4.0,0.0,0.0,4.0,0.0,2.6,2.6,3.4,6.0,26.0,148.0,35.0,0.16,0.2,0.36,0.16,0.36,0.1,0.14,0.24,0.1,0.24,Matches,dortmund,2019-2020
Julian Brandt,de GER,"MF,FW",23.0,33,25,2203.0,24.5,3.0,7.0,10.0,3.0,0.0,0.0,0.0,0.0,3.6,3.6,5.4,9.0,59.0,188.0,183.0,0.12,0.29,0.41,0.12,0.41,0.15,0.22,0.37,0.15,0.37,Matches,dortmund,2019-2020
Łukasz Piszczek,pl POL,DF,34.0,29,25,2106.0,23.4,1.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,0.3,0.3,2.3,2.6,30.0,118.0,53.0,0.04,0.13,0.17,0.04,0.17,0.01,0.1,0.11,0.01,0.11,Matches,dortmund,2019-2020
Marco Reus,de GER,"MF,FW",30.0,19,18,1495.0,16.6,11.0,5.0,16.0,10.0,1.0,1.0,1.0,0.0,8.7,8.0,2.8,10.7,37.0,76.0,98.0,0.66,0.3,0.96,0.6,0.9,0.53,0.17,0.69,0.48,0.65,Matches,dortmund,2019-2020
Julian Weigl,de GER,"MF,DF",23.0,13,12,1019.0,11.3,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.3,0.3,0.1,0.4,11.0,64.0,5.0,0.09,0.0,0.09,0.09,0.09,0.02,0.01,0.04,0.02,0.04,Matches,dortmund,2019-2020
Erling Haaland,no NOR,FW,19.0,15,11,1063.0,11.8,13.0,2.0,15.0,13.0,0.0,0.0,0.0,0.0,8.8,8.8,1.2,10.0,22.0,21.0,69.0,1.1,0.17,1.27,1.1,1.27,0.74,0.1,0.85,0.74,0.85,Matches,dortmund,2019-2020
Thomas Delaney,dk DEN,MF,27.0,11,11,830.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.6,0.6,0.0,0.6,9.0,28.0,6.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,dortmund,2019-2020
Dan-Axel Zagadou,fr FRA,DF,20.0,15,10,983.0,10.9,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.6,0.9,7.0,51.0,3.0,0.09,0.09,0.18,0.09,0.18,0.03,0.06,0.09,0.03,0.09,Matches,dortmund,2019-2020
Emre Can,de GER,"MF,DF",25.0,12,10,955.0,10.6,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,1.2,1.2,0.5,1.7,18.0,54.0,15.0,0.19,0.0,0.19,0.19,0.19,0.11,0.05,0.16,0.11,0.16,Matches,dortmund,2019-2020
Nico Schulz,de GER,"DF,MF",26.0,11,7,594.0,6.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,24.0,32.0,60.0,0.15,0.0,0.15,0.15,0.15,0.06,0.02,0.08,0.06,0.08,Matches,dortmund,2019-2020
Mahmoud Dahoud,de GER,MF,23.0,12,6,558.0,6.2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9,0.9,0.8,1.7,7.0,42.0,11.0,0.0,0.16,0.16,0.0,0.16,0.14,0.12,0.27,0.14,0.27,Matches,dortmund,2019-2020
Paco Alcácer,es ESP,FW,25.0,11,6,530.0,5.9,5.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,3.9,3.9,0.9,4.8,1.0,8.0,37.0,0.85,0.17,1.02,0.85,1.02,0.67,0.14,0.81,0.67,0.81,Matches,dortmund,2019-2020
Mario Götze,de GER,FW,27.0,15,5,521.0,5.8,3.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,2.0,1.2,1.3,2.6,10.0,29.0,56.0,0.52,0.0,0.52,0.35,0.35,0.35,0.23,0.58,0.21,0.45,Matches,dortmund,2019-2020
Marwin Hitz,ch SUI,GK,31.0,4,3,290.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,dortmund,2019-2020
Gio Reyna,us USA,"MF,FW",16.0,15,2,355.0,3.9,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.8,1.0,11.0,17.0,24.0,0.0,0.25,0.25,0.0,0.25,0.05,0.2,0.25,0.05,0.25,Matches,dortmund,2019-2020
Mateu Morey,es ESP,"DF,MF",19.0,5,2,197.0,2.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.8,6.0,7.0,15.0,0.0,0.46,0.46,0.0,0.46,0.18,0.19,0.38,0.18,0.38,Matches,dortmund,2019-2020
Leonardo Balerdi,ar ARG,"DF,MF",20.0,7,1,133.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,dortmund,2019-2020
Jacob Bruun Larsen,dk DEN,FW,20.0,4,0,68.0,0.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.0,1.0,8.0,0.0,1.32,1.32,0.0,1.32,0.0,0.62,0.62,0.0,0.62,Matches,dortmund,2019-2020
Marcel Schmelzer,de GER,DF,31.0,7,0,66.0,0.7,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,1.0,5.0,4.0,1.36,1.36,2.73,1.36,2.73,0.5,0.19,0.69,0.5,0.69,Matches,dortmund,2019-2020
Tobias Raschl,de GER,MF,19.0,1,0,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,dortmund,2019-2020
Alaa Bakir,jo JOR,"FW,MF",18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,dortmund,2019-2020
Taylan Duman,de GER,MF,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,dortmund,2019-2020
Chris Führich,de GER,"FW,MF",21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,dortmund,2019-2020
Jonas Hupe,de GER,GK,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,dortmund,2019-2020
Eric Oelschlägel,de GER,GK,23.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,dortmund,2019-2020
Immanuel Pherai,sr SUR,"FW,MF",18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,dortmund,2019-2020
Marco Rente,de GER,DF,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,dortmund,2019-2020
Luca Unbehaun,de GER,GK,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,dortmund,2019-2020
Marius Wolf,de GER,"DF,FW",24.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,dortmund,2019-2020
Squad Total,,,25.8,34,374,3060.0,34.0,84.0,74.0,158.0,82.0,2.0,2.0,49.0,1.0,61.0,59.5,50.6,110.1,792.0,1736.0,1729.0,2.47,2.18,4.65,2.41,4.59,1.8,1.49,3.28,1.75,3.24,,dortmund,2019-2020
Opponent Total,,,26.2,34,374,3060.0,34.0,38.0,27.0,65.0,35.0,3.0,3.0,53.0,1.0,40.9,38.6,31.3,69.9,584.0,1101.0,1094.0,1.12,0.79,1.91,1.03,1.82,1.2,0.92,2.12,1.14,2.06,,dortmund,2019-2020
Timo Werner,de GER,FW,23.0,34,33,2795.0,31.1,28.0,8.0,36.0,25.0,3.0,3.0,4.0,0.0,21.2,18.9,9.5,28.4,156.0,102.0,365.0,0.9,0.26,1.16,0.81,1.06,0.68,0.31,0.99,0.61,0.91,Matches,rb_leipzig,2019-2020
Péter Gulácsi,hu HUN,GK,29.0,32,32,2880.0,32.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,2.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.01,0.01,0.0,0.01,Matches,rb_leipzig,2019-2020
Lukas Klostermann,de GER,DF,23.0,31,31,2643.0,29.4,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,2.7,2.7,2.4,5.1,38.0,132.0,78.0,0.1,0.03,0.14,0.1,0.14,0.09,0.08,0.17,0.09,0.17,Matches,rb_leipzig,2019-2020
Marcel Sabitzer,at AUT,"MF,FW",25.0,32,30,2499.0,27.8,9.0,7.0,16.0,9.0,0.0,0.0,4.0,0.0,7.2,7.2,5.7,12.9,68.0,175.0,169.0,0.32,0.25,0.58,0.32,0.58,0.26,0.21,0.46,0.26,0.46,Matches,rb_leipzig,2019-2020
Marcel Halstenberg,de GER,DF,27.0,29,28,2520.0,28.0,3.0,3.0,6.0,3.0,0.0,0.0,6.0,1.0,2.1,2.1,4.0,6.1,65.0,155.0,91.0,0.11,0.11,0.21,0.11,0.21,0.08,0.14,0.22,0.08,0.22,Matches,rb_leipzig,2019-2020
Dayot Upamecano,fr FRA,DF,20.0,28,27,2357.0,26.2,0.0,1.0,1.0,0.0,0.0,0.0,8.0,1.0,1.9,1.9,1.1,3.0,38.0,186.0,6.0,0.0,0.04,0.04,0.0,0.04,0.07,0.04,0.12,0.07,0.12,Matches,rb_leipzig,2019-2020
Konrad Laimer,at AUT,MF,22.0,29,26,2115.0,23.5,2.0,6.0,8.0,2.0,0.0,0.0,8.0,1.0,0.8,0.8,2.2,3.0,44.0,143.0,39.0,0.09,0.26,0.34,0.09,0.34,0.03,0.09,0.13,0.03,0.13,Matches,rb_leipzig,2019-2020
Christopher Nkunku,fr FRA,"MF,FW",21.0,32,21,1925.0,21.4,5.0,13.0,18.0,5.0,0.0,0.0,2.0,0.0,7.8,7.8,9.2,16.9,86.0,94.0,184.0,0.23,0.61,0.84,0.23,0.84,0.36,0.43,0.79,0.36,0.79,Matches,rb_leipzig,2019-2020
Nordi Mukiele,fr FRA,"DF,FW",21.0,25,21,1783.0,19.8,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,2.8,2.8,1.3,4.1,36.0,99.0,110.0,0.15,0.05,0.2,0.15,0.2,0.14,0.06,0.2,0.14,0.2,Matches,rb_leipzig,2019-2020
Patrik Schick,cz CZE,FW,23.0,22,15,1298.0,14.4,10.0,2.0,12.0,10.0,0.0,0.0,3.0,0.0,7.2,7.2,2.6,9.8,14.0,20.0,118.0,0.69,0.14,0.83,0.69,0.83,0.5,0.18,0.68,0.5,0.68,Matches,rb_leipzig,2019-2020
Diego Demme,de GER,MF,27.0,17,14,1211.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.8,0.8,1.0,1.7,18.0,112.0,16.0,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.13,0.06,0.13,Matches,rb_leipzig,2019-2020
Emil Forsberg,se SWE,MF,27.0,22,14,1141.0,12.7,5.0,2.0,7.0,3.0,2.0,2.0,1.0,0.0,3.6,2.0,2.9,4.9,44.0,74.0,69.0,0.39,0.16,0.55,0.24,0.39,0.28,0.23,0.51,0.16,0.39,Matches,rb_leipzig,2019-2020
Yussuf Poulsen,dk DEN,FW,25.0,22,12,1222.0,13.6,5.0,6.0,11.0,5.0,0.0,0.0,2.0,0.0,6.1,6.1,1.8,8.0,23.0,28.0,120.0,0.37,0.44,0.81,0.37,0.81,0.45,0.14,0.59,0.45,0.59,Matches,rb_leipzig,2019-2020
Angeliño,es ESP,"DF,FW",22.0,13,12,1095.0,12.2,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.9,0.9,2.0,2.9,24.0,56.0,92.0,0.08,0.16,0.25,0.08,0.25,0.07,0.16,0.24,0.07,0.24,Matches,rb_leipzig,2019-2020
Tyler Adams,us USA,"MF,DF",20.0,14,10,953.0,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.6,1.0,11.0,34.0,49.0,0.0,0.0,0.0,0.0,0.0,0.04,0.06,0.1,0.04,0.1,Matches,rb_leipzig,2019-2020
Willi Orban,hu HUN,DF,26.0,12,9,856.0,9.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.1,0.8,4.0,45.0,0.0,0.11,0.0,0.11,0.11,0.11,0.08,0.01,0.09,0.08,0.09,Matches,rb_leipzig,2019-2020
Dani Olmo,es ESP,"MF,FW",21.0,12,9,747.0,8.3,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,1.8,1.8,1.2,2.9,15.0,46.0,57.0,0.36,0.12,0.48,0.36,0.48,0.21,0.14,0.35,0.21,0.35,Matches,rb_leipzig,2019-2020
Kevin Kampl,si SVN,MF,28.0,11,8,675.0,7.5,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,0.3,0.3,2.5,2.8,14.0,50.0,22.0,0.27,0.27,0.53,0.27,0.53,0.04,0.33,0.37,0.04,0.37,Matches,rb_leipzig,2019-2020
Ibrahima Konaté,fr FRA,DF,20.0,8,6,569.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.2,9.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.02,0.02,Matches,rb_leipzig,2019-2020
Amadou Haidara,ml MLI,MF,21.0,19,5,756.0,8.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,2.2,2.9,15.0,55.0,36.0,0.0,0.12,0.12,0.0,0.12,0.09,0.26,0.34,0.09,0.34,Matches,rb_leipzig,2019-2020
Stefan Ilsanker,at AUT,DF,30.0,6,5,418.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.7,0.7,0.1,0.8,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.01,0.16,0.15,0.16,Matches,rb_leipzig,2019-2020
Matheus Cunha,br BRA,"FW,MF",20.0,10,2,279.0,3.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.9,2.9,9.0,12.0,13.0,0.0,0.32,0.32,0.0,0.32,0.64,0.29,0.93,0.64,0.93,Matches,rb_leipzig,2019-2020
Yvon Mvogo,ch SUI,GK,25.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,rb_leipzig,2019-2020
Ademola Lookman,ng NGA,"FW,MF",21.0,11,1,309.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,1.0,2.3,19.0,22.0,32.0,0.0,0.0,0.0,0.0,0.0,0.38,0.29,0.67,0.38,0.67,Matches,rb_leipzig,2019-2020
