Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,team_name,season,Sh,SoT,Dist,SoTA,Saves,PSxG,Cmp,Att,TotDist,PrgDist,Ast,xAG,xA,CrsPA,PrgP,KP,pass_3rd,Sw,Crs,CK,SCA,GCA,Tkl,TklW,Tkl_Def_3rd,Tkl_Mid_3rd,Tkl_Att_3rd,Blocks,Int,Clr,Err,Touches,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Touches_Att_3rd,Touches_Att_Pen,PrgC,Carries_Att_3rd,Mis,Dis,CrdY,CrdR,Fls,Fld,Off,Recov,Aerials_Won,Aerials_Lost
2020-06-18,22:00,La Liga,Matchweek 29,Thu,Home,W,3,0,Valencia,1.9,0.2,63.0,,Sergio Ramos,4-3-3,4-4-2,José Sánchez,Match Report,,real_madrid,2019-2020,19.0,14.0,19.8,2.0,2.0,0.9,662.0,745.0,11599.0,3307.0,3,1.7,1.4,3.0,79.0,16.0,75.0,18.0,26.0,8.0,34.0,6.0,12.0,9.0,3.0,8.0,1.0,6.0,12.0,8.0,0.0,831.0,29.0,125.0,392.0,321.0,37.0,31.0,30.0,11.0,7.0,0,0,12.0,8.0,1.0,56.0,8.0,6.0
2020-06-21,22:00,La Liga,Matchweek 30,Sun,Away,W,2,1,Real Sociedad,1.3,0.4,49.0,,Sergio Ramos,4-3-3,4-2-3-1,Javier Estrada,Match Report,,real_madrid,2019-2020,9.0,5.0,22.4,2.0,1.0,0.1,469.0,568.0,7917.0,2461.0,1,0.4,0.3,0.0,26.0,6.0,23.0,6.0,10.0,1.0,18.0,4.0,19.0,10.0,8.0,9.0,2.0,22.0,6.0,16.0,0.0,663.0,71.0,228.0,320.0,124.0,18.0,20.0,20.0,9.0,7.0,2,0,15.0,15.0,3.0,58.0,8.0,9.0
2020-06-24,22:00,La Liga,Matchweek 31,Wed,Home,W,2,0,Mallorca,1.3,0.6,55.0,,Sergio Ramos,4-2-3-1,3-5-2,Mario Melero,Match Report,,real_madrid,2019-2020,14.0,6.0,18.6,4.0,4.0,0.4,479.0,552.0,9017.0,3012.0,1,1.1,0.6,1.0,32.0,11.0,30.0,9.0,8.0,5.0,24.0,2.0,17.0,9.0,10.0,6.0,1.0,6.0,8.0,11.0,0.0,633.0,64.0,235.0,265.0,137.0,21.0,19.0,15.0,8.0,10.0,4,0,18.0,10.0,4.0,42.0,8.0,11.0
2020-06-28,22:00,La Liga,Matchweek 32,Sun,Away,W,1,0,Espanyol,2.1,0.8,68.0,,Sergio Ramos,4-3-3,4-4-1-1,Antonio Matéu Lahoz,Match Report,,real_madrid,2019-2020,14.0,6.0,16.7,5.0,5.0,0.8,655.0,754.0,12207.0,3539.0,1,2.0,1.3,1.0,49.0,11.0,64.0,22.0,15.0,5.0,23.0,2.0,14.0,9.0,4.0,10.0,0.0,9.0,9.0,3.0,0.0,844.0,47.0,186.0,412.0,258.0,19.0,18.0,17.0,11.0,5.0,1,0,13.0,17.0,3.0,48.0,13.0,17.0
2020-07-02,22:00,La Liga,Matchweek 33,Thu,Home,W,1,0,Getafe,1.8,0.5,67.0,,Sergio Ramos,4-3-3,4-4-1-1,Juan Martínez,Match Report,,real_madrid,2019-2020,7.0,3.0,18.6,3.0,3.0,0.5,536.0,645.0,8492.0,2882.0,0,1.0,0.5,3.0,38.0,7.0,21.0,9.0,18.0,6.0,16.0,2.0,11.0,8.0,8.0,1.0,2.0,12.0,11.0,24.0,1.0,757.0,73.0,273.0,332.0,160.0,17.0,22.0,19.0,23.0,10.0,5,0,15.0,21.0,4.0,56.0,9.0,14.0
2020-07-05,14:00,La Liga,Matchweek 34,Sun,Away,W,1,0,Athletic Club,2.5,0.3,56.0,,Sergio Ramos,4-3-3,4-2-3-1,José González,Match Report,,real_madrid,2019-2020,9.0,3.0,15.8,1.0,1.0,0.0,499.0,596.0,8299.0,2715.0,0,1.6,2.1,3.0,54.0,7.0,34.0,8.0,18.0,2.0,19.0,2.0,13.0,8.0,9.0,4.0,0.0,13.0,11.0,15.0,0.0,692.0,61.0,209.0,303.0,185.0,25.0,25.0,26.0,13.0,7.0,3,0,8.0,13.0,1.0,53.0,8.0,17.0
2020-07-10,22:00,La Liga,Matchweek 35,Fri,Home,W,2,0,Alavés,2.2,1.2,70.0,,Karim Benzema,4-3-3,4-4-2,Jesús Gil,Match Report,,real_madrid,2019-2020,17.0,7.0,19.6,4.0,4.0,0.8,690.0,771.0,11882.0,3169.0,1,1.3,1.1,1.0,48.0,15.0,32.0,25.0,13.0,3.0,36.0,4.0,9.0,7.0,4.0,4.0,1.0,8.0,5.0,12.0,0.0,868.0,52.0,217.0,482.0,173.0,30.0,23.0,12.0,14.0,4.0,0,0,5.0,17.0,4.0,47.0,6.0,16.0
2020-07-13,22:00,La Liga,Matchweek 36,Mon,Away,W,2,1,Granada,0.4,0.9,62.0,,Sergio Ramos,4-3-2-1,3-4-3,Santiago Jaime,Match Report,,real_madrid,2019-2020,11.0,5.0,19.4,3.0,2.0,0.9,518.0,591.0,8575.0,2589.0,2,0.4,0.3,1.0,35.0,9.0,26.0,3.0,10.0,3.0,19.0,4.0,12.0,5.0,3.0,8.0,1.0,7.0,8.0,13.0,0.0,662.0,72.0,221.0,307.0,138.0,14.0,23.0,14.0,5.0,15.0,2,0,18.0,18.0,2.0,37.0,11.0,9.0
2020-07-16,21:00,La Liga,Matchweek 37,Thu,Home,W,2,1,Villarreal,1.6,1.1,57.0,,Sergio Ramos,4-3-3,4-2-3-1,Alejandro Hernández,Match Report,,real_madrid,2019-2020,11.0,6.0,19.1,4.0,3.0,1.2,521.0,601.0,9981.0,3048.0,1,0.7,0.5,1.0,48.0,8.0,46.0,11.0,16.0,4.0,18.0,3.0,13.0,7.0,4.0,5.0,4.0,4.0,5.0,9.0,0.0,676.0,62.0,186.0,346.0,150.0,18.0,16.0,7.0,11.0,6.0,3,0,13.0,13.0,2.0,45.0,10.0,6.0
2020-07-19,21:00,La Liga,Matchweek 38,Sun,Away,D,2,2,Leganés,0.8,1.4,64.0,,Sergio Ramos,4-3-3,5-4-1,Guillermo Cuadra,Match Report,,real_madrid,2019-2020,7.0,4.0,15.3,7.0,5.0,0.7,607.0,688.0,10491.0,3173.0,2,0.8,1.0,1.0,50.0,7.0,33.0,7.0,9.0,2.0,12.0,3.0,22.0,13.0,13.0,7.0,2.0,16.0,6.0,24.0,0.0,801.0,90.0,255.0,375.0,177.0,29.0,27.0,28.0,19.0,8.0,1,0,11.0,9.0,0.0,49.0,11.0,7.0
2019-08-16,21:00,La Liga,Matchweek 1,Fri,Away,L,0,1,Athletic Club,0.9,0.5,71.0,47693.0,Gerard Piqué,4-3-3,4-2-3-1,Carlos del Cerro,Match Report,,barcelona,2019-2020,11.0,2.0,13.3,5.0,4.0,0.7,604.0,717.0,9648.0,2816.0,0,0.6,0.7,2.0,47.0,9.0,47.0,3.0,16.0,8.0,19.0,0.0,8.0,6.0,2.0,3.0,3.0,6.0,5.0,12.0,1.0,786.0,59.0,191.0,378.0,221.0,19.0,17.0,22.0,10.0,3.0,1,0,9.0,14.0,1.0,38.0,12.0,14.0
2019-08-25,21:00,La Liga,Matchweek 2,Sun,Home,W,5,2,Betis,2.6,0.2,70.0,79159.0,Sergio Busquets,4-3-3,4-4-2,José González,Match Report,,barcelona,2019-2020,20.0,7.0,15.6,3.0,1.0,1.2,742.0,829.0,12018.0,3348.0,5,2.6,2.2,2.0,80.0,20.0,70.0,8.0,19.0,11.0,37.0,9.0,21.0,16.0,2.0,11.0,8.0,11.0,9.0,3.0,0.0,918.0,30.0,122.0,435.0,368.0,55.0,37.0,30.0,18.0,10.0,1,0,14.0,12.0,4.0,59.0,7.0,6.0
2019-08-31,17:00,La Liga,Matchweek 3,Sat,Away,D,2,2,Osasuna,0.4,1.8,73.0,16742.0,Sergio Busquets,4-3-3,4-4-2,Juan Martínez,Match Report,,barcelona,2019-2020,8.0,4.0,20.6,5.0,3.0,1.6,662.0,774.0,10569.0,2907.0,2,0.3,0.6,2.0,64.0,7.0,59.0,4.0,14.0,2.0,13.0,3.0,16.0,12.0,10.0,3.0,3.0,5.0,6.0,16.0,0.0,871.0,62.0,222.0,434.0,218.0,15.0,23.0,18.0,21.0,10.0,4,0,9.0,15.0,1.0,49.0,18.0,18.0
2019-09-14,21:00,La Liga,Matchweek 4,Sat,Home,W,5,2,Valencia,2.4,1.5,64.0,81617.0,Sergio Busquets,4-3-3,4-4-2,José Sánchez,Match Report,,barcelona,2019-2020,17.0,10.0,19.7,3.0,1.0,1.9,724.0,795.0,10588.0,2734.0,4,1.5,1.5,0.0,64.0,14.0,64.0,1.0,9.0,2.0,28.0,9.0,16.0,10.0,3.0,8.0,5.0,8.0,7.0,15.0,0.0,887.0,46.0,123.0,439.0,332.0,30.0,37.0,41.0,14.0,6.0,1,0,11.0,10.0,0.0,48.0,5.0,3.0
2019-09-21,21:00,La Liga,Matchweek 5,Sat,Away,L,0,2,Granada,0.5,1.9,73.0,18880.0,Gerard Piqué,4-3-3,4-2-3-1,Guillermo Cuadra,Match Report,,barcelona,2019-2020,8.0,1.0,20.8,4.0,2.0,2.2,607.0,698.0,9601.0,2708.0,0,0.4,0.9,1.0,46.0,5.0,40.0,6.0,13.0,5.0,13.0,0.0,16.0,9.0,6.0,7.0,3.0,6.0,6.0,7.0,2.0,777.0,44.0,180.0,420.0,185.0,27.0,28.0,20.0,13.0,8.0,2,0,12.0,22.0,1.0,43.0,10.0,11.0
2019-09-24,21:00,La Liga,Matchweek 6,Tue,Home,W,2,1,Villarreal,0.5,0.6,57.0,70316.0,Lionel Messi,4-3-3,4-2-3-1,Ricardo de Burgos,Match Report,,barcelona,2019-2020,8.0,4.0,16.8,3.0,2.0,0.4,594.0,682.0,9708.0,2911.0,2,0.4,1.2,0.0,51.0,6.0,41.0,3.0,9.0,6.0,16.0,4.0,14.0,8.0,4.0,8.0,2.0,16.0,10.0,12.0,1.0,779.0,59.0,177.0,370.0,237.0,46.0,28.0,26.0,16.0,11.0,4,0,4.0,13.0,4.0,42.0,8.0,7.0
